primary_id,person_id,person_name,born_year,died_year,gender
A000001:1,A000001,金總持,,,男
A000001:2,A000001,金揔持,,,男
A000001:3,A000001,寶輪大師,,,男
A000001:4,A000001,明因妙善普濟法師,,,男
A000002:1,A000002,[諔-又]震,,,男
A000002:2,A000002,仁山[諔-又]震,,,男
A000002:3,A000002,仁山大師,,,男
A000002:4,A000002,寂震,,,男
A000003:1,A000003,鬱楞迦,,,男
A000004:1,A000004,畺良耶舍,383,442,男
A000004:2,A000004,Kālayaśas,383,442,男
A000004:3,A000004,時稱,383,442,男
A000005:1,A000005,鑑堂一,,,男
A000005:2,A000005,鑑堂,,,男
A000006:1,A000006,一山国師,1247,1317,男
A000006:2,A000006,一寧,1247,1317,男
A000006:3,A000006,Issan Ichinei,1247,1317,男
A000006:4,A000006,一山一寧,1247,1317,男
A000006:5,A000006,妙慈弘濟,1247,1317,男
A000006:6,A000006,一山寧,1247,1317,男
A000006:7,A000006,いっさんいちねい,1247,1317,男
A000007:1,A000007,一如,1352,1425,男
A000007:2,A000007,一菴,1352,1425,男
A000007:3,A000007,退翁,1352,1425,男
A000007:4,A000007,天竺如,1352,1425,男
A000007:5,A000007,一菴如,1352,1425,男
A000007:6,A000007,如一菴,1352,1425,男
A000008:1,A000008,一行,683,727,男
A000008:2,A000008,釋一行,683,727,男
A000008:3,A000008,張遂,683,727,男
A000008:4,A000008,大慧禪師,683,727,男
A000008:5,A000008,天師,683,727,男
A000008:6,A000008,張璲,683,727,男
A000008:7,A000008,張敬賢,683,727,男
A000008:8,A000008,嵩陽一行,683,727,男
A000009:1,A000009,一志,,,男
A000010:1,A000010,一見,,,男
A000011:1,A000011,一念居士,,,男
A000011:2,A000011,淥田一念,,,男
A000012:1,A000012,一松,,,男
A000012:2,A000012,一松大師,,,男
A000012:3,A000012,松師,,,男
A000013:1,A000013,一真,,,男
A000014:1,A000014,一然,,,男
A000015:1,A000015,一絲文守,1608,1646,男
A000015:2,A000015,いっしぶんしゅ,1608,1646,男
A000015:3,A000015,定慧明光佛頂國師,1608,1646,男
A000017:1,A000017,丁元公,,,男
A000018:1,A000018,九師,,,男
A000019:1,A000019,了元,,,男
A000020:1,A000020,了心,,,男
A000021:1,A000021,了因,,,男
A000022:1,A000022,了見,,,男
A000023:1,A000023,了亮,,,男
A000024:1,A000024,了南,,,男
A000025:1,A000025,了垠,,,男
A000026:1,A000026,了貞,1729,1785,男
A000026:2,A000026,高旻了貞,1729,1785,男
A000026:3,A000026,昭月了貞,1729,1785,男
A000026:4,A000026,昭月,1729,1785,男
A000027:1,A000027,了悟,,,男
A000027:2,A000027,靈隱了悟,,,男
A000027:3,A000027,笑菴悟,,,男
A000027:4,A000027,咲菴悟,,,男
A000027:5,A000027,笑庵悟,,,男
A000027:6,A000027,笑庵了悟,,,男
A000028:1,A000028,了根,,,男
A000028:2,A000028,雪舩,,,男
A000028:3,A000028,謹庵了根,,,男
A000029:1,A000029,了真,,,男
A000030:1,A000030,了翁,,,男
A000031:1,A000031,了能,,,男
A000032:1,A000032,了尊,,,男
A000033:1,A000033,了慧,,,男
A000033:2,A000033,了惠,,,男
A000034:1,A000034,了慧道光,,,男
A000034:2,A000034,了慧,,,男
A000034:3,A000034,了惠道光,,,男
A000035:1,A000035,了然,1077,1141,男
A000035:2,A000035,志涌,1077,1141,男
A000035:3,A000035,虎溪尊者,1077,1141,男
A000035:4,A000035,智涌,1077,1141,男
A000035:5,A000035,智湧,1077,1141,男
A000035:6,A000035,了然律師,1077,1141,男
A000035:7,A000035,智涌了然,1077,1141,男
A000036:1,A000036,了童,,,男
A000036:2,A000036,古靈了童,,,男
A000037:1,A000037,了舜,,,男
A000038:1,A000038,了圓,,,男
A000039:1,A000039,了廣,,,男
A000040:1,A000040,了禪,,,男
A000041:1,A000041,了覺,,,男
A000042:1,A000042,了譽聖冏,,,男
A000043:1,A000043,八思拔,,,男
A000044:1,A000044,三昧蘇嚩羅,,,男
A000045:1,A000045,三寶尊,,,男
A000046:1,A000046,上思,1630,1688,男
A000046:2,A000046,雪悟,1630,1688,男
A000046:3,A000046,雨山思,1630,1688,男
A000046:4,A000046,雨山上思,1630,1688,男
A000046:5,A000046,雪悟思,1630,1688,男
A000047:1,A000047,于頔,719,818,男
A000047:2,A000047,于允元,719,818,男
A000047:3,A000047,厲,719,818,男
A000047:4,A000047,思,719,818,男
A000048:1,A000048,士洵,,,男
A000049:1,A000049,士慘,,,男
A000050:1,A000050,士衡,,,男
A000051:1,A000051,大文,,,男
A000052:1,A000052,大玄,,,男
A000053:1,A000053,目犍連,,,男
A000053:2,A000053,Mahāmoggallāna,,,男
A000053:3,A000053,Maudgalyāyana,,,男
A000053:4,A000053,目連,,,男
A000053:5,A000053,摩訶目揵連,,,男
A000053:6,A000053,天抱,,,男
A000053:7,A000053,大目乾蓮,,,男
A000053:8,A000053,Kolita,,,男
A000053:9,A000053,毛伽利耶夜那,,,男
A000053:10,A000053,沒特伽羅,,,男
A000053:11,A000053,大目連,,,男
A000053:12,A000053,Mahāmaudgalyayana,,,男
A000053:13,A000053,劬律陀,,,男
A000053:14,A000053,俱離多,,,男
A000053:15,A000053,大目乾連,,,男
A000053:16,A000053,摩訶毛嗢揭羅演那,,,男
A000053:17,A000053,摩訶毛伽利耶夜那,,,男
A000053:18,A000053,摩訶沒特伽羅,,,男
A000053:19,A000053,摩訶目伽連,,,男
A000053:20,A000053,大目犍連,,,男
A000053:21,A000053,目犍連延,,,男
A000053:22,A000053,目犍羅夜那,,,男
A000053:23,A000053,拘離迦,,,男
A000053:24,A000053,俱哩多,,,男
A000053:25,A000053,拘理迦,,,男
A000053:26,A000053,采菽氏,,,男
A000053:27,A000053,拘利陀,,,男
A000053:28,A000053,拘律,,,男
A000053:29,A000053,拘律陀,,,男
A000053:30,A000053,取胡豆,,,男
A000053:31,A000053,取菉豆子,,,男
A000053:32,A000053,目伽略,,,男
A000053:33,A000053,勿伽羅,,,男
A000053:34,A000053,摩訶目犍連,,,男
A000053:35,A000053,Moggallāna,,,男
A000054:1,A000054,大休宗林,,,男
A000055:1,A000055,大佑,1334,1407,男
A000055:2,A000055,啟宗,1334,1407,男
A000055:3,A000055,佑蘧菴,1334,1407,男
A000055:4,A000055,蘧菴佑,1334,1407,男
A000055:5,A000055,蘧菴大佑,1334,1407,男
A000055:6,A000055,法空道人,1334,1407,男
A000055:7,A000055,啟宗佑,1334,1407,男
A000056:1,A000056,大勇,,,男
A000056:2,A000056,大勇菩薩,,,男
A000057:1,A000057,大建,,,男
A000058:1,A000058,大香,,,男
A000059:1,A000059,大香山藏隱士,,,男
A000060:1,A000060,普光,622,382,男
A000060:2,A000060,釋普光,622,382,男
A000060:3,A000060,大乘光,622,382,男
A000060:4,A000060,嘉光,622,382,男
A000061:1,A000061,大惠,1564,1636,男
A000061:2,A000061,靈源,1564,1636,男
A000061:3,A000061,靈源惠,1564,1636,男
A000061:4,A000061,靈源大惠,1564,1636,男
A000061:5,A000061,昭慶靈源,1564,1636,男
A000062:1,A000062,大訢,1284,1344,男
A000062:2,A000062,大訴,1284,1344,男
A000062:3,A000062,釋教宗主,1284,1344,男
A000062:4,A000062,廣智全悟大禪師,1284,1344,男
A000062:5,A000062,笑隱,1284,1344,男
A000062:6,A000062,笑隱大訢,1284,1344,男
A000062:7,A000062,笑隱訢,1284,1344,男
A000062:8,A000062,龍翔大訢,1284,1344,男
A000062:9,A000062,釋教宗主,1284,1344,男
A000062:10,A000062,廣智訢,1284,1344,男
A000062:11,A000062,笑隱訴,1284,1344,男
A000062:12,A000062,全悟訢,1284,1344,男
A000062:13,A000062,實全悟,1284,1344,男
A000062:14,A000062,龍翔訢,1284,1344,男
A000063:1,A000063,大圓,,,男
A000064:1,A000064,大義,,,男
A000065:1,A000065,大韶,,,男
A000065:2,A000065,大韻,,,男
A000065:3,A000065,千松,,,男
A000066:1,A000066,大樞,,,男
A000068:1,A000068,大機,,,男
A000069:1,A000069,大壑,1576,1627,男
A000069:2,A000069,元津大壑,1576,1627,男
A000069:3,A000069,玄津,1576,1627,男
A000070:1,A000070,覺潤,,,男
A000071:1,A000071,大隱,,,男
A000071:2,A000071,雪月大師,,,男
A000072:1,A000072,大璸,,,男
A000072:2,A000072,雲棲大璸,,,男
A000072:3,A000072,虎跑大璸,,,男
A000072:4,A000072,顧若群,,,男
A000072:5,A000072,石公大璸,,,男
A000074:1,A000074,寶通,732,824,男
A000074:2,A000074,大顛祖師,732,824,男
A000074:3,A000074,大顛和尚,732,824,男
A000074:4,A000074,大顛寶通,732,824,男
A000074:5,A000074,大顛,732,824,男
A000075:1,A000075,大覺,,,男
A000076:1,A000076,大觀,1201,1268,男
A000076:2,A000076,物初,1201,1268,男
A000076:3,A000076,物初大觀,1201,1268,男
A000076:4,A000076,物初觀,1201,1268,男
A000076:5,A000076,育王觀,1201,1268,男
A000077:1,A000077,祖元,1226,1286,男
A000077:2,A000077,むがく そげん,1226,1286,男
A000077:3,A000077,Mugaku Sogen,1226,1286,男
A000077:4,A000077,子元,1226,1286,男
A000077:5,A000077,無學,1226,1286,男
A000077:6,A000077,佛光圓滿常照國師,1226,1286,男
A000077:7,A000077,無學元,1226,1286,男
A000077:8,A000077,子元祖元,1226,1286,男
A000077:9,A000077,無學祖元,1226,1286,男
A000077:10,A000077,無學原,1226,1286,男
A000078:1,A000078,子文,,,男
A000078:2,A000078,昭覺子文,,,男
A000079:1,A000079,子成,,,男
A000079:2,A000079,彥美,,,男
A000079:3,A000079,妙明,,,男
A000079:4,A000079,彥美子成,,,男
A000080:1,A000080,子和,,,男
A000081:1,A000081,子昇,,,男
A000082:1,A000082,子昶,,,男
A000083:1,A000083,子真,,,男
A000083:2,A000083,谷口子真,,,男
A000083:3,A000083,子真大仙,,,男
A000084:1,A000084,子淳,1066,1119,男
A000084:2,A000084,丹霞子淳,1066,1119,男
A000084:3,A000084,丹霞淳,1066,1119,男
A000084:4,A000084,德淳,1066,1119,男
A000085:1,A000085,長水子璿,965,1038,男
A000085:2,A000085,東平,965,1038,男
A000085:3,A000085,長水疏主楞嚴大師,965,1038,男
A000085:4,A000085,仲微,965,1038,男
A000085:5,A000085,子玄,965,1038,男
A000085:6,A000085,長水大師,965,1038,男
A000085:7,A000085,子睿,965,1038,男
A000085:8,A000085,長水子璇,965,1038,男
A000085:9,A000085,長水璿,965,1038,男
A000085:10,A000085,子濬,965,1038,男
A000085:11,A000085,長水法師,965,1038,男
A000085:12,A000085,子璿,965,1038,男
A000086:1,A000086,小野,,,男
A000088:1,A000088,尸陀槃尼,,,男
A000089:1,A000089,尸羅達摩,760,463,男
A000089:2,A000089,Śiladharma,760,463,男
A000089:3,A000089,釋尸羅達摩,760,463,男
A000089:4,A000089,戒法,760,463,男
A000090:1,A000090,山賢,,,男
A000090:2,A000090,尊者山賢,,,男
A000091:1,A000091,工布查布,,,男
A000092:1,A000092,弋咸,,,男
A000093:1,A000093,才良,,,男
A000093:2,A000093,雲頂才良,,,男
A000094:1,A000094,不可思議,,,男
A000095:1,A000095,Amoghavajra,705,774,男
A000095:2,A000095,不空,705,774,男
A000095:3,A000095,釋不空,705,774,男
A000095:4,A000095,大廣智,705,774,男
A000095:5,A000095,大廣智不空,705,774,男
A000095:6,A000095,大辯正廣智,705,774,男
A000095:7,A000095,不空金剛,705,774,男
A000095:8,A000095,不空智,705,774,男
A000095:9,A000095,阿目佉,705,774,男
A000095:10,A000095,阿目佉金剛,705,774,男
A000095:11,A000095,阿目佉跋折羅,705,774,男
A000095:12,A000095,阿謨伽,705,774,男
A000095:13,A000095,智藏,705,774,男
A000095:14,A000095,大辯正三藏,705,774,男
A000095:15,A000095,司空,705,774,男
A000095:16,A000095,肅國公,705,774,男
A000095:17,A000095,灌頂阿闍梨,705,774,男
A000096:1,A000096,中孚,,,男
A000097:1,A000097,中野達慧,,,男
A000098:1,A000098,中圓,,,男
A000099:1,A000099,中端,,,男
A000100:1,A000100,中算,,,男
A000101:1,A000101,中翼,,,男
A000102:1,A000102,志靜,,,男
A000103:1,A000103,悲智,685,416,男
A000104:1,A000104,仁安,,,男
A000105:1,A000105,徐氏,1362,1407,女
A000105:2,A000105,徐皇后,1362,1407,女
A000105:3,A000105,仁孝皇后,1362,1407,女
A000105:4,A000105,仁孝文皇后,1362,1407,女
A000105:5,A000105,燕王妃,1362,1407,女
A000105:6,A000105,仁孝慈懿誠明莊獻配天齊聖文皇后,1362,1407,女
A000106:1,A000106,仁岳,992,1064,男
A000106:2,A000106,仁嶽,992,1064,男
A000106:3,A000106,淨覺,992,1064,男
A000106:4,A000106,淨覺仁岳,992,1064,男
A000106:5,A000106,孤山淨覺,992,1064,男
A000106:6,A000106,潛夫,992,1064,男
A000106:7,A000106,淨覺岳,992,1064,男
A000106:8,A000106,寂靜,992,1064,男
A000106:9,A000106,霅川淨覺,992,1064,男
A000107:1,A000107,仁空,,,男
A000108:1,A000108,仁勇,,,男
A000108:2,A000108,保寧仁勇,,,男
A000108:3,A000108,保寧勇,,,男
A000109:1,A000109,仁海,951,1046,男
A000109:2,A000109,千心,951,1046,男
A000109:3,A000109,小野僧正,951,1046,男
A000109:4,A000109,雨僧正,951,1046,男
A000110:1,A000110,仁潮,,,男
A000110:2,A000110,貝琳仁潮,,,男
A000110:3,A000110,燕山貝琳,,,男
A000110:4,A000110,貝林,,,男
A000110:5,A000110,貝林仁潮,,,男
A000111:1,A000111,今辨,1637,1695,男
A000111:2,A000111,樂說,1637,1695,男
A000111:3,A000111,樂說辯,1637,1695,男
A000111:4,A000111,樂說今辯,1637,1695,男
A000111:5,A000111,海幢今辯,1637,1695,男
A000111:6,A000111,今辯樂說,1637,1695,男
A000112:1,A000112,今釋,1615,1680,男
A000112:2,A000112,今釋澹歸,1615,1680,男
A000112:3,A000112,澹歸今釋,1615,1680,男
A000112:4,A000112,性因,1615,1680,男
A000112:5,A000112,恬因,1615,1680,男
A000112:6,A000112,甘蔗生,1615,1680,男
A000112:7,A000112,茅坪衲僧,1615,1680,男
A000112:8,A000112,借山野衲,1615,1680,男
A000113:1,A000113,介諶,1080,1148,男
A000113:2,A000113,分諶,1080,1148,男
A000113:3,A000113,無示介諶,1080,1148,男
A000113:4,A000113,無示諶,1080,1148,男
A000113:5,A000113,育王諶,1080,1148,男
A000113:6,A000113,育王介諶,1080,1148,男
A000113:7,A000113,無示分諶,1080,1148,男
A000113:8,A000113,育王無示,1080,1148,男
A000113:9,A000113,諶鐵面,1080,1148,男
A000114:1,A000114,元來 ,1576,1630,男
A000114:2,A000114,大艤元來,1576,1630,男
A000114:3,A000114,元來無異,1576,1630,男
A000114:4,A000114,大艤,1576,1630,男
A000114:5,A000114,無異,1576,1630,男
A000114:6,A000114,無異元來 ,1576,1630,男
A000114:7,A000114,博山元來,1576,1630,男
A000114:8,A000114,博山,1576,1630,男
A000114:9,A000114,博山無異,1576,1630,男
A000114:10,A000114,博山來,1576,1630,男
A000115:1,A000115,元奇,,,男
A000115:2,A000115,月川元奇,,,男
A000116:1,A000116,元杲,,,男
A000117:1,A000117,元省,,,男
A000118:1,A000118,元悟,,,男
A000118:2,A000118,螺溪元悟,,,男
A000118:3,A000118,螺谿元悟,,,男
A000119:1,A000119,元海,1093,1156,男
A000120:1,A000120,元浩,,,男
A000121:1,A000121,元偉,,,男
A000121:2,A000121,元瑋,,,男
A000122:1,A000122,元康,602,382,男
A000122:2,A000122,釋元康,602,382,男
A000123:1,A000123,元勗,,,男
A000124:1,A000124,元清,,,男
A000125:1,A000125,元湛,,,男
A000126:1,A000126,元皓,,,男
A000127:1,A000127,元愷,,,男
A000128:1,A000128,元敬,,,男
A000128:2,A000128,節菴,,,男
A000129:1,A000129,元照,1048,1116,男
A000129:2,A000129,湛然,1048,1116,男
A000129:3,A000129,安忍子,1048,1116,男
A000129:4,A000129,靈芝尊者,1048,1116,男
A000129:5,A000129,大智律師,1048,1116,男
A000129:6,A000129,靈芝元照,1048,1116,男
A000129:7,A000129,靈芝照,1048,1116,男
A000129:8,A000129,圓照律師,1048,1116,男
A000130:1,A000130,元瑜,,,男
A000131:1,A000131,元靖,,,男
A000132:1,A000132,元粹,,,男
A000132:2,A000132,古雲,,,男
A000132:3,A000132,古雲粹,,,男
A000132:4,A000132,正悟,,,男
A000133:1,A000133,元樞,,,男
A000134:1,A000134,元復,,,男
A000134:2,A000134,休菴,,,男
A000135:1,A000135,鼓山元賢,1578,1657,男
A000135:2,A000135,永覺,1578,1657,男
A000135:3,A000135,石鼓老人,1578,1657,男
A000135:4,A000135,永覺元賢,1578,1657,男
A000135:5,A000135,永覺老人,1578,1657,男
A000135:6,A000135,荷山野衲,1578,1657,男
A000135:7,A000135,蔡闇修,1578,1657,男
A000135:8,A000135,蔡懋清,1578,1657,男
A000135:9,A000135,元賢,1578,1657,男
A000136:1,A000136,元曉,617,686,男
A000136:2,A000136,원효,617,686,男
A000136:3,A000136,won hyo,617,686,男
A000136:4,A000136,釋元曉,617,686,男
A000136:5,A000136,大聖和靜國師,617,686,男
A000136:6,A000136,誓幢,617,686,男
A000136:7,A000136,新幢,617,686,男
A000136:8,A000136,海東,617,686,男
A000137:1,A000137,元寶,,,男
A000138:1,A000138,允堪,1005,1062,男
A000138:2,A000138,允堪律師,1005,1062,男
A000138:3,A000138,真悟堪,1005,1062,男
A000138:4,A000138,真悟大師,1005,1062,男
A000138:5,A000138,真悟智圓大律師,1005,1062,男
A000138:6,A000138,允堪真悟,1005,1062,男
A000138:7,A000138,台州允堪,1005,1062,男
A000139:1,A000139,清辨,,,男
A000139:2,A000139,Bhāvaviveka,,,男
A000139:3,A000139,Legs-ldan- ḥbyed,,,男
A000139:4,A000139,明辯,,,男
A000139:5,A000139,清辯,,,男
A000139:6,A000139,分別明,,,男
A000139:7,A000139,Bhavya,,,男
A000139:8,A000139,婆毗薜迦,,,男
A000139:9,A000139,婆毘吠伽,,,男
A000139:10,A000139,婆毘薛迦,,,男
A000139:11,A000139,波毘吠伽,,,男
A000140:1,A000140,勿提提羼魚,760,459,男
A000140:2,A000140,勿提提犀魚,760,459,男
A000140:3,A000140,勿提犀魚,760,459,男
A000140:4,A000140,釋勿提提羼魚,760,459,男
A000140:5,A000140,蓮華精進,760,459,男
A000140:6,A000140,三藏苾芻,760,459,男
A000140:7,A000140,三藏苾蒭,760,459,男
A000140:8,A000140,蓮花精進,760,459,男
A000141:1,A000141,及藏主,,,男
A000142:1,A000142,天頙,,,男
A000143:1,A000143,天友,,,男
A000143:2,A000143,天友菩薩,,,男
A000145:1,A000145,天倫楓隱,,,男
A000146:1,A000146,天息災,,1000,男
A000146:2,A000146,法賢,,1000,男
A000146:3,A000146,慧辯,,1000,男
A000146:4,A000146,朝散大夫試鴻臚少卿,,1000,男
A000146:5,A000146,明教大師,,1000,男
A000147:1,A000147,天桂傳尊,,,男
A000148:1,A000148,世親,400,480,男
A000148:2,A000148,Dbyig gnyen,400,480,男
A000148:3,A000148,Vasubandhu,400,480,男
A000148:4,A000148,shiqin,400,480,男
A000148:5,A000148,婆修槃頭,400,480,男
A000148:6,A000148,婆藪槃豆菩薩,400,480,男
A000148:7,A000148,筏蘇槃豆,400,480,男
A000148:8,A000148,筏蘇畔徒,400,480,男
A000148:9,A000148,婆藪槃頭,400,480,男
A000148:10,A000148,天親,400,480,男
A000148:11,A000148,婆修盤頭,400,480,男
A000148:12,A000148,大乘論師婆藪槃豆,400,480,男
A000148:13,A000148,婆藪盤豆,400,480,男
A000149:1,A000149,朱棣,1360,1424,男
A000149:2,A000149,明成祖,1360,1424,男
A000149:3,A000149,明太宗,1360,1424,男
A000149:4,A000149,燕王,1360,1424,男
A000149:5,A000149,明太宗文皇帝,1360,1424,男
A000149:6,A000149,永樂皇帝,1360,1424,男
A000149:7,A000149,文皇帝,1360,1424,男
A000149:8,A000149,長陵,1360,1424,男
A000150:1,A000150,太泉,,,男
A000151:1,A000151,太靖,,,男
A000152:1,A000152,太賢,727,439,男
A000152:2,A000152,青丘沙門,727,439,男
A000152:3,A000152,大賢,727,439,男
A000153:1,A000153,幻敏,1639,1707,男
A000153:2,A000153,竺峰,1639,1707,男
A000153:3,A000153,竺峰幻敏,1639,1707,男
A000153:4,A000153,忠州治平竺峰幻敏,1639,1707,男
A000153:5,A000153,竺峰敏,1639,1707,男
A000154:1,A000154,幻輪,,,男
A000154:2,A000154,大聞,,,男
A000154:3,A000154,遽庵,,,男
A000154:4,A000154,大聞幻輪,,,男
A000155:1,A000155,心亮,,,男
A000156:1,A000156,心泰,1327,1415,男
A000156:2,A000156,岱宗心泰,1327,1415,男
A000156:3,A000156,佛幻,1327,1415,男
A000156:4,A000156,岱宗泰,1327,1415,男
A000157:1,A000157,朱心圓,,,男
A000157:2,A000157,心圓居士,,,男
A000158:1,A000158,心寧,,,男
A000159:1,A000159,心覺,,,男
A000160:1,A000160,支法度,275,326,男
A000161:1,A000161,支施侖,347,230,男
A000161:2,A000161,支施崙,347,230,男
A000163:1,A000163,支婁迦讖,147,246,男
A000163:2,A000163,Lokakṣema,147,246,男
A000163:3,A000163,支讖,147,246,男
A000163:4,A000163,支樓迦讖,147,246,男
A000164:1,A000164,支謙,209,145,男
A000164:2,A000164,謙,209,145,男
A000164:3,A000164,支越,209,145,男
A000164:4,A000164,恭明,209,145,男
A000164:5,A000164,越,209,145,男
A000164:6,A000164,支許,209,145,男
A000165:1,A000165,支曜,160,126,男
A000166:1,A000166,文才,1241,1302,男
A000166:2,A000166,仲華,1241,1302,男
A000166:3,A000166,松堂和尚,1241,1302,男
A000166:4,A000166,真覺國師,1241,1302,男
A000166:5,A000166,釋源宗主,1241,1302,男
A000166:6,A000166,邽國公,1241,1302,男
A000166:7,A000166,松堂老人,1241,1302,男
A000166:8,A000166,真覺圓師,1241,1302,男
A000167:1,A000167,文光,,,男
A000168:1,A000168,文沖,,,男
A000169:1,A000169,文度,,,男
A000170:1,A000170,文軌,,,男
A000171:1,A000171,文郁,,,男
A000172:1,A000172,文玹,,,男
A000173:1,A000173,文朗,,,男
A000174:1,A000174,文益,885,958,男
A000174:2,A000174,淨慧禪師,885,958,男
A000174:3,A000174,大法眼,885,958,男
A000174:4,A000174,法眼文益,885,958,男
A000174:5,A000174,清涼文益,885,958,男
A000174:6,A000174,法眼禪師,885,958,男
A000174:7,A000174,清凉老人,885,958,男
A000174:8,A000174,南山大智藏,885,958,男
A000174:9,A000174,大智藏大導師,885,958,男
A000175:1,A000175,文素,,,男
A000176:1,A000176,文晟,,,男
A000177:1,A000177,文康,,,男
A000177:2,A000177,穆菴,,,男
A000177:3,A000177,穆菴康,,,男
A000177:4,A000177,穆庵文康,,,男
A000178:1,A000178,文琇,1345,1418,男
A000178:2,A000178,南石,1345,1418,男
A000178:3,A000178,南石琇,1345,1418,男
A000178:4,A000178,徑山琇,1345,1418,男
A000178:5,A000178,南石文琇,1345,1418,男
A000178:6,A000178,徑山文琇,1345,1418,男
A000178:7,A000178,徑山南石,1345,1418,男
A000179:1,A000179,文智,,,男
A000180:1,A000180,文琛,,,男
A000181:1,A000181,文斌,,,男
A000182:1,A000182,文愷,,,男
A000183:1,A000183,文煥,,,男
A000184:1,A000184,文暐,,,男
A000185:1,A000185,文衡,,,男
A000186:1,A000186,文謙,,,男
A000187:1,A000187,文寶,,1264,男
A000187:2,A000187,方山寶,,1264,男
A000187:3,A000187,方山文寶,,1264,男
A000187:4,A000187,寶方山,,1264,男
A000187:5,A000187,淨慈方山,,1264,男
A000187:6,A000187,方山,,1264,男
A000187:7,A000187,瑞巖寶,,1264,男
A000188:1,A000188,文藻,,,男
A000188:2,A000188,南洲藻,,,男
A000188:3,A000188,南州藻,,,男
A000189:1,A000189,文闡,,,男
A000190:1,A000190,方澤,,,男
A000190:2,A000190,精嚴方澤,,,男
A000190:3,A000190,東谿方澤,,,男
A000190:4,A000190,東谿澤,,,男
A000190:5,A000190,冬谿方澤,,,男
A000190:6,A000190,冬谿澤,,,男
A000190:7,A000190,雲望,,,男
A000190:8,A000190,無參,,,男
A000190:9,A000190,冬谿,,,男
A000191:1,A000191,方醒,,,男
A000192:1,A000192,日向,,,男
A000193:1,A000193,日新,,,男
A000194:1,A000194,日稱,,1078,男
A000194:2,A000194,宣梵大師,,1078,男
A000194:3,A000194,闡教,,1078,男
A000195:1,A000195,日蓮,1222,1282,男
A000195:2,A000195,蓮長,1222,1282,男
A000195:3,A000195,立正大師,1222,1282,男
A000196:1,A000196,日興,,,男
A000197:1,A000197,月舟宗胡,1618,1696,男
A000197:2,A000197,げっしゅうそうこ,1618,1696,男
A000197:3,A000197,宗胡,1618,1696,男
A000197:4,A000197,月舟,1618,1696,男
A000197:5,A000197,可憩斎,1618,1696,男
A000198:1,A000198,月坡道印,1637,1716,男
A000198:2,A000198,がっぱどういん,1637,1716,男
A000198:3,A000198,Gappa-douin,1637,1716,男
A000198:4,A000198,老臥仏,1637,1716,男
A000199:1,A000199,月婆首那,512,335,男
A000199:2,A000199,Upaśūnya,512,335,男
A000199:3,A000199,高空,512,335,男
A000200:1,A000200,木增,1587,1646,男
A000200:2,A000200,長卿,1587,1646,男
A000200:3,A000200,華岳,1587,1646,男
A000200:4,A000200,生白,1587,1646,男
A000200:5,A000200,阿宅阿寺,1587,1646,男
A000201:1,A000201,平聖臺,,,男
A000201:2,A000201,火蓮居士,,,男
A000202:1,A000202,王子成,,,男
A000202:2,A000202,極樂居士,,,男
A000203:1,A000203,王日休,1105,1173,男
A000203:2,A000203,虛中,1105,1173,男
A000203:3,A000203,龍舒居士,1105,1173,男
A000205:1,A000205,王肯堂,1549,1613,男
A000205:2,A000205,宇泰,1549,1613,男
A000205:3,A000205,損仲,1549,1613,男
A000205:4,A000205,損庵,1549,1613,男
A000205:5,A000205,郁岡齋主,1549,1613,男
A000205:6,A000205,金壇居士,1549,1613,男
A000205:7,A000205,念西居士,1549,1613,男
A000205:8,A000205,死灰居士,1549,1613,男
A000206:1,A000206,王勃,650,676,男
A000206:2,A000206,子安,650,676,男
A000207:1,A000207,王耕心,1846,1909,男
A000207:2,A000207,元澍正定,1846,1909,男
A000207:3,A000207,龍宛居士,1846,1909,男
A000207:4,A000207,王道農,1846,1909,男
A000207:5,A000207,王穆存,1846,1909,男
A000208:1,A000208,王起隆,,,男
A000208:2,A000208,秀水止庵,,,男
A000208:3,A000208,載生居士,,,男
A000208:4,A000208,東海止庵,,,男
A000209:1,A000209,王澤泩,,,男
A000209:2,A000209,歸一居士,,,男
A000209:3,A000209,王巨川,,,男
A000209:4,A000209,巨川一,,,男
A000209:5,A000209,巨川,,,男
A000210:1,A000210,王錫琯,,,男
A000210:2,A000210,王玉叔,,,男
A000210:3,A000210,王友教,,,男
A000211:1,A000211,世友,100,100,男
A000211:2,A000211,Vasumitra,100,100,男
A000211:3,A000211,婆須蜜多,100,100,男
A000211:4,A000211,和須蜜多,100,100,男
A000211:5,A000211,筏蘇蜜呾羅,100,100,男
A000211:6,A000211,伐蘇蜜多羅,100,100,男
A000211:7,A000211,天友,100,100,男
A000211:8,A000211,師子如來,100,100,男
A000211:9,A000211,婆蘇蜜多羅,100,100,男
A000211:10,A000211,和須蜜,100,100,男
A000211:11,A000211,尊者世友,100,100,男
A000212:1,A000212,愛新覺羅胤禛,1678,1735,男
A000212:2,A000212,世宗皇帝,1678,1735,男
A000212:3,A000212,清世宗,1678,1735,男
A000212:4,A000212,胤禛,1678,1735,男
A000212:5,A000212,雍正帝,1678,1735,男
A000212:6,A000212,雍親王,1678,1735,男
A000212:7,A000212,大清世宗憲皇帝,1678,1735,男
A000212:8,A000212,破塵居士,1678,1735,男
A000212:9,A000212,圓明居士,1678,1735,男
A000213:1,A000213,以文,,,男
A000214:1,A000214,應真,745,453,男
A000215:1,A000215,道岸,763,458,男
