c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes
337,3307,1,1243,554,3,2,15,,,,,,,,,38277,11;34,"多个出處:中國古代書院發展史P11,34;宋代書院與宋代學術之關係P312."
338,754,1,,,,,18,18,,,,,,,,9599,12325,
338,3034,1,1119,538,1,2,15,,,,,,,,,38278,323,"多个出處:宋代書院與宋代學術之關係P323;元代書院之地理分佈P385;中國古代的書院制度P51;中國書院制度考略P21."
338,3568,1,1300,625,4,2,18,,,,,,,,,38280,399,"多个出處:元代書院之地理分佈P399;中國書院制度考略."
339,755,2,,,,,,18,,,,,,,,9599,14169,"元代釋法印113221居五臺山文殊寺"
339,756,2,1150,0,0,2,0,20,,,,,,,,27842,209,"Temple ID 138789 Location: 大名縣胡管莊; Founding: 金元以前; Other: 县内名刹"
339,757,2,880,0,0,2,0,20,,,,,,,,27842,210,"Temple ID 138790 Location: 五臺縣靈鷲峰; Founding: 唐法云; Other: 一名文殊院，康熙二十二年拨帑重建，藏经全部给赐"
339,758,2,627,0,0,0,0,20,,,,,,,,27842,210,"Temple ID 138791 Location: 南陽縣東南; Founding: 唐贞观二年"
339,759,2,1145,0,0,2,0,20,,,,,,,,27842,210,"Temple ID 140021 Location: 慶符縣東; Founding: 宋绍兴中"
339,760,2,0,0,0,0,0,20,,,,,,,,27842,210,"Temple ID 140392 Location: 祿勸縣北門外; Other: 明万历中重建"
340,761,1,1331,,,,18,18,,,,,,,,9599,8875,"from L.Walton: Huang Jin 黃溍 (1277-1357) inscription in Wudu wencui xuji ,13.8a-10a"
340,2996,1,1043,523,3,2,15,,,,,,,,,38278,335,
340,3447,1,1269,558,5,0,15,,,,,,,,,38277,10;31,"多个出處:中國古代書院發展史P10,31;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388;中國古代的書院制度P30,50;中國書院制度考略P20."
341,762,1,1346,,,,18,18,,,,,,,,,,"from L.Walton: Zheng Yuanyou 鄭元祐 [1292-1364), 僑吳集 [Yuandai zhenben wenji huikan ed.], 9.352-355; 大明一統志 8.9a; Wudu wencui xuji, 13.10a-20b [1350 inscription by Li Qi 李祁 [1299-?); also in e-SKQS coll wks Yunyang ji 雲陽集; Huang Jin, Wenxian ji [e-SKQS], 3.57-58b"
341,3720,1,1346,636,6,0,18,,,,,,,,,38280,389,"多个出處:元代書院之地理分佈P389;中國古代的書院制度P50;中國書院制度考略P20."
341,3794,1,1197,604,3,2,17,,,,,,,,,38278,326,
342,763,1,1300,,,2,18,18,,,,,,,,,,"from L.Walton: Wu Cheng吳澄, 吳文正集 [e-SKQS ed.], 36.14b-16a; 大明一統志 56.11a; SYXA:supp.92.66a5"
343,764,2,,,,,,18,,,,,,,,9599,14004,"元代釋大訢28415居湖州烏囘寺"
344,765,1,1337,,,,18,18,,,,,,,,,,"from L.Walton: Su Tianjue  蘇天爵 [1294-1352], 滋溪文稿 [Zhonghua ed.], 2.19-22 (Zhonghua ed.); 大明一統志 65.17b"
344,3695,1,1337,635,3,0,18,,,,,,,,,38280,387,
345,766,1,,,,,18,18,,,,,,,,9599,7580,
345,3228,1,1183,621,10,0,59,,,,,,,,,38277,12;35,"多个出處:中國古代書院發展史P12,35;宋代書院與宋代學術之關係P320;元代書院之地理分佈P381;中國古代的書院制度P28."
345,3249,1,1197,604,3,2,17,,,,,,,,,38279,109,
346,767,2,,,,,,18,,,,,,,,9599,14000,"元代釋士璋113060居杭之顯慈集慶教寺"
347,768,1,1279,,,2,15,18,,,,,,,,,,"from L.Walton: Sun, p.68 #6; Henan tongzhi [1735 ed.], 43.40a; Tianxia, 860 [restored in Ming]"
347,2997,1,1043,523,3,2,15,,,,,,,,,38278,335,"多个出處:宋代書院與宋代學術之關係P335;元代書院之地理分佈P407."
348,769,2,,,,,,18,,,,,,,,9599,14161,"元代釋念常113213居嘉興祥符寺"
348,770,2,730,0,0,2,0,20,,,,,,,,27842,107,"Temple ID 139121 Location: 歙縣黃山天都峰; Founding: 唐开元中; Other: 初名大中祥符寺，宋代今名"
348,771,2,0,0,0,0,0,20,,,,,,,,27842,107,"Temple ID 139535 Location: 臨海縣金鰲山; Other: 宋建炎中，高宗驻此"
348,772,2,250,0,0,2,0,20,,,,,,,,27842,107,"Temple ID 139549 Location: 府治西北; Founding: 三国吴郑平"
348,773,2,0,0,0,0,0,20,,,,,,,,27842,107,"Temple ID 140011 Location: 渠縣東; Other: 旧名汧江寺，大中祥符中今名"
348,774,2,800,0,0,2,0,20,,,,,,,,27842,107,"Temple ID 140079 Location: 綿竹縣治北; Founding: 唐代"
349,775,1,,,,,18,18,,,,,,,,9599,4269,
349,3232,1,1181,621,8,2,59,,,,,,,,,38277,12;35,"多个出處:中國古代書院發展史P12,35;宋代書院與宋代學術之關係P306;江西古代書院研究P108,111,225;元代書院之地理分佈P365;中國古代的書院制度P28."
350,776,2,1145,,,,,18,,,,,,,,9599,14285,"元代釋智就113331居杭州仙林寺; Temple ID 139441 Location: 府成安國坊; Founding: 宋绍兴中"
350,777,2,0,0,0,0,0,20,,,,,,,,27842,135,"Temple ID 138227 Location: 州東北; Other: 唐岑参诗"
351,778,1,,,,,18,18,,,,,,,,9599,918,
351,3216,1,1174,544,1,0,15,,,,,,,,,38277,11;35,"多个出處:中國古代書院發展史P11,35;宋代書院與宋代學術之關係P310;江西古代書院研究P112,226;元代書院之地理分佈P371."
352,779,2,,,,,,18,,,,,,,,9599,14380,"元代釋顯示113425居雷峯顯嚴教寺"
353,780,2,,,,,,18,,,,,,,,9599,14013,"元代釋子廣113070居大聖山孝思禪院"
354,781,2,,,,,,18,,,,,,,,9599,14310,"元代釋道暉113355居福州西禪寺"
354,782,2,630,0,0,2,0,20,,,,,,,,27842,125,"Temple ID 139218 Location: 吳縣學前; Founding: 唐，贞观初; Other: 咸通中西禅和尚从南泉而来，因有寺名"
354,783,2,0,0,0,0,0,20,,,,,,,,27842,125,"Temple ID 140013 Location: 南充縣治西; Other: 宋代真如，明代今名"
355,784,1,1294,,,,18,18,,,,,,,,9599,9661,"from L.Walton: Huang Jin 黃溍, Huang Wenxian ji 黃文獻集 [ed.?], 7.52a-54a; Chen Ji 陳基,  夷白齋稿 [SBCK 3 bian], 21.4a-6a; Yang Weizhen 楊維祯 [1296-1370], Dong weizi wenji 東維子文集 [SBCK ed.], 12.88-89; 大明一統志 38.13b; Gong Shitai貢師泰, Wanzhai ji 玩齋集 [e-SKQS ed.], 7.7a-9a; 胡祖廣 inscription;"
355,785,1,1295,,,,18,18,,,,,,,,,,"from L.Walton: Zhang Zhihan 張之翰 [1243-96], Xiyan ji 西巖集 [SKQS: chubian ed.], 16.10b-12b; 大明一統志 9.5a"
355,3063,1,1051,568,2,2,78,,,,,,,,,38278,334,"多个出處:宋代書院與宋代學術之關係P334;中國古代的書院制度P30."
355,3414,1,1279,623,16,2,18,,,,,,,,,38280,372,"多个出處:元代書院之地理分佈P372;中國古代的書院制度P51;中國書院制度考略P21."
355,3744,1,,,,,,,,,,,,,,38280,389,"多个出處:元代書院之地理分佈P389;中國古代的書院制度P52;中國書院制度考略."
356,786,1,1285,,,,18,18,,,,,,,,9599,10848,"from L.Walton: Wang Yishan 王義山, Jiacun leigao 稼村類藁 (SKQS: zb ed.], 8.1a-4b; 大明一統志 57.6a; Sun, p.27 (Jiangxi #44), Jiangxi tongzhi [1881 ed], 81.20a; Wen Tianxiang 文天祥, Wenshan xiansheng quanji 文山先生全集 [Taipei:　World Book Company ed.], 11. 263-265"
357,787,2,,,,,,18,,,,,,,,9599,14305,"元代釋道恢113350居杭州上竺興福寺"
357,788,2,730,0,0,2,0,20,,,,,,,,27842,65,"Temple ID 138290 Location: 邢臺縣城北太平村; Founding: 唐开元中"
357,789,2,65,0,0,2,0,20,,,,,,,,27842,65,"Temple ID 138291 Location: 曲陽縣東; Founding: 汉明帝代"
357,790,2,500,0,0,0,0,20,,,,,,,,27842,65,"Temple ID 138292 Location: 常熟縣破山; Founding: 齐倪德光建立; Other: 一名破小禅寺"
357,791,2,1022,0,0,0,0,20,,,,,,,,27842,65,"Temple ID 138293 Location: 州治崇寧坊; Founding: 宋乾兴一年; Other: 明洪武初广慈、石牛二寺并入"
357,792,2,1650,0,0,0,0,20,,,,,,,,27842,65,"Temple ID 138294 Location: 皈化城南門外; Founding: 顺治七年; Other: 康熙三十一年今名"
357,793,2,630,0,0,2,0,20,,,,,,,,27842,65,"Temple ID 139648 Location: 永豐縣; Founding: 唐贞观初; Other: 明代改为丛林"
357,794,2,1500,0,0,2,0,20,,,,,,,,27842,65,"Temple ID 139833 Location: 鄖縣西; Founding: 明代"
357,795,2,1650,0,0,2,0,20,,,,,,,,27842,65,"Temple ID 139951 Location: 桂東縣界; Founding: 顺治中重建"
357,796,2,0,0,0,0,0,20,,,,,,,,27842,65,"Temple ID 140521 Location: 普安州八部山"
358,797,2,,,,,,18,,,,,,,,9599,14019,"元代釋允清113075居信州玉山興教禪寺"
359,798,2,,,,,,18,,,,,,,,9599,14046,"元代釋世愚113101居廣德石溪興龍禪寺"
360,799,1,1317,,,,18,18,,,,,,,,,,"from L.Walton: Yu Ji 虞集, Daoyuan xuegulu 道園學古錄 [e-SKQS ed.], 7.1a-2b"
360,3172,1,1175,544,2,2,15,,,,,,,,,38282,30,
360,3299,1,1221,610,14,0,17,,,,,,,,,38277,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P337;元代書院之地理分佈P382."
360,3341,1,1246,554,6,2,15,,,,,,,,,38278,323,
361,800,2,,,,,,18,,,,,,,,9599,13971,"元代釋宜113032居天台佛隴山修禪寺"
362,801,1,,,,,18,18,,,,,,,,,,"from L.Walton: Chen Lu 陳旅 [1287-1342], Anyatang wenji 安雅堂文集 [NCL Yuandai zhenben ed.], 8.12b-14a (pp.344-347)"
362,3570,1,1300,625,4,2,18,,,,,,,,,,,
363,802,2,,,,,,18,,,,,,,,9599,14194,"元代釋悅可113245居居西隱寺"
364,803,1,,,,,18,18,,,,,,,,9599,11599,
364,3387,1,1262,557,3,0,15,,,,,,,,,38277,14;36,"多个出處:中國古代書院發展史P14,36;宋代書院與宋代學術之關係P334;中國古代的書院制度P28."
365,804,1,,,,,18,18,,,,,,,,9599,6722,
365,3605,1,1300,625,4,2,18,,,,,,,,,38282,51,"多个出處:中國古代的書院制度P51;中國書院制度考略P21."
366,805,3,,,,,,18,,,,,,,,9599,2352,"元代吳大亨102368居華亭縣玄元道院"
367,806,1,,,,,18,18,,,,,,,,9599,14476,"from L.Walton: Wudu wencui xuji,13.1a-3a [Chen Yizhong, 1228-85 inscription, 1271]; 3a-5a (Qing Hu Zuanzong inscription])"
367,3833,1,1269,558,5,0,15,,,,,,,,,38277,10;31,"多个出處:中國古代書院發展史P10,31;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388;中國古代的書院制度P30,50;中國書院制度考略P20."
368,807,2,,,,,,18,,,,,,,,9599,14007,"元代釋大證113065居四明雪竇寺"
368,808,2,,,,,,18,,,,,,,,9599,14188,"元代釋炳同113239居鄞之雪竇寺"
369,809,1,,,,,18,18,,,,,,,,9599,7026,"from L.Walton: Ho Yu-sen, 408 [Qing yitongzhi ref.]; Inscription by  Xiao Ju 蕭?? (1241-1318) [YR III.1971-2], Qinzhai ji 勤齋集 [e-SKQS ed.], 1.15a-16b"
370,810,1,,,,,18,18,,,,,,,,9599,5384,
371,811,1,1347,,,,18,18,,,,,,,,,,"from L.Walton: Xu Youren, Guitang xiaogao [e-SKQS], 6.4a-10b"
371,3572,1,1300,625,4,2,18,,,,,,,,,,,
372,812,1,,,,,18,18,,,,,,,,9599,13864,
372,3058,1,1042,523,2,2,15,,,,,,,,,38278,305,"多个出處:宋代書院與宋代學術之關係P305;江西古代書院研究P226;元代書院之地理分佈P367."
373,813,2,,,,,,18,,,,,,,,9599,14037,"元代釋文信113092居耀州延昌寺"
373,814,2,930,0,0,2,0,20,,,,,,,,27842,16,"Temple ID 138679 Location: 開州小濮州; Founding: 后唐; Other: 旧名法空寺,至元三十八年重修"
374,815,1,,,,,18,18,,,,,,,,,,"from L.Walton: 大明一統志 56.11a"
374,3616,1,1292,623,29,0,18,,,,,,,,,38279,219,"多个出處:江西古代書院研究P219;元代書院之地理分佈P366;中國古代的書院制度P51;中國書院制度考略P21."
375,816,2,,,,,,18,,,,,,,,9599,14305,"元代釋道恢113350居松江延慶寺"
375,817,2,,,,,,18,,,,,,,,9599,14249,"元代釋善良113295居四明之延慶寺"
375,818,2,685,0,0,2,0,20,,,,,,,,27842,15,"Temple ID 138677 Location: 濟源縣西北; Founding: 唐垂拱初; Other: 明一统志有记载"
375,819,2,0,0,0,0,0,20,,,,,,,,27842,15,"Temple ID 138678 Location: 褒城縣東南; Other: 唐贞观中赐额"
375,820,2,350,0,0,2,0,20,,,,,,,,27842,16,"Temple ID 139568 Location: 南昌縣順化門; Founding: 晋代; Other: 唐咸通中重建,顺治中复新"
376,821,2,,,,,,18,,,,,,,,9599,14021,"元代釋元旭113077居四明延壽寺"
376,822,2,640,0,0,2,0,20,,,,,,,,27842,16,"Temple ID 138674 Location: 州西; Founding: 唐太宗时; Other: 明洪武中修"
376,823,2,0,0,0,0,0,20,,,,,,,,27842,16,"Temple ID 138675 Location: 皈化城西北; Other: 唐熙二十九年今名"
376,824,2,1347,0,0,0,0,20,,,,,,,,27842,16,"Temple ID 138676 Location: 靈寶縣朱陽裏; Founding: 元至正六年; Other: 有鱼塘(窟)"
376,825,2,525,0,0,2,0,20,,,,,,,,27842,16,"Temple ID 139477 Location: 德清縣敢村; Founding: 梁天监中; Other: 唐太中初年今名，顺治十五年重建"
377,826,1,,,,,18,18,,,,,,,,,,"from L.Walton: Huang Jin, Wenxian ji [e-SKQS], 3.57b-58b: ""Public Report in Response to Zhedong Surveillance Commissioner's Request to Establish Yelu Wenzheng gong Academy"""
378,827,1,,,,,18,18,,,,,,,,9599,17813,
378,3642,1,1317,628,4,2,18,,,,,,,,,38280,406,
379,828,1,,,,,18,18,,,,,,,,,,"from L.Walton: Xu Zi, 83-4; Zheng Yuanyou, Qiaowu ji, 9.10b-12a"
379,3579,1,1300,625,4,2,18,,,,,,,,,,,
380,829,1,,,,,18,18,,,,,,,,,,"from L.Walton: Ningbo fu jianyao zhi, 2.3b"
380,3580,1,1300,625,4,2,18,,,,,,,,,38280,375,
381,830,1,,,,,18,18,,,,,,,,,,"from L.Walton: Tang Yuan 唐元, Yunxuan ji 筠軒集 [e-SKQS], 12.1a-b"
382,831,2,,,,,,18,,,,,,,,9599,14181,"元代釋法聞113232居長安義善寺"
383,832,1,1281,,,,18,18,,,,,,,,9599,7133,"from L.Walton: Zhizheng, 8.12b; Yanyou, 14.38-a-b"
384,833,2,,,,,,18,,,,,,,,9599,14308,"元代釋道望113353居崑山永懷報德寺"
385,834,1,,,,,18,18,,,,,,,,9599,18861,
385,3345,1,1246,554,6,2,15,,,,,,,,,38277,11;34,"多个出處:中國古代書院發展史P11,34;宋代書院與宋代學術之關係P315;元代書院之地理分佈P376."
386,835,2,,,,,,18,,,,,,,,9599,18859,"元代茅氏33451居居大都永明 尼寺"
387,836,2,,,,,,18,,,,,,,,9599,14085,"元代釋如山113140居湧泉寺"
388,837,2,,,,,,18,,,,,,,,9599,14223,"元代釋梵琦113271居海鹽永祚寺"
389,838,2,,,,,,18,,,,,,,,9599,14035,"元代釋文才113090居五臺山祐國寺"
390,839,1,,,,,18,18,,,,,,,,9599,11080,
391,840,2,,,,,,18,,,,,,,,9599,14344,"元代釋慧日113389居海寧圓覺寺"
391,841,2,1158,0,0,0,0,20,,,,,,,,27842,14,"Temple ID 138375 Location: 渾源州; Founding: 金正隆三年"
391,842,2,1330,0,0,2,0,20,,,,,,,,27842,14,"Temple ID 138376 Location: 固始縣南馬塘裏; Founding: 元大顺中"
391,843,2,618,0,0,2,0,20,,,,,,,,27842,14,"Temple ID 138377 Location: 澄城縣東南; Founding: 唐初; Other: 顺治中重修"
392,844,2,,,,,,18,,,,,,,,9599,14291,"元代釋雄辯113337居雲南玉案山寺"
393,845,2,,,,,,18,,,,,,,,9599,14216,"元代釋崇裕113266居廬山圓通寺"
393,846,2,0,0,0,0,0,20,,,,,,,,27842,14,"Temple ID 138378 Location: 鐵嶺縣城西北隅; Other: 有明代的碑"
393,847,2,850,0,0,2,0,20,,,,,,,,27842,14,"Temple ID 139556 Location: 桐廬縣西; Founding: 唐会昌中"
393,848,2,350,0,0,2,0,20,,,,,,,,27842,14,"Temple ID 139879 Location: 巴陵縣東; Founding: 晋代"
393,849,2,1300,0,0,2,0,20,,,,,,,,27842,15,"Temple ID 140282 Location: 祿豐縣東; Founding: 元代"
393,850,2,0,0,0,0,0,20,,,,,,,,27842,15,"Temple ID 140310 Location: 河西縣普應山"
393,851,2,0,0,0,0,0,20,,,,,,,,27842,15,"Temple ID 140420 Location: 府城南"
393,852,2,0,0,0,0,0,20,,,,,,,,27842,15,"Temple ID 140430 Location: 黃平州西"
394,853,1,,,,,18,18,,,,,,,,9599,34,
394,3416,1,1279,623,16,2,18,,,,,,,,,38280,386,"多个出處:元代書院之地理分佈P386;中國古代的書院制度P51;中國書院制度考略P21."
395,854,2,,,,,,18,,,,,,,,9599,13978,"元代釋益113038居奉化岳林寺"
395,855,2,550,0,0,2,0,20,,,,,,,,27842,32,"Temple ID 139489 Location: 奉化縣東北; Founding: 梁大同中; Other: 康熙十二年重建"
396,856,1,,,,,18,18,,,,,,,,9599,7586,"from L.Walton: Wu Cheng, Wu wenzheng gong ji [1756 ed], 20.17b-19a"
396,3039,1,976,508,1,0,15,,,,,,,,,38277,5;35,"多个出處:中國古代書院發展史P5,35;宋代書院與宋代學術之關係P322;元代書院之地理分佈P386."
396,3049,1,1000,513,3,2,15,,,,,,,,,38278,335,
397,857,1,1290,,,,18,18,,,,,,,,9599,2328,"from L.Walton: Huang Jin 黃溍[1277-1357], Jinhua Huang xueshi wenji 金華黃學士文集 [SBCK ed.],14.5a-6a; Jinhua fuzhi [Taibei: Xuesheng shuju, 1965 rpt of1528 woodblck ed], 24.24a-b; SYXA:supp. 85.65a3"
397,3885,0,0,0,0,0,0,,,,,,,,,0,,
398,858,2,,,,,,18,,,,,,,,9599,14236,"元代釋祥邁113283居興平府道者山雲峯寺"
399,859,2,,,,,,18,,,,,,,,9599,14121,"元代釋行興113175居雲 居庵"
400,860,1,1329,,,,18,18,,,,,,,,,,"from L.Walton: Yu Ji 虞集, Yuan Shujun Yu wenjing gong Daoyuan xuegu lu 元蜀郡虞文靖公道園學古錄 [Taibei: Huawen 華文1911 photofacsimile ed.], 8.3b-6a; Fujian tongzhi [1835 ed], 65.29b; 大明一統志 78.5a; Kuang Kui inscription, Guangze xianzhi [Kangxi], 8.3b-5a [Beijing: Xianzhuang shuju, 2001]"
400,2966,1,1119,538,1,2,15,,,,,,,,,38278,320,"多个出處:宋代書院與宋代學術之關係P320;元代書院之地理分佈P379."
401,861,1,,,,,18,18,,,,,,,,9599,8754,"from L.Walton: SYXA 64.6a; 64.17b"
402,862,2,,,,,,18,,,,,,,,9599,14348,"元代釋慧珍113393居當陽玉泉山寺"
403,863,2,,,,,,18,,,,,,,,9599,14088,"元代釋如珙113143居育王廣利禪寺"
404,864,1,1350,,,2,18,18,,,,,,,,,,"from L.Walton: SYXA 86.1b-2a"
405,865,2,,,,,,18,,,,,,,,9599,14067,"元代釋正珪113122居宛陵章教寺"
406,866,1,,,,,18,18,,,,,,,,,,"from L.Walton: Tianxia, p.569-571; Yu Ji 虞集, Yuan Shujun Yu wenjing gong Daoyuan xuegu lu [1911 Taipei  Huawen ed.], 29.7b-9a"
406,3408,1,1279,622,5,2,18,,,,,,,,,38279,219,"多个出處:江西古代書院研究P219;元代書院之地理分佈P371."
407,867,1,,,,,18,18,,,,,,,,,,"from L.Walton: Xu Mingshan, Fang'gu ji [e-SKQS], xia, 30b-31b"
408,868,1,,,,,18,18,,,,,,,,,,"from L.Walton: Fujian tongzhi, 65.21a; Tianxia, 961; 大明一統志 76.9a"
409,869,2,,,,,,18,,,,,,,,9599,14374,"元代釋覺岸113419居松江余山昭慶寺"
409,870,2,940,0,0,2,0,20,,,,,,,,27842,101,"Temple ID 139434 Location: 錢塘縣西湖上; Founding: 吴越; Other: 有戒坛"
410,871,1,1315,,,-1,18,18,,,,,,,,,,"from L.Walton: Wu Cheng 吳澄, Caolu Wu wenzhenggong quanji 草廬吳文正公集 [1756 printed ed.], 20.19b-21b; 大明一統志 57.6a; Tianxia, 557"
410,3409,1,1279,623,16,2,18,,,,,,,,,38279,221,"多个出處:江西古代書院研究P221;元代書院之地理分佈P370."
411,872,1,,,,,18,18,,,,,,,,9599,13184,
412,873,2,,,,,,18,,,,,,,,9599,14052,"元代釋可授113107居"
412,874,2,350,0,0,2,0,20,,,,,,,,27842,109,"Temple ID 139438 Location: 海寧州菩提山; Founding: 晋干室舍宅; Other: 宇治平初今名"
412,875,2,800,0,0,2,0,20,,,,,,,,27842,109,"Temple ID 139465 Location: 秀水縣南; Founding: 唐代"
412,876,2,340,0,0,2,0,20,,,,,,,,27842,109,"Temple ID 139597 Location: 弋陽縣東; Founding: 晋咸康中"
412,877,2,1100,0,0,2,0,20,,,,,,,,27842,109,"Temple ID 139666 Location: 府治東南; Founding: 宋代; Other: 一名大愚寺（大愚叟吕祖俭曾寓此）康熙五年重建"
413,878,1,1343,,,,18,18,,,,,,,,9599,4134,"from L.Walton: 大明一統志 49.10a; Ouyang Xuan inscription"
413,3714,1,1343,636,3,0,18,,,,,,,,,38279,223,"多个出處:江西古代書院研究P223;元代書院之地理分佈P364;中國古代的書院制度P51;中國書院制度考略P21."
414,879,2,,,,,,18,,,,,,,,9599,14334,"元代釋德林113379居上海柘澤寺"
415,880,2,,,,,,18,,,,,,,,9599,14318,"元代釋福報113363居四明智門寺"
416,881,2,,,,,,18,,,,,,,,9599,14096,"元代釋守衜113151居治平寺"
416,882,2,503,0,0,0,0,20,,,,,,,,27842,158,"Temple ID 138926 Location: 上方山下; Founding: 梁天监二年法镜; Other: 旧名楞伽，宋治平一年今名"
416,883,2,0,0,0,0,0,20,,,,,,,,27842,158,"Temple ID 138927 Location: 澄城縣東北; Other: 隋代避暑宫"
416,884,2,800,0,0,2,0,20,,,,,,,,27842,159,"Temple ID 139445 Location: 昌化縣治西; Founding: 唐代"
416,885,2,1065,0,0,2,0,20,,,,,,,,27842,159,"Temple ID 139993 Location: 巴且治西; Founding: 宋治平中; Other: 康熙五年重修"
416,886,2,800,0,0,2,0,20,,,,,,,,27842,159,"Temple ID 140086 Location: 州樂; Founding: 唐代; Other: 初名龙昌，宋代今名，康熙五年重修"
416,887,2,1064,0,0,0,0,20,,,,,,,,27842,159,"Temple ID 140216 Location: 潮陽縣南; Founding: 宋治平一年"
417,888,2,,,,,,18,,,,,,,,9599,14321,"元代釋福演113366居上都至元寺"
418,889,2,,,,,,18,,,,,,,,9599,14266,"元代釋普仁113312居智者禪寺"
419,890,2,,,,,,18,,,,,,,,9599,14102,"元代釋自閒113157居金華智者寺; Temple ID 139541 Location: 金華縣西北; Other: 梁智者道场，金华第一刹"
419,891,2,,,,,,18,,,,,,,,9599,14309,"元代釋道勤113354居智者寺"
420,892,1,,,,,18,18,,,,,,,,,,"from L.Walton: Wang Xu 王旭 [YR I.84], Lanxuan ji 蘭軒集 [SKCS:zb ed.], 12.8a-9b; also inscription on Zhonghe Hall, 12.11a-12a [e-SKQS ed.]"
420,3622,1,1302,625,6,2,18,,,,,,,,,38280,401,
421,893,1,1333,,,1,18,18,,,,,,,,9599,8408,"from L.Walton: YR II.1289"
421,3684,1,1331,633,2,2,18,,,,,,,,,38279,222,
422,894,1,1294,,,,18,18,,,,,,,,9599,18861,"from L.Walton: Cheng Jufu 程鉅夫, Xuelou ji 雪楼集 [Yuandai zhenben 1960 Nat'l Central Library ed.], 12.8a-9b"
422,3590,1,1300,625,4,2,18,,,,,,,,,,,
422,3792,1,1208,549,1,2,15,,,,,,,,,38278,323,
423,895,2,,,,,,18,,,,,,,,9599,14119,"元代釋行端113173居湖州資福寺"
423,896,2,1120,0,0,2,0,20,,,,,,,,27842,91,"Temple ID 139243 Location: 懷柔縣紅螺山; Founding: 金星纪初; Other: 明正统中重修，别名真明寺"
423,897,2,582,0,0,0,0,20,,,,,,,,27842,91,"Temple ID 139244 Location: 汾陽縣南郭; Founding: 隋开皇二年"
423,898,2,1010,0,0,2,0,20,,,,,,,,27842,91,"Temple ID 139245 Location: 府城東南; Founding: 宋大中祥符中"
