c_inst_name_code,c_inst_name_hz,c_inst_name_py
1474,"釋迦牟尼佛廟","Shijiamouni Fomiao"
1475,"重光寺","Chongguan Si"
1476,"重興寺","Chongxing Si"
1477,"金佛寺","Jinfo Si"
1478,"金剛寺","Jingang Si"
1479,"金塔寺","Jinta Si"
1480,"金山寺","Jinshan Si"
1481,"金峰寺","Jinfeng Si"
1482,"金川寺","Jinchuan Si"
1483,"金河寺","Jinhe Si"
1484,"金泉寺","Jinquan Si"
1485,"金燈寺","Jindeng Si"
1486,"金牛寺","Jinniu Si"
1487,"金粟寺","Jinsu Si"
1488,"金粟庵","Jinsu Si"
1489,"金胜寺","Jinsheng Si"
1490,"金花寺","Jinhua Si"
1491,"金華寺","Jinhua Si"
1492,"金蘭寺","Jinlan Si"
1493,"金輪寺","Jinlun Si"
1494,"金閣寺","Jinge Si"
1495,"金靈寺","Jinling Si"
1496,"金鳴寺","Jinming Si"
1497,"金龍寺","Jinlong Si"
1498,"銀山寺","Yinshan Si"
1499,"銅山寺","Tongshan Si"
1500,"鎮江寺","Zhenjiang Si"
1501,"鎮海寺","Zhenhai Si"
1502,"鐘山寺","Zhongshan Si"
1503,"鐘鼓寺","Zhonggu Si"
1504,"鐵佛寺","Tiefo Si"
1505,"鐵塔寺","Tieta Si"
1506,"鐵幡寺","Tiefan Si"
1507,"鐵瓦寺","Tiewa si"
1508,"鑒山寺","Jianshan Si"
1509,"長安寺","Chang'an Si"
1510,"長寧寺","Changning Si"
1511,"長提寺","Changti Si"
1512,"長春寺","Changchun Si"
1513,"長松庵","Changsong An"
1514,"長椿寺","Changchun Si"
1515,"長樂寺","Changle Si"
1516,"長沙寺","Changsha Si"
1517,"長興寺","Changxing Si"
1518,"開仁寺","Kairen Si"
1519,"開元淨慧寺","Kaiyuanjinghui Si"
1520,"開元禪寺","Kaiyuanchan Si"
1521,"開利寺","Kaili Si"
1522,"開化寺","Kaihua Si"
1523,"開善寺","Kaishan Si"
1524,"開明寺","Kaiming Si"
1525,"開法寺","Kaifa Si"
1526,"開福寺","Kaifu Si"
1527,"開花寺","Kaihua Si"
1528,"開院禪林","Kaiyuanchan Si"
1529,"闡宗寺","Chanzong Si"
1530,"闡禪寺","Chanchan Si"
1531,"阿育王寺","Ayuwang Si"
1532,"阿里諸廟","Alizhu Miao"
1533,"陟屺寺","Zhiqi Si"
1534,"陽台寺","Yangtai Si"
1535,"陽寶山寺","Yangbaoshan Si"
1536,"隆平寺","Longping Si"
1537,"隆慶寺","Longqing Si"
1538,"隆教寺","Longjiao Si"
1539,"隆福寺","Longfu Si"
1540,"隆胜寺","Longsheng Si"
1541,"隆興寺","Longxing Si"
1542,"隆長寺","Longchang Si"
1543,"隱山寺",YinshanSi
1544,"雁峰寺","Yanfeng Si"
1545,"雍熙寺","Yongxi Si"
1546,"雙井寺","Shuangjing Si"
1547,"雙岭崇胜院","Shuanglingchongsheng Yuan"
1548,"雙峰寺","Shuangfeng Si"
1549,"雙松寺","Shuangsong Si"
1550,"雙林寺","Shuangling Si"
1551,"雙泉寺","Shuangquan Si"
1552,"雙田寺","Shuangtian Si"
1553,"雙竹院","Shuangzhu Yuan"
1554,"雙蓮寺","Shuanglain Si"
1555,"雜花庵","Zahua An"
1556,"雞鳴寺","Jiming Si"
1557,"雨化寺","Yuhua Si"
1558,"雪寶寺","Xuebao Si"
1559,"雪峰寺","Xuefeng Si"
1560,"雲中寺","Yunzhong Si"
1561,"雲寺","Yun Si"
1562,"雲封寺","Yunfeng Si"
1563,"雲居寺","Yunju Si"
1564,"雲居聖水寺","Yunjushengshui Si"
1565,"雲山寺","Yunshan Si"
1566,"雲岩寺","Yunyan Si"
1567,"雲峰寺","Yunfeng Si"
1568,"雲川寺","Yunchuan Si"
1569,"雲林寺","Yunlin Si"
1570,"雲栖寺","Yunqi Si"
1571,"雲泉寺","Yunquan Si"
1572,"雲淨寺","Yunjing Si"
1573,"雲溪寺","Yunxi Si"
1574,"雲罩寺","Yunzhao Si"
1575,"雲翔寺","Yunxiang Si"
1576,"雲蓋寺","Yungai Si"
1577,"雲門寺","Yunmen Si"
1578,"雲際寺","Yunji Si"
1579,"雲隱庵","Yunyin An"
1580,"雲集寺","Yunji Si"
1581,"雷牙寺","Leiya Si"
1582,"雷震寺","Leizhen Si"
1583,"雷音寺","Leiyin Si"
1584,"露岩寺","Luyan Si"
1585,"靈光寺","Lingguang Si"
1586,"靈古寺","Linggu Si"
1587,"靈台寺","Lingtai Si"
1588,"靈山寺","Lingshan Si"
1589,"靈山開善寺","Lingshankaishan Si"
1590,"靈岩寺","Lingyan Si"
1591,"靈岩廣化寺","Lingyanguanghua Si"
1592,"靈峰寺","Lingfeng Si"
1593,"靈峰院","Lingfeng Yuan"
1594,"靈應寺","Lingying Si"
1595,"靈泉寺","Lingquan Si"
1596,"靈源寺","Lingyuan Si"
1597,"靈溪寺","Lingxi Si"
1598,"靈照寺","Lingzhao Si"
1599,"靈石寺","Lingshi Si"
1600,"靈耀寺","Lingyao Si"
1601,"靈芝寺","Lingzhi Si"
1602,"靈谷寺","Linggu Si"
1603,"靈雨寺","Lingyu Si"
1604,"靈鷲寺","Lingjiu Si"
1605,"青原淨居寺","Qingyuanjingju Si"
1606,"青溪寺","Qingxi Si"
1607,"青蓮寺","Qinglian Si"
1608,"靖興寺","Jingxing Si"
1609,"靜妙寺","Jingmiao Si"
1610,"靜居寺","Jingju Si"
1611,"靜智寺","Jingzhi Si"
1612,"靜胜寺","Jingsheng Si"
1613,"韜光庵","Taoguang An"
1614,"頂嚴廣福院","Dingyanguangfu Yuan"
1615,"頭陀寺","Toutuo Si"
1616,"顯慶寺","Xianqing Si"
1617,"顯應寺","Xianying Si"
1618,"飛山寺","Feishan Si"
1619,"飛英寺","Feiying Si"
1620,"飛赴寺","Feifu Si"
1621,"餘慶寺","Yuqing Si"
1622,"饒益寺","Raoyi Si"
1623,"香台寺","Xiangtai Si"
1624,"香嚴寺","Xiangyan Si"
1625,"香城寺","Xiangcheng Si"
1626,"香山寺","Xiangshan Si"
1627,"香山院","Xiangshan Yuan"
1628,"香岩寺","Xiangyan Si"
1629,"香峪寺","Xiangyu Si"
1630,"香明寺","Xiangming Si"
1631,"香林寺","Xianglin Si"
1632,"香泉寺","Xiangquan Si"
1633,"香爐庵","Xianglu An"
1634,"香界寺","Xiangjie Si"
1635,"香積寺","Xiangji Si"
1636,"香華寺","Xianghua Si"
1637,"香蓋寺","Xianggai Si"
1638,"香阜寺","Xiangfu Si"
1639,"香雲寺","Xiangyun Si"
1640,"馬柵寺","Mashan Si"
1641,"馬祖禪寺","Mazu Chansi"
1642,"馬覺寺","Majue Si"
1643,"騰雲寺","Tengyun Si"
1644,"高旻寺","Gaomin Si"
1645,"高明寺","Gaoming Si"
1646,"高陀山塔","Gaotuoshan Ta"
1647,"高陵寺","Gaoling Si"
1648,"高飛寺","Gaofei Si"
1649,"鳳凰寺","Fenghuang Si"
1650,"鳳林寺","Fenglin Si"
1651,"鳳池寺","Fengchi Si"
1652,"鳳翔寺","Fengxiang Si"
1653,"鵝湖寺","Ehu Si"
1654,"鷲峰寺","Jiufeng Si"
1655,"鷲雲寺","Jiuyun Si"
1656,"鸚鵡寺","Yingwu Si"
1657,"鹿苑寺","Luyuan Si"
1658,"黃岡寺","Huanggang Si"
1659,"黃蘖寺","Huangnie Si"
1660,"黃龍寺","Huanglong Si"
1661,"黯淡寺","Andan Si"
1662,"齊山寺","Qishan Si"
1663,"齊興寺","Qixing Si"
1664,"齊覺寺","Qijue Si"
1665,"龍光寺","Longguang Si"
1666,"龍安寺","Longan Si"
1667,"龍居寺","Longju Si"
1668,"龍山寺","Longshan Si"
1669,"龍山院","Longshan Yuan"
1670,"龍岩寺","Longyan Si"
1671,"龍巢寺","Longchao Si"
1672,"龍德寺","Longde Si"
1673,"龍會寺","Longhui Si"
1674,"龍泉禪寺","Longquanchan Si"
1675,"龍泉院","Longquan Yuan"
1676,"龍湖岩院","Longhuyan Yuan"
1677,"龍潭寺","Longtan Si"
1678,"龍牙寺","Longya Si"
1679,"龍王寺","Longwang Si"
1680,"龍皈寺","Longgui Si"
1681,"龍窟寺","Longku Si"
1682,"龍興岩庵","Longxingyan An"
1683,"龍興庵","Longxing An"
1684,"龍華教寺","Longhuajiao Si"
1685,"龍蓋寺","Longgai Si"
1686,"龍藏寺","Longzang Si"
1687,"龍頭寺","Longtou Si"
1688,"龍馬寺","Longma Si"
1689,"龍鳳寺","Longfeng Si"
1690,"龍鳴寺","Longming Si"
1691,"龜山寺","Guishan Si"
1692,"龜鏡寺","Guijing Si"
1693,"三塔寺","Santa Si"
1694,"三學寺","Sanxue Si"
1695,"三山寺","Sanshan si"
1696,"三山庵","Sanshan An"
1697,"三峙寺","Sanzhi Si"
1698,"三惠寺","Sanhui Si"
1699,"三教寺","Sanjiao Si"
1700,"三明寺","Sanming Si"
1701,"三會寺","Sanhui Si"
1702,"三角寺","Sanjiao Si"
1703,"上乘寺","Shangcheng Si"
1704,"上國清寺","Shangguoqing Si"
1705,"上大林寺","Shangdalin Si"
1706,"上封寺","Shangfeng Si"
1707,"上成化寺","Shangchenghua Si"
1708,"上方寺","Shangfang Si"
1709,"上泉寺","Shangquan Si"
1710,"上貴寺","Shanggui Si"
1711,"上鐘山寺","Shangzhongshan Si"
1712,"上雲集寺","Shangyunji Si"
1713,"上龍山寺","Shanglongshan Si"
1714,"下生寺","Xiasheng Si"
1715,"下鐘山寺","Xiazhongshan Si"
1716,"不二寺","Buer Si"
1717,"丙靈寺","Bingling Si"
1718,"中嚴寺","Zhongyan Si"
1719,"中天塔","Zhongtian Ta"
1720,"中山寺","Zhongshan Si"
1721,"中峰寺","Zhongfeng Si"
1722,"中禪寺","Zhongchan Si"
1723,"中華寺","Zhonghua Si"
1724,"中華山寺","Zhonghuashan Si"
1725,"丰嚴寺","Fengyan Si"
1726,"丰岩寺","Fengyan Si"
1727,"丰登寺","Fengdeng Si"
1728,"丰穩寺","Fengwen Si"
1729,"丹霞寺","Daxia Si"
1730,"九子寺","Jiuzi Si"
1731,"九鼎寺","Jiuding Si"
1732,"九龍庵","Jiulong An"
1733,"乾明寺","Qianming Si"
1734,"乾興寺","Qianxing Si"
1735,"乾陽寺","Qianyang Si"
1736,"二水寺","Er'shui Si"
1737,"二祖寺","Er'zu Si"
1738,"二聖寺","Ersheng Si"
1739,"仁壽寺","Renshou Si"
1740,"仙游寺","Xianyou Si"
1741,"仙靈寺","Xianling Si"
1742,"仞門庵","Renmen An"
1743,"仰天寺","Yangtian Si"
1744,"伊克招廟","Yikerao Miao"
1745,"伏慮寺","Fulu Si"
1746,"住罡寺","Zhugang Si"
1747,"佑國寺","Youguo Si"
1748,"佑安寺","You'an Si"
1749,"佑清寺","Youqing Si"
1750,"佑濟寺","Youji Si"
1751,"佑聖教寺","Youshengjiao Si"
1752,"佑順寺","Youshun Si"
1753,"佛光寺","Fuguang Si"
1754,"佛宮寺","Fugong Si"
1755,"佛山寺","Fushan Si"
1756,"佛慧寺","Fuhui Si"
1757,"佛日寺","Furi Si"
1758,"佛燈寺","Fodeng Si"
1759,"佛窟寺","Foku Si"
1760,"佛興寺","Fuxing Si"
1761,"佛跡岭寺","Fojiling Si"
1762,"佛閣寺","Foge Si"
1763,"佛陀寺","Futuo Si"
1764,"侔雲寺","Mouyun Si"
1765,"保唐寺","Baotang Si"
1766,"保安寺","Baoan Si"
1767,"修覺寺","Xiujue Si"
1768,"偏涼寺","Pianliang Si"
1769,"偏角寺","Pianjiao Si"
1770,"傳慶寺","Chuanqing Si"
1771,"元化寺","Yuehua Si"
1772,"元封寺","Yuanfeng Si"
1773,"元符寺","Yuanfu Si"
1774,"元通寺","Yuantong Si"
1775,"光國寺","Guangguo Si"
1776,"光孝寺","Guangxiao Si"
1777,"光宅寺","Guangzhai Si"
1778,"光明寺","Guangming Si"
1779,"光業寺","Guangye si"
1780,"光武寺","Guangwu Si"
1781,"光相寺","Guangxiang Si"
1782,"光福寺","Guangfu Si"
1783,"光運寺","Guangyun Si"
1784,"兜率寺","Doushuai Si"
1785,"八聖寺","Basheng Si"
1786,"八龍寺","Balong Si"
1787,"六度寺","Liudu Si"
1788,"六祖院","Liuzu yuan"
1789,"冶山寺","Yeshan Si"
1790,"冶父寺","Yefu Si"
1791,"准提庵","Zhunti An"
1792,"*山書院","* Shan Shu Yuan "
1793,"*渾書院","* Hun Shu Yuan "
1794,"一貫書院","Yi Guan Shu Yuan "
1795,"三沙書堂書院","San Sha Shu Tang Shu Yuan "
1796,"三沙書院","San Sha Shu Yuan "
1797,"三洲書院","San Zhou Shu Yuan "
1798,"三賢書院","San Xian Shu Yuan "
1799,"丞相書院","Cheng Xiang Shu Yuan "
1800,"中天書院","Zhong Tian Shu Yuan "
1801,"中山學塾","Zhong Shan Xue Shu "
1802,"中庸書院","Zhong Yong Shu Yuan "
1803,"中村書院","Zhong Cun Shu Yuan "
1804,"中溪書院","Zhong Xi Shu Yuan "
1805,"丹梯書院","Dan Ti Shu Yuan "
1806,"丹詔書院","Dan Zhao Shu Yuan "
1807,"久大堂","Jiu Da Tang "
1808,"九峯書院","Jiu Feng Shu Yuan "
1809,"九日山書院","Jiu Ri Shan Shu Yuan "
1810,"九江書院","Jiu Jiang Shu Yuan "
1811,"九溪書院","Jiu Xi Shu Yuan "
1812,"九疑山書院","Jiu Yi Shan Shu Yuan "
1813,"九龍書院","Jiu Long Shu Yuan "
1814,"了齋書院","Le Zhai Shu Yuan "
1815,"二良書院","Er Liang Shu Yuan "
1816,"五呂書院","Wu Lv Shu Yuan "
1817,"五峯書院","Wu Feng Shu Yuan "
1818,"五峰書院","Wu Feng Shu Yuan "
1819,"五溪書院","Wu Xi Shu Yuan "
1820,"五經講堂","Wu Jing Jiang Tang "
1821,"五雲書院","Wu Yun Shu Yuan "
1822,"交川書院","Jiao Chuan Shu Yuan "
1823,"仁山書院","Ren Shan Shu Yuan "
1824,"仙巖書院","Xian Yan Shu Yuan "
1825,"仙棠書院","Xian Tang Shu Yuan "
1826,"伏生書院","Fu Sheng Shu Yuan "
1827,"作新書院","Zuo Xin Shu Yuan "
1828,"來清書院","Lai Qing Shu Yuan "
1829,"侍郎山書院","Shi Lang Shan Shu Yuan "
1830,"依綠書院","Yi Lv Shu Yuan "
1831,"侯林書院","Hou Lin Shu Yuan "
1832,"保訓書院","Bao Xun Shu Yuan "
1833,"修文書院","Xiu Wen Shu Yuan "
1834,"修江書院","Xiu Jiang Shu Yuan "
1835,"傳氏書院","Chuan Shi Shu Yuan "
1836,"儒林書院","Ru Lin Shu Yuan "
1837,"儒林義塾","Ru Lin Yi Shu "
1838,"元公書院","Yuan Gong Shu Yuan "
1839,"元功書院","Yuan Gong Shu Yuan "
1840,"光祿書院","Guang Lu Shu Yuan "
1841,"克齋書院","Ke Zhai Shu Yuan "
1842,"八桂書院","Ba Gui Shu Yuan "
1843,"八華書院","Ba Hua Shu Yuan "
1844,"公安書院","Gong An Shu Yuan "
1845,"六一書院","Liu Yi Shu Yuan "
1846,"六經講堂","Liu Jing Jiang Tang "
1847,"冠山書院","Guan Shan Shu Yuan "
1848,"冠豸書院","Guan Zhi Shu Yuan "
1849,"初山書院","Chu Shan Shu Yuan "
1850,"勾漏書院","Gou Lou Shu Yuan "
1851,"勿齋書院","Wu Zhai Shu Yuan "
1852,"北園書院","Bei Yuan Shu Yuan "
1853,"北巖書院","Bei Yan Shu Yuan "
1854,"北麓書院","Bei Lu Shu Yuan "
1855,"匡山書院","Kuang Shan Shu Yuan "
1856,"南台書院","Nan Tai Shu Yuan "
1857,"南園書舍","Nan Yuan Shu She "
1858,"南園書院","Nan Yuan Shu Yuan "
1859,"南塘書院","Nan Tang Shu Yuan "
1860,"南山書院","Nan Shan Shu Yuan "
1861,"南薰書院","Nan Xun Shu Yuan "
1862,"南谷書院","Nan Gu Shu Yuan "
1863,"南門書院","Nan Men Shu Yuan "
1864,"南隱書院","Nan Yin Shu Yuan "
1865,"博山書院","Bo Shan Shu Yuan "
1866,"卜山書院","Bu Shan Shu Yuan "
1867,"原道書院","Yuan Dao Shu Yuan "
1868,"去非學舍","Qu Fei Xue She "
1869,"友教書院","You Jiao Shu Yuan "
1870,"友陶書院","You Tao Shu Yuan "
1871,"古岡書院","Gu Gang Shu Yuan "
1872,"古梅書院","Gu Mei Shu Yuan "
1873,"同人書院","Tong Ren Shu Yuan "
1874,"同文書院","Tong Wen Shu Yuan "
1875,"君子堂","Jun Zi Tang "
1876,"吟軒書院","Yin Xuan Shu Yuan "
1877,"吟陽書院","Yin Yang Shu Yuan "
1878,"周程書院","Zhou Cheng Shu Yuan "
1879,"和樂書院","He Le Shu Yuan "
1880,"咏澤書院","Yong Ze Shu Yuan "
1881,"商山書院","Shang Shan Shu Yuan "
1882,"問津書院","Wen Jin Shu Yuan "
1883,"喬岡書院","Qiao Gang Shu Yuan "
1884,"嘉嶺書院","Jia Ling Shu Yuan "
1885,"四勿齋書院","Si Wu Zhai Shu Yuan "
1886,"四湖書院","Si Hu Shu Yuan "
1887,"四賢書院","Si Xian Shu Yuan "
1888,"四關書院","Si Wan Shu Yuan "
1889,"回浦書院","Hui Pu Shu Yuan "
1890,"團湖書院","Tuan Hu Shu Yuan "
1891,"城南書社","Cheng Nan Shu She "
1892,"墨池書院","Mo Chi Shu Yuan "
1893,"壁里書院","Bi Li Shu Yuan "
1894,"夏仙書院","Xia Xian Shu Yuan "
1895,"大本堂","Da Ben Tang "
1896,"天岳書院","Tian Yue Shu Yuan "
1897,"太傳書院","Tai Chuan Shu Yuan "
1898,"太元書院","Tai Yuan Shu Yuan "
1899,"太常書院","Tai Chang Shu Yuan "
1900,"夾漈書院","Jia Ji Shu Yuan "
1901,"始置書院","Shi Zhi Shu Yuan "
1902,"子思書院","Zi Si Shu Yuan "
1903,"子男書院","Zi Nan Shu Yuan "
1904,"孔山書院","Kong Shan Shu Yuan "
1905,"孔林書院","Kong Lin Shu Yuan "
1906,"孔齋書院","Kong Zhai Shu Yuan "
1907,"孤山書院","Gu Shan Shu Yuan "
1908,"孫氏書院","Sun Shi Shu Yuan "
1909,"學殖書院","Xue Zhi Shu Yuan "
1910,"安仁書院","An Ren Shu Yuan "
1911,"安洲書院","An Zhou Shu Yuan "
1912,"安田義塾","An Tian Yi Shu "
1913,"安賢書院","An Xian Shu Yuan "
1914,"宏文書院","Hong Wen Shu Yuan "
1915,"宏齋書院","Hong Zhai Shu Yuan "
1916,"宗聖書院","Zong Sheng Shu Yuan "
1917,"定菴書院","Ding Yan Shu Yuan "
1918,"寅賓書院","Yin Bin Shu Yuan "
1919,"寒泉精舍","Han Quan Jing She "
1920,"寶山書院","Bao Shan Shu Yuan "
1921,"寶林書院","Bao Lin Shu Yuan "
1922,"封龍書院","Feng Long Shu Yuan "
1923,"尊拙書院","Zun Zhuo Shu Yuan "
1924,"尊韓書院","Zun Han Shu Yuan "
1925,"小山叢竹書院","Xiao Shan Cong Zhu Shu Yuan "
1926,"少微書院","Shao Wei Shu Yuan "
1927,"少陵書院","Shao Ling Shu Yuan "
1928,"居善書院","Ju Shan Shu Yuan "
1929,"履齋書院","Lv Zhai Shu Yuan "
1930,"山堂書院","Shan Tang Shu Yuan "
1931,"山松書院","Shan Song Shu Yuan "
1932,"山谷書院","Shan Gu Shu Yuan "
1933,"山陰書院","Shan Yin Shu Yuan "
1934,"岐陽書院","Qi Yang Shu Yuan "
1935,"岑山書院","Cen Shan Shu Yuan "
1936,"岩峰書院","Yan Feng Shu Yuan "
1937,"岳陽書院","Yue Yang Shu Yuan "
1938,"峨峰書院","E Feng Shu Yuan "
1939,"崇仁書院","Chong Ren Shu Yuan "
1940,"崇寧書院","Chong Ning Shu Yuan "
1941,"崇桂書院","Chong Gui Shu Yuan "
1942,"崇正書院","Chong Zheng Shu Yuan "
1943,"崧山書院","Song Shan Shu Yuan "
1944,"嵩洛書院","Song Luo Shu Yuan "
1945,"嵩陽書院","Song Yang Shu Yuan "
1946,"嶅峰書院","Ao Feng Shu Yuan "
1947,"巽峰書院","Xun Feng Shu Yuan "
1948,"巽崖書院","Xun Ya Shu Yuan "
1949,"帶湖書院","Dai Hu Shu Yuan "
1950,"庵山書院","An Shan Shu Yuan "
1951,"廌山書院","Zhi Shan Shu Yuan "
1952,"廣德書院","Guang De Shu Yuan "
1953,"延山書院","Yan Shan Shu Yuan "
1954,"延平書院","Yan Ping Shu Yuan "
1955,"弦歌書院","Xian Ge Shu Yuan "
1956,"張九宗書院","Zhang Jiu Zong Shu Yuan "
1957,"張栻書院","Zhang Shi Shu Yuan "
1958,"張留書院","Zhang Liu Shu Yuan "
1959,"彭侯書院","Peng Hou Shu Yuan "
1960,"徐孺子書院","Xu Ru Zi Shu Yuan "
1961,"徐氏書院","Xu Shi Shu Yuan "
1962,"得全書院","De Quan Shu Yuan "
1963,"御書院","Yu Shu Yuan "
1964,"德城書院","De Cheng Shu Yuan "
1965,"心極書院","Xin Ji Shu Yuan "
1966,"心遠書院","Xin Yuan Shu Yuan "
1967,"心齋書院","Xin Zhai Shu Yuan "
1968,"志學精舍","Zhi Xue Jing She "
1969,"志歐書院","Zhi Ou Shu Yuan "
1970,"忠孝書院","Zhong Xiao Shu Yuan "
1971,"忠定書院","Zhong Ding Shu Yuan "
1972,"忠宣書院","Zhong Xuan Shu Yuan "
1973,"思本堂","Si Ben Tang "
1974,"思聖書院","Si Sheng Shu Yuan "
1975,"思賢書院","Si Xian Shu Yuan "
1976,"怡思書院","Yi Si Shu Yuan "
1977,"性善書院","Xing Shan Shu Yuan "
1978,"息齋書院","Xi Zhai Shu Yuan "
1979,"悟陽精舍","Wu Yang Jing She "
1980,"慈竹書院","Ci Zhu Shu Yuan "
1981,"應天山精舍書院","Ying Tian Shan Jing She Shu Yuan "
1982,"應天書院","Ying Tian Shu Yuan "
1983,"應雷書院","Ying Lei Shu Yuan "
1984,"懷玉書院","Huai Yu Shu Yuan "
1985,"成岡書院","Cheng Gang Shu Yuan "
1986,"承澤書院","Cheng Ze Shu Yuan "
1987,"披雲堂","Pi Yun Tang "
1988,"拙齋書院","Zhuo Zhai Shu Yuan "
1989,"招賢書院","Zhao Xian Shu Yuan "
1990,"採石書院","Cai Shi Shu Yuan "
1991,"擢桂書院","Zhuo Gui Shu Yuan "
1992,"敬一書院","Jing Yi Shu Yuan "
1993,"敷山書院","Fu Shan Shu Yuan "
1994,"文儒書院","Wen Ru Shu Yuan "
1995,"文公書院","Wen Gong Shu Yuan "
1996,"文宗書院","Wen Zong Shu Yuan "
1997,"文定公書院","Wen Ding Gong Shu Yuan "
1998,"文山書院","Wen Shan Shu Yuan "
1999,"文峰書院","Wen Feng Shu Yuan "
2000,"文忠書院","Wen Zhong Shu Yuan "
2001,"文昌書院","Wen Chang Shu Yuan "
2002,"文明書院","Wen Ming Shu Yuan "
2003,"文林書院","Wen Lin Shu Yuan "
2004,"文溪書院","Wen Xi Shu Yuan "
2005,"文獻書院","Wen Xian Shu Yuan "
2006,"文翁書院","Wen Weng Shu Yuan "
2007,"文貞書院","Wen Zhen Shu Yuan "
2008,"斛峰書院","Hu Feng Shu Yuan "
2009,"斛峰精舍書院","Hu Feng Jing She Shu Yuan "
2010,"新溪書院","Xin Xi Shu Yuan "
2011,"新田書院","Xin Tian Shu Yuan "
2012,"方塘書院","Fang Tang Shu Yuan "
2013,"昂溪書院","Ang Xi Shu Yuan "
2014,"明新堂","Ming Xin Tang "
2015,"明誠書院","Ming Cheng Shu Yuan "
2016,"明道南軒書院","Ming Dao Nan Xuan Shu Yuan "
2017,"星巖書院","Xing Yan Shu Yuan "
2018,"星溪書院","Xing Xi Shu Yuan "
2019,"春江書院","Chun Jiang Shu Yuan "
2020,"昭文書院","Zhao Wen Shu Yuan "
2021,"晉山書院","Jin Shan Shu Yuan "
2022,"晉階書院","Jin Jie Shu Yuan "
2023,"晦庵書院","Hui An Shu Yuan "
2024,"晦翁書院","Hui Weng Shu Yuan "
2025,"景宣書院","Jing Xuan Shu Yuan "
2026,"景溪書院","Jing Xi Shu Yuan "
2027,"暖泉書院","Nuan Quan Shu Yuan "
2028,"曲江書院","Qu Jiang Shu Yuan "
2029,"書源書院","Shu Yuan Shu Yuan "
2030,"曹公書院","Cao Gong Shu Yuan "
2031,"曾子書院","Ceng Zi Shu Yuan "
2032,"曾潭講堂","Ceng Tan Jiang Tang "
2033,"曾若川義學","Ceng Ruo Chuan Yi Xue "
2034,"會文書院","Hui Wen Shu Yuan "
2035,"會邱書院","Hui Qiu Shu Yuan "
2036,"會齋書院","Hui Zhai Shu Yuan "
2037,"月林書院","Yue Lin Shu Yuan "
2038,"月波書院","Yue Bo Shu Yuan "
2039,"望洛書院","Wang Luo Shu Yuan "
2040,"望高書院","Wang Gao Shu Yuan "
2041,"本心書院","Ben Xin Shu Yuan "
2042,"朱壩書院","Zhu Ba Shu Yuan "
2043,"李源書院","Li Yuan Shu Yuan "
2044,"李白書院","Li Bai Shu Yuan "
2045,"李秀才書院","Li Xiu Cai Shu Yuan "
2046,"杏隖書院","Xing Wu Shu Yuan "
2047,"杜陵書院","Du Ling Shu Yuan "
2048,"東山書院","Dong Shan Shu Yuan "
2049,"東明書院","Dong Ming Shu Yuan "
2050,"東林書院","Dong Lin Shu Yuan "
2051,"東洲書院","Dong Zhou Shu Yuan "
2052,"東湖書堂","Dong Hu Shu Tang "
2053,"東湖精舍","Dong Hu Jing She "
2054,"東臺書院","Dong Tai Shu Yuan "
2055,"東萊書院","Dong Lai Shu Yuan "
2056,"東觀書院","Dong Guan Shu Yuan "
2057,"東軒書院","Dong Xuan Shu Yuan "
2058,"東館書院","Dong Guan Shu Yuan "
2059,"東齋書院","Dong Zhai Shu Yuan "
2060,"松岡書室","Song Gang Shu Shi "
2061,"松峰書院","Song Feng Shu Yuan "
2062,"松明書院","Song Ming Shu Yuan "
2063,"松溪書院","Song Xi Shu Yuan "
2064,"松風書院","Song Feng Shu Yuan "
2065,"枅櫚書院","Ji Lv Shu Yuan "
2066,"林公書院","Lin Gong Shu Yuan "
2067,"林泉書院","Lin Quan Shu Yuan "
2068,"果山書院","Guo Shan Shu Yuan "
2069,"柘山書院","Zhe Shan Shu Yuan "
2070,"柳堂書院","Liu Tang Shu Yuan "
2071,"柳山書院","Liu Shan Shu Yuan "
2072,"柳湖書院","Liu Hu Shu Yuan "
2073,"柳溝書院","Liu Gou Shu Yuan "
2074,"柳溪書院","Liu Xi Shu Yuan "
2075,"柳芳書院","Liu Fang Shu Yuan "
2076,"柵頭書院","Zha Tou Shu Yuan "
2077,"桂山書院","Gui Shan Shu Yuan "
2078,"桂巖書院","Gui Yan Shu Yuan "
2079,"桐原書院","Tong Yuan Shu Yuan "
2080,"桐墩書院","Tong Dun Shu Yuan "
2081,"桐岭書院","Tong Ling Shu Yuan "
2082,"桐源書院","Tong Yuan Shu Yuan "
2083,"梅溪書院","Mei Xi Shu Yuan "
2084,"梅花書屋","Mei Hua Shu Wu "
2085,"梅邊精舍","Mei Bian Jing She "
2086,"梅隱書院","Mei Yin Shu Yuan "
2087,"梅雪堂","Mei Xue Tang "
2088,"梓翁書院","Zi Weng Shu Yuan "
2089,"梧桐書院","Wu Tong Shu Yuan "
2090,"極江書院","Ji Jiang Shu Yuan "
2091,"槐堂書院","Huai Tang Shu Yuan "
2092,"槐堂精舍","Huai Tang Jing She "
2093,"槐溪書院","Huai Xi Shu Yuan "
2094,"槐蔭精舍","Huai Yin Jing She "
2095,"樂善書院","Le Shan Shu Yuan "
2096,"樂群書院","Le Qun Shu Yuan "
2097,"樂道書院","Le Dao Shu Yuan "
2098,"樊川書院","Fan Chuan Shu Yuan "
2099,"樓氏精舍","Lou Shi Jing She "
