c_inst_name_code,c_inst_name_hz,c_inst_name_py
727,"崇教寺","Chongjiao Si"
728,"崇明寺","Chongming Si"
729,"崇果寺","Chongguo Si"
730,"崇法寺","Chongfa Si"
731,"崇皇寺","Chonghuang Si"
732,"崇福瑜珈寺","Chongfuyujia Si"
733,"崇聖寺","Chongsheng Si"
734,"崇胜寺","Chongsheng Si"
735,"崇興寺","Chongxing Si"
736,"崇隆寺","Chonglong Si"
737,"崛崛寺","Juejue Si"
738,"嵩嶽寺","Songyue Si"
739,"嵩祝寺","Songzhu Si"
740,"川主寺","Chuanzhu Si"
741,"川雲寺","Chuanyun Si"
742,"左龍寺","Zuolong Si"
743,"巴漢招廟","Bahanzhao Miao"
744,"布達拉廟","Budala Miao"
745,"布雷峰廟","Buleifeng Miao"
746,"常樂寺","Changle Si"
747,"平南寺","Pingnan Si"
748,"平西庵","Pingxi Si"
749,"幽居寺","Youju Si"
750,"幽犧寺","Youxi Si"
751,"幽靜寺","Youjing Si"
752,"庄嚴寺","Zhuangyan Si"
753,"廣仁寺","Guangren Si"
754,"廣佑寺","Guangyou Si"
755,"廣佛寺","Guangfo Si"
756,"廣固寺","Guanggu Si"
757,"廣壽寺","Guangshou Si"
758,"廣安寺","Guang'an Si"
759,"廣宗寺","Guangzong Si"
760,"廣德寺","Guangde Si"
761,"廣恩寺","Guang'en Si"
762,"廣惠寺","Guanghui Si"
763,"廣慈寺","Guangci Si"
764,"廣慶寺","Guangqing Si"
765,"廣教寺","Guangjiao Si"
766,"廣法寺","Guangfa Si"
767,"廣濟寺","Guangji Si"
768,"廣濟院","Guangji Yuan"
769,"廣福寺","Guangfu Si"
770,"廣聖寺","Guangsheng Si"
771,"廣胜寺","Guangsheng Si"
772,"廣通寺","Guangtong Si"
773,"延唐寺","Yantang Si"
774,"延恩寺","Yan'en Si"
775,"延祥寺","Yanxiang Si"
776,"延福寺","Yanfu Si"
777,"建初寺","Jianchu Si"
778,"建善寺","Jianshan Si"
779,"建安寺","Jian'an Si"
780,"建福寺","Jianfu Si"
781,"弘仁寺","Hongren Si"
782,"弘恩寺","Hong'en Si"
783,"弘法寺","Hongfa Si"
784,"彌勒寺","Mile Si"
785,"彌陀寺","Mituo Si"
786,"御題寺","Yuti Si"
787,"徵賢寺","Zhengxian Si"
788,"德壽寺","Deshou Si"
789,"忠孝寺","Zhongxiao Si"
790,"思益寺","Siyi Si"
791,"恩佑寺","Enyou Shi"
792,"悟法寺","Wufa Si"
793,"悲庄寺","Beizhuang Si"
794,"惠因寺","Huiyin Si"
795,"惠安寺","Hui'an Si"
796,"惠感寺","Huigan Si"
797,"惠海寺","Huihai Si"
798,"惠照寺","Huizhao Si"
799,"惠雲寺","Huiyun Si"
800,"愛敬寺","Aijing Si"
801,"感化寺","Ganhua Si"
802,"感通寺","Gantong Si"
803,"慈仁寺","Ciren Si"
804,"慈修寺","Cixiu Si"
805,"慈化寺","Cihua Si"
806,"慈善寺","Cishan Si"
807,"慈壽寺","Cishou Si"
808,"慈德寺","Cide Si"
809,"慈恩寺","Ci'en Si"
810,"慈慧寺","Cihui Si"
811,"慈應寺","Ciying Si"
812,"慈朗寺","Cilang Si"
813,"慈氏寺","Cishi Si"
814,"慈濟寺","Ciji Si"
815,"慈獻寺","Cixian Si"
816,"慈禪寺","Cichan Si"
817,"慈聖禪寺","Cisheng Chansi"
818,"慈育院","Ciyu Yuan"
819,"慈航寺","Cihang Si"
820,"慈音寺","Ciyin Si"
821,"慧力寺","Huili Si"
822,"慧居寺","Huiju Si"
823,"慧徹寺","Huiche Si"
824,"慧明寺","Huiming Si"
825,"慧炬寺","Huiju Si"
826,"慧福寺","Huifu Si"
827,"慧聚寺","Huiju Si"
828,"慧辨寺","Huibian Si"
829,"慶善寺","Qingshan Si"
830,"慶安寺","Qing'an Si"
831,"慶成寺","Qingcheng Si"
832,"慶苑寺","Qingyuan Si"
833,"慶雲寺","Qingyun Si"
834,"應城寺","Yingcheng Si"
835,"應天寺","Yingtian Si"
836,"應天禪寺","Yitian Chansi"
837,"應聖寺","Yingsheng Si"
838,"懸空寺","Xuankong Si"
839,"戒壇寺","Jietan Si"
840,"戒珠寺","Jiezhu Si"
841,"承天能仁寺","Chengtiannengren Si"
842,"承禧寺","Chengxi Si"
843,"拈花寺","Nianhua Si"
844,"拉里廟","Laili Miao"
845,"招德寺","Zhaode Si"
846,"招提寺","Zhaoti Si"
847,"招隱寺","Zhaoyin Si"
848,"指林寺","Zhilin Si"
849,"摩訶庵","Moke An"
850,"支提寺","Zhiti Si"
851,"支硎寺","Zhixing Si"
852,"放光寺","Fangguang Si"
853,"敦煌寺","Dunhuang Si"
854,"文塔寺","Wenta Si"
855,"文明寺","Wenming Si"
856,"文珠寺","Wenzhu Si"
857,"新安寺","Xin'an Si"
858,"新渡寺","Xindu Si"
859,"新羅寺","Xinluo Si"
860,"新開寺","Xinkai Si"
861,"方廣寺","Fangguang Si"
862,"旃林寺","Zhanlin Si"
863,"旃檀寺","Zhantan Si"
864,"旌善院","Jingshan Yuan"
865,"旌忠寺","Jingzhong Si"
866,"昆山塔院",Kunshantayuan
867,"昌國寺","Changguo Si"
868,"明光寺","Mingguang Si"
869,"明因寺","Mingyin Si"
870,"明心院","Mingxin Yuan"
871,"明教寺","Mingjiao Si"
872,"明教禪院","Mingjiao Chanyuan"
873,"明水寺","Mingshui Si"
874,"明蘭寺","Minglan Si"
875,"明行寺","Mingxing Si"
876,"明覺寺","Mingjue Si"
877,"明院寺","Mingyuan Si"
878,"星龕岩寺","Xingkanyan Si"
879,"昭仁寺","Zhaoren si"
880,"昭光寺","Zhaoguang Si"
881,"昭化寺","Zhaohua Si"
882,"昭患院","Zhaohuan Yuan"
883,"昭明寺","Zhaoming Si"
884,"昭聖寺","Zhaosheng Si"
885,"昭覺寺","Zhaojue Si"
886,"普佑寺","Puyou Si"
887,"普光寺","Puguang Si"
888,"普勸寺","Puquan Si"
889,"普化寺","Puhua Si"
890,"普和寺","Puhe Si"
891,"普因寺","Puyin Si"
892,"普恩寺","Puen Si"
893,"普惠寺","Puhui Si"
894,"普慈寺","Puci Si"
895,"普慧寺","Puhui Si"
896,"普應寺","Puying Si"
897,"普救寺","Pujiu Si"
898,"普樂寺","Pule Si"
899,"普洞寺","Pudong Si"
900,"普清禪寺","Puqing Chansi"
901,"普濟庵","Puji An"
902,"普胜寺","Pusheng Si"
903,"普覺寺","Pujue Si"
904,"普觀寺","Puguan Si"
905,"普賢寺","Puxian Si"
906,"普門寺","Pumen Si"
907,"普陀宗乘廟","Putuozongcheng Miao"
908,"普陀寺","Putuo Si"
909,"普雲寺","Puyun Si"
910,"普靜寺","Pujing Si"
911,"景佑寺","Jingyou Si"
912,"景慧寺","Jinghui Si"
913,"景星寺","Jingxing Si"
914,"景淨寺","Jingjing Si"
915,"智慶寺","Zhiqiang Si"
916,"智林寺","Zhilin Si"
917,"智果寺","Zhiguo Si"
918,"智珠寺","Zhizhu Si"
919,"智矩寺","Zhiju Si"
920,"曉峰寺","Xiaofeng Si"
921,"曉真寺","Xiaozhen Si"
922,"書堂寺","Shutang Yuan"
923,"曹光寺","Caoguang Si"
924,"曹溪寺","Caoxi Si"
925,"曾國寺","Zengguo Si"
926,"會善寺","Huizhe Si"
927,"會胜寺","Huisheng Si"
928,"月宮寺","Yuegong Si"
929,"月山寺","Yueshan Si"
930,"月潭寺","Yuetan Si"
931,"月燈寺","Yuedeng Si"
932,"月珠寺","Yuezhu Si"
933,"望合寺","Wanghe Si"
934,"望海寺","Wanghai Si"
935,"朝陽寺","Chaoyang Si"
936,"木佛寺","Mufo Si"
937,"木蘭寺","Mulan Si"
938,"未鳳寺","Weifeng Si"
939,"本覺寺","Benjue Si"
940,"札什倫布廟","Zhashilunbu Miao"
941,"朱明寺","Zhuming Si"
942,"東塔寺","Dongta Si"
943,"東寺","Dong Si"
944,"東小湖寺","Dongxiaohu Si"
945,"東山寺","Dongshan Si"
946,"東山祥符寺","Dongshanxiangfu Si"
947,"東明庵","Dongming An"
948,"東昏寺","Donghun Si"
949,"東會寺","Donghui Si"
950,"東林寺","Donglin Si"
951,"東泉寺","Dongquan Si"
952,"東溪寺","Dongxi Si"
953,"東禪寺","Dongchan Si"
954,"東竺寺","Dongzhu Si"
955,"東華庵","Donghua An"
956,"東陵寺","Dongling Si"
957,"松隱寺","Songyin Si"
958,"林泉禪寺","Linquanchan Si"
959,"柏塔寺","Bota Si"
960,"柏山寺","Boshan Si"
961,"柏林寺","Bolin Si"
962,"柏泉寺","Boquan Si"
963,"栟櫚寺","Binglu Si"
964,"梅庵","Mei An"
965,"梅林寺","Meilin Si"
966,"梨花庵","Lihua An"
967,"梵天寺","Fantian Si"
968,"梵安寺","Fan'an Si"
969,"梵宗寺","Fanzong Si"
970,"梵行寺","Fanxing Si"
971,"梵覺寺","Fanjue Sil"
972,"梵雲寺","Fanyun Si"
973,"梵香寺","Fanxiang Si"
974,"棲嚴寺","Qiyan Si"
975,"棲心寺","Qixin Si"
976,"棲林寺","Qilin Si"
977,"棲禪寺","Qichan Si"
978,"棲賢寺","Qixian Si"
979,"棲雲寺","Qiyun Si"
980,"棲霞寺","Qixia Si"
981,"楞岩寺","Lenyan Si"
982,"極果寺","Jiguo Si"
983,"樓煩寺","Loufan Si"
984,"標楞寺","Biaoleng Si"
985,"樵隱庵","Qiaoyin An"
986,"橫龍寺","Henglong Si"
987,"橿木庵","Jiangmu Si"
988,"欽山寺","Qishan Si"
989,"正峰寺","Zhengfeng Si"
990,"正法寺","Zhengfa Si"
991,"正續寺","Zhengxu Si"
992,"正覺寺","Zhengjue Si"
993,"正識寺","Zhengshi Si"
994,"殊像寺","Shuxiang Si"
995,"殊胜寺","Shusheng Si"
996,"毗廬閣","Pilu Ge"
997,"水井寺","Shuijing Si"
998,"水府寺","Shuifu Si"
999,"水月寺","Shuiyue Si"
1000,"水月庵","Shuiyue An"
1001,"水月院","Shuiyue Yuan"
1002,"永丰寺","Yongfeng Si"
1003,"永佑寺","Yongyou Si"
1004,"永利寺","Yongli Si"
1005,"永壽寺","Yongshou Si"
1006,"永安寺","Yongan Si"
1007,"永定寺","Yongding Si"
1008,"永寧寺","Yongning Si"
1009,"永平寺","Yongping Si"
1010,"永慕寺","Yongyou Si"
1011,"永慶寺","Yongqing Si"
1012,"永樂寺","Yongle Si"
1013,"永泰寺","Yongtai Si"
1014,"永洪寺","Yonghong Si"
1015,"永清寺","Yongqing Si"
1016,"永濟寺","Yongji Si"
1017,"永福寺","Yongfu Si"
1018,"永興寺","Yongxing Si"
1019,"汎山寺","Fanshan Si"
1020,"江天寺","Jiangtian Si"
1021,"江頭寺","Jiangtou Si"
1022,"沙嚴寺","Shayan Si"
1023,"沙家寺","Shajia Si"
1024,"河沙寺","Hesha Si"
1025,"沸水寺","Feishui Si"
1026,"泐潭寺","Letan Si"
1027,"法寶寺","Fabao Si"
1028,"法忍寺","Faren Sil"
1029,"法性寺","Faxing Si"
1030,"法慶寺","Faqing Si"
1031,"法明寺","Faming Si"
1032,"法會寺","Fahui Si"
1033,"法林寺","Falin Si"
1034,"法果寺","Faguo Si"
1035,"法水寺","Fashui Si"
1036,"法海寺","Fahai Si"
1037,"法淨寺","Fajing Si"
1038,"法源寺","Fayuan Si"
1039,"法濟寺","Faji Si"
1040,"法照寺","Fazhao Sil"
1041,"法王寺","Fawang Si"
1042,"法界寺","Fajie Si"
1043,"法相寺","Faxiang Si"
1044,"法華寺","Fahua Si"
1045,"法藏寺","Fazang Si"
1046,"法螺寺","Faluo Si"
1047,"法輪寺","Falun Si"
1048,"法門寺","Famen Si"
1049,"法隆寺","Falong Si"
1050,"法雨寺","Fayu Si"
1051,"法雲寺","Fayun Si"
1052,"法雷寺","Falei Si"
1053,"泗州寺","Sizhou Si"
1054,"泰寧寺","Taining Si"
1055,"洞山寺","Dongshan Si"
1056,"洪光寺","Hongguang Si"
1057,"洪山寺","Hongshan Si"
1058,"洪崖寺","Hongya Si"
1059,"洪濟寺","Hongji Si"
1060,"洪音寺","Hongyin Si"
1061,"浦峰寺","Pufeng Si"
1062,"海光寺","Haiguang Si"
1063,"海寧寺","Haining Si"
1064,"海慧院","Haihui Si"
1065,"海昭寺","Haizhao Si"
1066,"海會寺","Haihui Si"
1067,"海朝寺","Haizhao Si"
1068,"海源寺","Haiyuan Si"
1069,"海潮寺","Haichao Si"
1070,"涌泉寺","Yongquan Si"
1071,"涌泉院","Yongquan Si"
1072,"涌金寺","Yongjing Si"
1073,"涼馬寺","Liangma Si"
1074,"淨因寺","Jingyin Si"
1075,"淨慧寺","Jinghui Si"
1076,"淨戒寺","Jingjie Si"
1077,"淨照寺","Jingzhao Si"
1078,"淨眾寺","Jingzhong Si"
1079,"淨行院","Jingxing Yuan"
1080,"淨覺寺","Jingjue Si"
1081,"淨覺院","Jingjue Yuan"
1082,"淯溪寺","Yuxi Si"
1083,"淳熙寺","Chunxi Si"
1084,"清安寺","Qing'an Si"
1085,"清峰寺","Qingfeng Si"
1086,"清戒寺","Qingjie Si"
1087,"清明寺","Qingming Si"
1088,"清梵寺","Qingfan Si"
1089,"清河寺","Qinghe Si"
1090,"清泉寺","Qingquan Si"
1091,"清泉庵","Qingquan An"
1092,"清源寺","Qingyuan Si"
1093,"清漣寺","Qinglian Si"
1094,"清行寺","Qingxing Si"
1095,"清遠寺","Qingyuan Si"
1096,"渭源寺","Weiyuan Si"
1097,"湖光庵","Huguang An"
1098,"湘宮寺","Xianggong Si"
1099,"湘山寺","Xiangshan Si"
1100,"湛盧庵","Zhanlu Si"
1101,"湛真寺","Zhanzhen Si"
1102,"溥仁寺","Puren Si"
1103,"溥善寺","Pushan Si"
1104,"漁仙寺","Yuxian Si"
1105,"漆泉寺","Qiquan Si"
1106,"演教寺","Yanjiao Si"
1107,"演法寺","Yanfa Si"
1108,"潛台寺","Qiantai Si"
1109,"潛山寺","Qianshan Si"
1110,"潤國寺","Yunguo Si"
1111,"潮遠庵","Chaoyuan An"
1112,"潮音寺","Chaoyin Si"
1113,"潮鳴寺","Chaoming Si"
1114,"瀘源寺","Luyuan Si"
1115,"瀴源寺","Yingyuan Si"
1116,"灄口寺","Shekou Si"
1117,"烏石寺","Wushi Si"
1118,"烏龍寺","Wulong Si"
1119,"無夏寺","Wuxia Si"
1120,"無為寺","Wuwei Si"
1121,"無礙寺","Wuai Si"
1122,"無等院","Wudeng Yuan"
1123,"無量寺","Wuliang Si"
1124,"熙寧寺","Xining Si"
1125,"燃燈寺","Randeng Si"
1126,"牛頭寺","Niutou Si"
1127,"獅子庵","Shizi An"
1128,"獅子林","Shizi Lin"
1129,"獅山寺","Shishan Si"
1130,"獨樂寺","Dule Si"
1131,"玉兔寺","Yutu Si"
1132,"玉台寺","Yutai Si"
1133,"玉林寺","Yulin Si"
1134,"玉泉寺","Yuquan Si"
1135,"玉泉庵","Yuquan An"
1136,"玉溪寺","Yuxi Si"
1137,"玉田寺","Yutian Si"
1138,"玉龍庵","Yulong An"
1139,"王孟寺","Wangmeng Si"
1140,"珍珠寺","Zhenzhu Si"
1141,"珠源寺","Zhuyuan Si"
1142,"理安寺","Li'an Si"
1143,"琦玕寺","Qigan Si"
1144,"瑞峰寺","Ruifeng Si"
1145,"瑞應寺","Ruiying Si"
1146,"瑞相寺","Ruixiang Si"
1147,"瑞竹寺","Ruizhu Si"
1148,"瑞雪寺","Ruixue Si"
1149,"瓦堂寺","Watang Si"
1150,"甘泉寺","Ganquan Si"
1151,"甘露寺","Ganlu Si"
1152,"留村寺","Liucun Si"
1153,"疎山寺","Shushan Si"
1154,"登雲寺","Dengyun Si"
1155,"發塔寺","Fata Si"
1156,"發祥寺","Faxiang Si"
1157,"白土寺","Baitu Si"
1158,"白塔",Baita
1159,"白塔寺","Baita Si"
1160,"白楊寺","Baiyang Si"
1161,"白池寺","Baichi Si"
1162,"白牙寺","Baiya Si"
1163,"白犢寺","Baidu Si"
1164,"白胜寺","Baisheng Si"
1165,"白草寺","Baicao Si"
1166,"白蓮花寺","Bailianhua Si"
1167,"白衣寺","Baiyi Si"
1168,"白衣庵","Baiyi An"
1169,"白雲寺","Baiyun Si"
1170,"白雲崇梵寺","Baiyunchongfan Si"
1171,"白雲庵","Baiyun An"
1172,"白馬寺","Baima Si"
1173,"白鶴寺","Baihe Si"
1174,"白鹿寺","Bailu Si"
1175,"白龍寺","Bailong Si"
1176,"白龍禪寺","Bailonchan Si"
1177,"百丈寺","Baizhang Si"
1178,"百塔寺","Baita Si"
1179,"百法寺","Baifa Si"
1180,"百福寺","Baifu Si"
1181,"百谷寺","Baigu Si"
1182,"皇亭寺","Huangting Si"
1183,"皇林寺","Huanglin Si"
1184,"皇業寺","Huangye Si"
1185,"皇澤寺","Huangze Si"
1186,"皇舅寺","Huangjiu Si"
1187,"皇覺寺","Huangjue Si"
1188,"皈依寺","Guiyi Si"
1189,"皈元寺","Guiyuan Si"
1190,"皈化寺","Guihua Si"
1191,"皈起寺","Banqi Si"
1192,"皈龍寺","Banlong Si"
1193,"益壽庵","Yishou An"
1194,"盤石寺","Panshi Si"
1195,"盤谷寺","Pangu Si"
1196,"盱眙山寺","Xuyushan Si"
1197,"相國寺","Xiangguo Si"
1198,"相山寺","Xiangshan SI"
1199,"看經寺","Kanjing Si"
1200,"真定寺","Zhending Si"
1201,"真慧寺","Zhenhui Si"
1202,"真覺寺","Zhenjue Si"
1203,"眾香寺","Zhongxiang Si"
1204,"瞻雲寺","Zhanyun Si"
1205,"矣保山塔",Yibaoshanta
1206,"石亭觀音院","Shitingguanyin Yuan"
1207,"石佛妙相寺","Shifomiaoxiang Si"
1208,"石台寺","Shitai Si"
1209,"石城寺","Shicheng Si"
1210,"石塔寺","Shita Si"
1211,"石梘寺","Shijian Si"
1212,"石泉寺","Shiquan Si"
1213,"石泓寺","Shihong Si"
1214,"石溪寺","Shixi Si"
1215,"石窟寺","Shiku Si"
1216,"石鐘寺","Shizhong Si"
1217,"石門寺","Shimen Si"
1218,"石龍古寺","Shilonggu Si"
1219,"石龍寺","Shilong Si"
1220,"硃砂寺","Zhusha Si"
1221,"硤石寺","Xiashi Si"
1222,"碧山寺","Bishan Si"
1223,"碧峰寺","Bifeng Si"
1224,"碧沼寺","Bizhao Si"
1225,"碧雲寺","Biyun Si"
1226,"祈山寺","Qishan Si"
1227,"祖印寺","Zuyin Si"
1228,"祇園寺","Qiyuan Si"
1229,"祝聖寺","Zhusheng Si"
1230,"神山寺","Shenshan Si"
1231,"神通寺","Shentong Si"
1232,"祥光寺","Xiangguang Si"
1233,"祥窟院","Xiangku Yuan"
1234,"祥靈寺","Xiangling Si"
1235,"福仁寺","Furen Si"
1236,"福佑寺","Fuyou Si"
1237,"福光寺","Fuguang Si"
1238,"福國寺","Fuguo Si"
1239,"福壽寺","Fushou Si"
1240,"福山寺","Fushan Si"
1241,"福慶寺","Fuqing Si"
1242,"福昌寺","Fuchang Si"
1243,"福泉寺","Fuquan Si"
1244,"福田寺","Futian Si"
1245,"福綠禪林","Fulu Chanlin"
1246,"福聖寺","Fusheng Si"
1247,"福聖院","Fusheng Yuan"
1248,"福聚寺","Fuju Si"
1249,"福胜寺","Fusheng Si"
1250,"禪定寺","Chanding Si"
1251,"禪房寺","Chanfang Si"
1252,"禪會寺","Chanhui Si"
1253,"禪林寺","Chanlin Si"
1254,"禪果寺","Changuo Si"
1255,"禪源寺","Chanyuan Si"
1256,"禪窟寺","Chanku Si"
1257,"禪興寺","Chanxing Si"
1258,"禪那寺","Channa Si"
1259,"禹門寺","Yumen Si"
1260,"离相寺","Lixiang Si"
1261,"禾山寺","Heshang Si"
1262,"秀峰寺","Xiufeng si"
1263,"秀羅寺","Xiuluo Si"
1264,"稱心寺","Chengxin Si"
1265,"稽古寺","Jigu Si"
1266,"積慶寺","Jiqing Si"
1267,"穹窿寺","Qionglong Si"
1268,"穹覽寺","Qionglan Si"
1269,"空杏寺","Kongxing Si"
1270,"空相寺","Kongxiang Si"
1271,"童子寺","Tongzi Si"
1272,"端壁寺","Duanbi Si"
1273,"竹成寺","Zhucheng Si"
1274,"竹掃寺","Zhushuo Si"
1275,"竹林寺","Zhulin Si"
1276,"竹溪寺","Zhuxi Si"
1277,"等慈寺","Dengci Si"
1278,"等界寺","Dengjie Si"
1279,"等覺寺","Dengjue Si"
1280,"精嚴寺","Jingyan Si"
1281,"精進寺","Jingjin Si"
1282,"精雲寺","Jingyun Si"
1283,"紀山寺","Jingshan Si"
1284,"紫微庵","Ziwei An"
1285,"紫陽庵","Ziyang An"
1286,"紫雲庵","Ziyun An"
1287,"經台寺","Jingtai Si"
1288,"經堂寺","Jingtang Si"
1289,"經閣寺","Jingge Si"
1290,"綠天庵","Lutian An"
1291,"綠源寺","Luyuan Si"
1292,"繩金塔寺","Shengjinta Si"
1293,"羅什寺","Luoshi Si"
1294,"羅漢寺","Luohan Si"
1295,"羅漢院","Luohan Yuan"
1296,"羅睺寺","Luohou Si"
1297,"翠岩光化寺","Cuiyanguanghua Si"
1298,"翠峰寺","Cuifeng Si"
1299,"翠微寺","Cuiwei Si"
1300,"翠雲寺","Cuiyun Si"
1301,"翠雲院","Cuiyun Yuan"
1302,"翼善寺","Yishan Si"
1303,"耆阇寺","Qishe Si"
1304,"耽石院","Zhenshi Si"
1305,"聖佛寺","Shengfo Si"
1306,"聖像寺","Shengxiang Si"
1307,"聖化寺","Shenghua Si"
1308,"聖因寺","Shengyin Si"
1309,"聖寺","Sheng Si"
1310,"聖德寺","Shengde Si"
1311,"聖感寺","Shanggan Si"
1312,"聖景寺","Shengjing Si"
1313,"聖水寺","Shengshui Si"
1314,"聖泉院","Shengquan Si"
1315,"聖濟寺","Shengji Si"
1316,"聖臨院","Shenglin Si"
1317,"聖野寺","Shengye Si"
1318,"聞忠寺","Wenzhong Si"
1319,"胜力寺","Shengli Si"
1320,"胜因寺","Shengyin Si"
1321,"胜果寺","Shengguo Si"
1322,"胜業寺","Shengye Si"
1323,"胜法寺","Shengfa Si"
1324,"臥佛寺","Wofo Si"
1325,"臨江寺","Linjiang Si"
1326,"臨瀧寺","Linlong Si"
1327,"臨高寺","Lingao Si"
1328,"至德寺","Zhide Si"
1329,"興化寺","Xinghua Si"
1330,"興化禪院","Xinghua Chanyuan"
1331,"興唐寺","Xingtang Si"
1332,"興善寺","Xingshan Si"
1333,"興國寺","Xingguo Si"
1334,"興國萬壽寺","Xingguowanshou Si"
1335,"興复寺","Xingfu Si"
1336,"興寶寺","Xingbao Si"
1337,"興教寺","Xingjiao Si"
1338,"興果寺","Xingguo Si"
1339,"興王寺","Xingwang Si"
1340,"興聖寺","Xingsheng Si"
1341,"興聖萬壽寺","Xingshengwanshou Si"
1342,"興道寺","Xingdao Si"
1343,"興陽寺","Xingyang Si"
1344,"興隆寺","Xinglong si"
1345,"舊賢寺","Jiuxian Si"
1346,"舍利寺","Sheli Si"
1347,"舍因寺","Sheyin Si"
1348,"良崗寺","Lianggang Si"
1349,"色喇廟","Sela Miao"
1350,"芝佛寺","Zhifo Si"
1351,"花佛寺","Huafo Si"
1352,"花林寺","Hualin Si"
1353,"花果寺","Huaguo Si"
1354,"花藪寺","Huasou Si"
1355,"苦竹寺","Kuzhu Si"
1356,"茂林寺","Maolin Si"
1357,"茶山寺","Chashan Si"
1358,"茶禪寺","Chachan Si"
1359,"草堂寺","Caotang Si"
1360,"荐福寺","Jianfu Si"
1361,"荷澤寺","Heze Si"
1362,"荷福寺","Hefu Si"
1363,"菩提寺","Puti Si"
1364,"華光寺","Huaguang Si"
1365,"華嚴院","Huayan Si"
1366,"華容寺","Huarong Si"
1367,"華林寺","Hualin Si"
1368,"華蓋寺","Huagai Si"
1369,"華藏寺","Huazang Si"
1370,"萬佛寺","Wanfo Si"
1371,"萬卷華嚴經塔","Wanjuanhuayanjing Ta"
1372,"萬善寺","Wanshan Si"
1373,"萬固寺","Wangu Si"
1374,"萬壽興隆寺","Wanshouxinglong Si"
1375,"萬安院","Wan'an Yuan"
1376,"萬年寺","Wannian Si"
1377,"萬慶寺","Wanqing Si"
1378,"萬春寺","Wanchun Si"
1379,"萬杉寺","Wanshan Si"
1380,"萬松寺","Wansong Si"
1381,"萬果庵","Wanguo An"
1382,"萬福寺","Wanfo Si"
1383,"萬緣庵","Wanyuan An"
1384,"萬葉寺","Wanye Si"
1385,"落伽寺","Luojia Si"
1386,"蒲澗寺","Pujian Si"
1387,"蒲騷寺","Pusao Si"
1388,"蓬萊庵","Penglai An"
1389,"蓮台寺","Liantai Si"
1390,"蓮塘寺","Liantang Si"
1391,"蓮性寺","Lianxing Si"
1392,"蓮社院","Lianshe Si"
1393,"蓮花寺","Lianhua Si"
1394,"藏峰寺","Cangfeng Si"
1395,"藥山寺","Yaoshan Si"
1396,"藥師院","Yaoshi Yuan"
1397,"蘭若寺","Lanruo Si"
1398,"虎窩寺","Huwo Si"
1399,"虎跑寺","Hupao Si"
1400,"螯山寺","Aoshan Si"
1401,"螺擁寺","Luoyong Si"
1402,"蟠桃院","Pantao Yuan"
1403,"蟾桂庵","Changui An"
1404,"蟾虎寺","Chanhu Si"
1405,"衍慶寺","Yanqing Si"
1406,"衡岳寺","Hengyue Si"
1407,"西來寺","Xilai Si"
1408,"西天寺","Xitian Si"
1409,"西天梵境",Xitianfanjing
1410,"西寺","Xi Si"
1411,"西小湖寺","Xixiaohu Si"
1412,"西山寺","Xishan Si"
1413,"西岩寺","Xiyan Si"
1414,"西峰寺","Xifeng Si"
1415,"西明寺","Ximing Si"
1416,"西林寺","Xilin Si"
1417,"西盟寺","Ximeng Si"
1418,"西石堂院","Xishitang Yuan"
1419,"西磬寺","Xiqing Si"
1420,"西竺寺","Xizhu Si"
1421,"西華寺","Xihua Si"
1422,"西藍寺","Xilan Si"
1423,"視壽寺","Shishou Si"
1424,"覺山寺","Jueshang Si"
1425,"覺慈寺","Jueci Si"
1426,"覺成寺","Juecheng Si"
1427,"覺津寺","Juejin Si"
1428,"覺海寺","Juehai Si"
1429,"覺生寺","Juesheng Si"
1430,"覺皇寺","Juehuang Si"
1431,"覺興寺","Juexing Si"
1432,"覺苑寺","Jueyuan Si"
1433,"觀山寺","Guanshan Si"
1434,"觀法寺","Guanfa Si"
1435,"觀雞寺","Guanji Si"
1436,"觀音寺","Guanyin Si"
1437,"觀音庵","Guanyin An"
1438,"觀音泉寺","Guanyinguan Si"
1439,"觀音閣","Guanyin Ge"
1440,"誕登寺","Dandeng Si"
1441,"諸福寺","Zhufu Si"
1442,"證因寺","Zhengyin Si"
1443,"證果寺","Zhengguo Si"
1444,"譙令寺","Qiaoling Si"
1445,"護國寺","Huguo Si"
1446,"護洙寺","Huzhu Si"
1447,"谷山寺","Gushan Si"
1448,"谷林寺","Gulin Si"
1449,"谷隱寺","Guyin Si"
1450,"資佛寺","Zifo Si"
1451,"資福院","Zifu Yuan"
1452,"資胜寺","Zisheng Si"
1453,"超化寺","Chaohua Si"
1454,"超岸寺","Chaoan Si"
1455,"超果寺","Chaoguo Si"
1456,"超覺寺","Chaojue Si"
1457,"迎恩寺","Ying'en Si"
1458,"迎水寺","Yingshui Si"
1459,"迎福寺","Yingfu Si"
1460,"逍遙庵","Xiaoyao An"
1461,"通化寺","Tonghua Si"
1462,"通慧寺","Tonghui Si"
1463,"逢仙寺","Fengxian Si"
1464,"連州寺","Lianzhou Si"
1465,"連雲寺","Lianyun Si"
1466,"道場寺","Daochang Si"
1467,"道悟寺","Daowu Si"
1468,"道林寺","Daolin Si"
1469,"郁蔥寺","Yucong Si"
1470,"鄉堂寺","Xiangtang Si"
1471,"醴泉寺","Liquan Si"
1472,"釋慈寺","Shici Si"
1473,"釋迦寺","Shijia Si"
