c_office_id,c_office_type_id,c_office_tree_id,c_office_type_type_code,c_office_l1,c_office_l2,c_office_l3,c_office_l4,c_office_l5
60666,,1899,18,,,,,
60667,0,18,18,0,0,0,0,0
60667,,1899,18,,,,,
60668,0,18,18,0,0,0,0,0
60668,,1899,18,,,,,
60669,0,18,18,0,0,0,0,0
60669,,1899,18,,,,,
60670,0,18,18,0,0,0,0,0
60670,,1899,18,,,,,
60671,0,18,18,0,0,0,0,0
60671,,1899,18,,,,,
60672,0,18,18,0,0,0,0,0
60672,,1899,18,,,,,
60673,0,18,18,0,0,0,0,0
60673,,1899,18,,,,,
60674,0,18,18,0,0,0,0,0
60674,,1899,18,,,,,
60675,0,18,18,0,0,0,0,0
60675,,1899,18,,,,,
60676,0,18,18,0,0,0,0,0
60676,,1899,18,,,,,
60677,0,18,18,0,0,0,0,0
60677,,1899,18,,,,,
60678,0,18,18,0,0,0,0,0
60678,,18032503,18,,,,,
60679,0,18,18,0,0,0,0,0
60679,,18032503,18,,,,,
60680,0,18,18,0,0,0,0,0
60680,,18032503,18,,,,,
60681,0,18,18,0,0,0,0,0
60681,,18032503,18,,,,,
60682,0,18,18,0,0,0,0,0
60682,,18032503,18,,,,,
60683,0,18,18,0,0,0,0,0
60683,,18032503,18,,,,,
60684,0,18,18,0,0,0,0,0
60684,,18032503,18,,,,,
60685,0,18,18,0,0,0,0,0
60685,,18032503,18,,,,,
60686,0,18,18,0,0,0,0,0
60686,,18032503,18,,,,,
60687,0,18,18,0,0,0,0,0
60687,,18032503,18,,,,,
60688,0,18,18,0,0,0,0,0
60688,,18032503,18,,,,,
60689,0,18,18,0,0,0,0,0
60689,,18032503,18,,,,,
60690,0,18,18,0,0,0,0,0
60690,,18032503,18,,,,,
60691,0,18,18,0,0,0,0,0
60691,,18032503,18,,,,,
60692,0,18,18,0,0,0,0,0
60692,,1899,18,,,,,
60693,0,18,18,0,0,0,0,0
60693,,1899,18,,,,,
60694,0,18,18,0,0,0,0,0
60694,,1899,18,,,,,
60695,0,18,18,0,0,0,0,0
60695,,1899,18,,,,,
60696,0,18,18,0,0,0,0,0
60696,,1899,18,,,,,
60697,0,18,18,0,0,0,0,0
60697,,1899,18,,,,,
60698,0,18,18,0,0,0,0,0
60698,,1899,18,,,,,
60699,0,18,18,0,0,0,0,0
60699,,1899,18,,,,,
60700,0,18,18,0,0,0,0,0
60700,,1899,18,,,,,
60701,0,18,18,0,0,0,0,0
60701,,1899,18,,,,,
60702,0,18,18,0,0,0,0,0
60702,,1899,18,,,,,
60703,0,18,18,0,0,0,0,0
60703,,1899,18,,,,,
60704,0,18,18,0,0,0,0,0
60704,,1899,18,,,,,
60705,0,18,18,0,0,0,0,0
60705,,1899,18,,,,,
60706,0,18,18,0,0,0,0,0
60706,,1899,18,,,,,
60707,0,18,18,0,0,0,0,0
60707,,1899,18,,,,,
60708,0,18,18,0,0,0,0,0
60708,,1899,18,,,,,
60709,0,18,18,0,0,0,0,0
60709,,1899,18,,,,,
60710,0,18,18,0,0,0,0,0
60710,,1899,18,,,,,
60711,0,18,18,0,0,0,0,0
60711,,1899,18,,,,,
60712,0,18,18,0,0,0,0,0
60712,,1899,18,,,,,
60713,0,18,18,0,0,0,0,0
60713,,1899,18,,,,,
60714,0,18,18,0,0,0,0,0
60714,,1899,18,,,,,
60715,0,18,18,0,0,0,0,0
60715,,1899,18,,,,,
60716,0,18,18,0,0,0,0,0
60716,,1899,18,,,,,
60717,0,18,18,0,0,0,0,0
60717,,1899,18,,,,,
60718,0,18,18,0,0,0,0,0
60718,,1806020203,18,,,,,
60719,0,18,18,0,0,0,0,0
60719,,1806020203,18,,,,,
60720,0,18,18,0,0,0,0,0
60720,,1806020203,18,,,,,
60721,0,18,18,0,0,0,0,0
60721,,1806020203,18,,,,,
60722,0,18,18,0,0,0,0,0
60722,,18050305,18,,,,,
60723,0,18,18,0,0,0,0,0
60723,,18050305,18,,,,,
60724,0,18,18,0,0,0,0,0
60724,,180304060301,18,,,,,
60725,0,18,18,0,0,0,0,0
60725,,180304060301,18,,,,,
60726,0,18,18,0,0,0,0,0
60726,,180304060301,18,,,,,
60727,0,18,18,0,0,0,0,0
60727,,180304060301,18,,,,,
60728,0,18,18,0,0,0,0,0
60728,,18070801,18,,,,,
60729,0,18,18,0,0,0,0,0
60729,,1899,18,,,,,
60730,0,18,18,0,0,0,0,0
60730,,1899,18,,,,,
60731,0,18,18,0,0,0,0,0
60731,,1899,18,,,,,
60732,0,18,18,0,0,0,0,0
60732,,1801060222,18,,,,,
60733,0,18,18,0,0,0,0,0
60733,,180106022308,18,,,,,
60734,0,18,18,0,0,0,0,0
60734,,180106022308,18,,,,,
60735,0,18,18,0,0,0,0,0
60735,,180106022308,18,,,,,
60736,0,18,18,0,0,0,0,0
60736,,180106022308,18,,,,,
60737,0,18,18,0,0,0,0,0
60737,,180101010702,18,,,,,
60738,0,18,18,0,0,0,0,0
60738,,180101010702,18,,,,,
60739,0,18,18,0,0,0,0,0
60739,,180101010702,18,,,,,
60740,0,18,18,0,0,0,0,0
60740,,180101010702,18,,,,,
60741,0,18,18,0,0,0,0,0
60741,,1801010116,18,,,,,
60742,0,18,18,0,0,0,0,0
60742,,1801010116,18,,,,,
60743,0,18,18,0,0,0,0,0
60743,,1801010116,18,,,,,
60744,0,18,18,0,0,0,0,0
60744,,1801010116,18,,,,,
60745,0,18,18,0,0,0,0,0
60745,,1899,18,,,,,
60746,0,18,18,0,0,0,0,0
60746,,1801010406,18,,,,,
60747,0,18,18,0,0,0,0,0
60747,,1801010406,18,,,,,
60748,0,18,18,0,0,0,0,0
60748,,1801010406,18,,,,,
60749,0,18,18,0,0,0,0,0
60749,,1801010406,18,,,,,
60750,0,18,18,0,0,0,0,0
60750,,1801020303,18,,,,,
60751,0,18,18,0,0,0,0,0
60751,,1801020303,18,,,,,
60752,0,18,18,0,0,0,0,0
60752,,1801060102,18,,,,,
60753,0,18,18,0,0,0,0,0
60753,,1801060102,18,,,,,
60754,0,18,18,0,0,0,0,0
60754,,1801060102,18,,,,,
60755,0,18,18,0,0,0,0,0
60755,,1801060102,18,,,,,
60756,0,18,18,0,0,0,0,0
60756,,1801060102,18,,,,,
60757,0,18,18,0,0,0,0,0
60757,,1801060102,18,,,,,
60758,0,18,18,0,0,0,0,0
60758,,1801060102,18,,,,,
60759,0,18,18,0,0,0,0,0
60759,,1801060102,18,,,,,
60760,0,18,18,0,0,0,0,0
60760,,1801060102,18,,,,,
60761,0,18,18,0,0,0,0,0
60761,,1801060102,18,,,,,
60762,0,18,18,0,0,0,0,0
60762,,1801060102,18,,,,,
60763,0,18,18,0,0,0,0,0
60763,,1803190208,18,,,,,
60764,0,18,18,0,0,0,0,0
60764,,1803190208,18,,,,,
60765,0,18,18,0,0,0,0,0
60765,,1803040614,18,,,,,
60766,0,18,18,0,0,0,0,0
60766,,1803040614,18,,,,,
60767,0,18,18,0,0,0,0,0
60767,,1803040614,18,,,,,
60768,0,18,18,0,0,0,0,0
60768,,1803080203,18,,,,,
60769,0,18,18,0,0,0,0,0
60769,,1803080203,18,,,,,
60770,0,18,18,0,0,0,0,0
60770,,1803080203,18,,,,,
60771,0,18,18,0,0,0,0,0
60771,,1803080203,18,,,,,
60772,0,18,18,0,0,0,0,0
60772,,1803080206,18,,,,,
60773,0,18,18,0,0,0,0,0
60773,,1803080206,18,,,,,
60774,0,18,18,0,0,0,0,0
60774,,1803080206,18,,,,,
60775,0,18,18,0,0,0,0,0
60775,,1803080206,18,,,,,
60776,0,18,18,0,0,0,0,0
60776,,1803080206,18,,,,,
60777,0,18,18,0,0,0,0,0
60777,,1803080206,18,,,,,
60778,0,18,18,0,0,0,0,0
60778,,18090106,18,,,,,
60779,0,18,18,0,0,0,0,0
60779,,18090106,18,,,,,
60780,0,18,18,0,0,0,0,0
60780,,18100101,18,,,,,
60781,0,18,18,0,0,0,0,0
60781,,1801030204,18,,,,,
60782,0,18,18,0,0,0,0,0
60782,,1801030204,18,,,,,
60783,0,18,18,0,0,0,0,0
60783,,1801030204,18,,,,,
60784,0,18,18,0,0,0,0,0
60784,,1801030204,18,,,,,
60785,0,18,18,0,0,0,0,0
60785,,1803210301,18,,,,,
60786,0,18,18,0,0,0,0,0
60786,,1803210301,18,,,,,
60787,0,18,18,0,0,0,0,0
60787,,1899,18,,,,,
60788,0,18,18,0,0,0,0,0
60788,,1899,18,,,,,
60789,0,18,18,0,0,0,0,0
60789,,1899,18,,,,,
60790,0,18,18,0,0,0,0,0
60790,,1899,18,,,,,
60791,0,18,18,0,0,0,0,0
60791,,1899,18,,,,,
60792,0,18,18,0,0,0,0,0
60792,,1899,18,,,,,
60793,0,18,18,0,0,0,0,0
60793,,1899,18,,,,,
60794,0,18,18,0,0,0,0,0
60794,,1899,18,,,,,
60795,0,18,18,0,0,0,0,0
60795,,1899,18,,,,,
60796,0,18,18,0,0,0,0,0
60796,,1899,18,,,,,
60797,0,18,18,0,0,0,0,0
60797,,1899,18,,,,,
60798,0,18,18,0,0,0,0,0
60798,,1899,18,,,,,
60799,0,18,18,0,0,0,0,0
60799,,1899,18,,,,,
60800,0,18,18,0,0,0,0,0
60800,,1899,18,,,,,
60801,0,18,18,0,0,0,0,0
60801,,1899,18,,,,,
60802,0,18,18,0,0,0,0,0
60802,,1899,18,,,,,
60803,0,18,18,0,0,0,0,0
60803,,1899,18,,,,,
60804,0,18,18,0,0,0,0,0
60804,,1899,18,,,,,
60805,0,18,18,0,0,0,0,0
60805,,18010302190104,18,,,,,
60806,0,18,18,0,0,0,0,0
60806,,18010302190104,18,,,,,
60807,0,18,18,0,0,0,0,0
60807,,18010302190104,18,,,,,
60808,0,18,18,0,0,0,0,0
60808,,18010302190104,18,,,,,
60809,0,18,18,0,0,0,0,0
60809,,1803040207,18,,,,,
60810,0,18,18,0,0,0,0,0
60810,,1803040207,18,,,,,
60811,0,18,18,0,0,0,0,0
60811,,1803040207,18,,,,,
60812,0,18,18,0,0,0,0,0
60812,,1803040207,18,,,,,
60813,0,18,18,0,0,0,0,0
60813,,1803040207,18,,,,,
60814,0,18,18,0,0,0,0,0
60814,,1803040207,18,,,,,
60815,0,18,18,0,0,0,0,0
60815,,1803040207,18,,,,,
60816,0,18,18,0,0,0,0,0
60816,,1803190405,18,,,,,
60817,0,18,18,0,0,0,0,0
60817,,1899,18,,,,,
60818,0,18,18,0,0,0,0,0
60818,,180101011801,18,,,,,
60819,0,18,18,0,0,0,0,0
60819,,180101011801,18,,,,,
60820,0,18,18,0,0,0,0,0
60820,,180101011801,18,,,,,
60821,0,18,18,0,0,0,0,0
60821,,180101011801,18,,,,,
60822,0,18,18,0,0,0,0,0
60822,,180101011801,18,,,,,
60823,0,18,18,0,0,0,0,0
60823,,1899,18,,,,,
60824,0,18,18,0,0,0,0,0
60824,,1899,18,,,,,
60825,0,18,18,0,0,0,0,0
60825,,1899,18,,,,,
60826,0,18,18,0,0,0,0,0
60826,,1899,18,,,,,
60827,0,18,18,0,0,0,0,0
60827,,1899,18,,,,,
60828,0,18,18,0,0,0,0,0
60828,,1899,18,,,,,
60829,0,18,18,0,0,0,0,0
60829,,1899,18,,,,,
60830,0,18,18,0,0,0,0,0
60830,,1803040601,18,,,,,
60831,0,18,18,0,0,0,0,0
60831,,1803040601,18,,,,,
60832,0,18,18,0,0,0,0,0
60832,,1803040601,18,,,,,
60833,0,18,18,0,0,0,0,0
60833,,1803040601,18,,,,,
60834,0,18,18,0,0,0,0,0
60834,,1803040601,18,,,,,
60835,0,18,18,0,0,0,0,0
60835,,1803040601,18,,,,,
60836,0,18,18,0,0,0,0,0
60836,,1803040601,18,,,,,
60837,0,18,18,0,0,0,0,0
60837,,1803040601,18,,,,,
60838,0,18,18,0,0,0,0,0
60838,,1803040601,18,,,,,
60839,0,18,18,0,0,0,0,0
60839,,1803040601,18,,,,,
60840,0,18,18,0,0,0,0,0
60840,,1803040601,18,,,,,
60841,0,18,18,0,0,0,0,0
60841,,1803040601,18,,,,,
60842,0,18,18,0,0,0,0,0
60842,,1803040601,18,,,,,
60843,0,18,18,0,0,0,0,0
60843,,1803040601,18,,,,,
60844,0,18,18,0,0,0,0,0
60844,,1803040601,18,,,,,
60845,0,18,18,0,0,0,0,0
60845,,1803040601,18,,,,,
60846,0,18,18,0,0,0,0,0
60846,,1803040601,18,,,,,
60847,0,18,18,0,0,0,0,0
60847,,1803250134,18,,,,,
60848,0,18,18,0,0,0,0,0
60848,,1803250134,18,,,,,
60849,0,18,18,0,0,0,0,0
60849,,1803250134,18,,,,,
60850,0,18,18,0,0,0,0,0
60850,,1803250134,18,,,,,
60851,0,18,18,0,0,0,0,0
60851,,18032103,18,,,,,
60852,0,18,18,0,0,0,0,0
60852,,18032103,18,,,,,
60853,0,18,18,0,0,0,0,0
60853,,18032103,18,,,,,
60854,0,18,18,0,0,0,0,0
60854,,18032103,18,,,,,
60855,0,18,18,0,0,0,0,0
60855,,18032103,18,,,,,
60856,0,18,18,0,0,0,0,0
60856,,180101020210,18,,,,,
60857,0,18,18,0,0,0,0,0
60857,,180101020210,18,,,,,
60858,0,18,18,0,0,0,0,0
60858,,1803040304,18,,,,,
60859,0,18,18,0,0,0,0,0
60859,,1803040304,18,,,,,
60860,0,18,18,0,0,0,0,0
60860,,1803040304,18,,,,,
60861,0,18,18,0,0,0,0,0
60861,,1803040304,18,,,,,
60862,0,18,18,0,0,0,0,0
60862,,1803040304,18,,,,,
60863,0,18,18,0,0,0,0,0
60863,,1803040304,18,,,,,
60864,0,18,18,0,0,0,0,0
60864,,1803040304,18,,,,,
60865,0,18,18,0,0,0,0,0
60865,,1803040304,18,,,,,
60866,0,18,18,0,0,0,0,0
60866,,1803040304,18,,,,,
60867,0,18,18,0,0,0,0,0
60867,,1803040304,18,,,,,
60868,0,18,18,0,0,0,0,0
60868,,1803040304,18,,,,,
60869,0,18,18,0,0,0,0,0
60869,,180704,18,,,,,
60870,0,18,18,0,0,0,0,0
60870,,180704,18,,,,,
60871,0,18,18,0,0,0,0,0
60871,,180704,18,,,,,
60872,0,18,18,0,0,0,0,0
60872,,180103021603,18,,,,,
60873,0,18,18,0,0,0,0,0
60873,,1806010110,18,,,,,
60874,0,18,18,0,0,0,0,0
60874,,1806010110,18,,,,,
60875,0,18,18,0,0,0,0,0
60875,,1899,18,,,,,
60876,0,18,18,0,0,0,0,0
60876,,1803190218,18,,,,,
60877,0,18,18,0,0,0,0,0
60877,,180504,18,,,,,
60878,0,18,18,0,0,0,0,0
60878,,180504,18,,,,,
60879,0,18,18,0,0,0,0,0
60879,,180504,18,,,,,
60880,0,18,18,0,0,0,0,0
60880,,180503,18,,,,,
60881,0,18,18,0,0,0,0,0
60881,,180503,18,,,,,
60882,0,18,18,0,0,0,0,0
60882,,180503,18,,,,,
60883,0,18,18,0,0,0,0,0
60883,,180503,18,,,,,
60884,0,18,18,0,0,0,0,0
60884,,180503,18,,,,,
60885,0,18,18,0,0,0,0,0
60885,,180503,18,,,,,
60886,0,18,18,0,0,0,0,0
60886,,180503,18,,,,,
60887,0,18,18,0,0,0,0,0
60887,,180503,18,,,,,
60888,0,18,18,0,0,0,0,0
60888,,180503,18,,,,,
60889,0,18,18,0,0,0,0,0
60889,,180503,18,,,,,
60890,0,18,18,0,0,0,0,0
60890,,1899,18,,,,,
60891,0,18,18,0,0,0,0,0
60891,,1899,18,,,,,
60892,0,18,18,0,0,0,0,0
60892,,1899,18,,,,,
60893,0,18,18,0,0,0,0,0
60893,,1803040404,18,,,,,
60894,0,18,18,0,0,0,0,0
60894,,1803040404,18,,,,,
60895,0,18,18,0,0,0,0,0
60895,,1803040404,18,,,,,
60896,0,18,18,0,0,0,0,0
60896,,1803040404,18,,,,,
60897,0,18,18,0,0,0,0,0
60897,,1803040404,18,,,,,
60898,0,18,18,0,0,0,0,0
60898,,1803040404,18,,,,,
60899,0,18,18,0,0,0,0,0
60899,,1803040404,18,,,,,
60900,0,18,18,0,0,0,0,0
60900,,1803040404,18,,,,,
60901,0,18,18,0,0,0,0,0
60901,,1803040404,18,,,,,
60902,0,18,18,0,0,0,0,0
60902,,1803040404,18,,,,,
60903,0,18,18,0,0,0,0,0
60903,,1803040406,18,,,,,
60904,0,18,18,0,0,0,0,0
60904,,1803040406,18,,,,,
60905,0,18,18,0,0,0,0,0
60905,,1803040406,18,,,,,
60906,0,18,18,0,0,0,0,0
60906,,1803040406,18,,,,,
60907,0,18,18,0,0,0,0,0
60907,,1803040406,18,,,,,
60908,0,18,18,0,0,0,0,0
60908,,1803040406,18,,,,,
60909,0,18,18,0,0,0,0,0
60909,,1803040406,18,,,,,
60910,0,18,18,0,0,0,0,0
60910,,1803040406,18,,,,,
60911,0,18,18,0,0,0,0,0
60911,,1803040406,18,,,,,
60912,0,18,18,0,0,0,0,0
60912,,1803040406,18,,,,,
60913,0,18,18,0,0,0,0,0
60913,,1803040406,18,,,,,
60914,0,18,18,0,0,0,0,0
60914,,1803040406,18,,,,,
60915,0,18,18,0,0,0,0,0
60915,,1803040406,18,,,,,
60916,0,18,18,0,0,0,0,0
60916,,18010204,18,,,,,
60917,0,18,18,0,0,0,0,0
60917,,18010204,18,,,,,
60918,0,18,18,0,0,0,0,0
60918,,18010204,18,,,,,
60919,0,18,18,0,0,0,0,0
60919,,18010204,18,,,,,
60920,0,18,18,0,0,0,0,0
60920,,18010204,18,,,,,
60921,0,18,18,0,0,0,0,0
60921,,18010204,18,,,,,
60922,0,18,18,0,0,0,0,0
60922,,1899,18,,,,,
60923,0,18,18,0,0,0,0,0
60923,,180103021301,18,,,,,
60924,0,18,18,0,0,0,0,0
60924,,180103021301,18,,,,,
60925,0,18,18,0,0,0,0,0
60925,,180103021301,18,,,,,
60926,0,18,18,0,0,0,0,0
60926,,180103021301,18,,,,,
60927,0,18,18,0,0,0,0,0
60927,,180103021301,18,,,,,
60928,0,18,18,0,0,0,0,0
60928,,180103021301,18,,,,,
60929,0,18,18,0,0,0,0,0
60929,,180103021301,18,,,,,
60930,0,18,18,0,0,0,0,0
60930,,180103021301,18,,,,,
60931,0,18,18,0,0,0,0,0
60931,,180103021301,18,,,,,
60932,0,18,18,0,0,0,0,0
60932,,180103021301,18,,,,,
60933,0,18,18,0,0,0,0,0
60933,,180103021301,18,,,,,
60934,0,18,18,0,0,0,0,0
60934,,180103021301,18,,,,,
60935,0,18,18,0,0,0,0,0
60935,,180103021301,18,,,,,
60936,0,18,18,0,0,0,0,0
60936,,180103021301,18,,,,,
60937,0,18,18,0,0,0,0,0
60937,,1801020403,18,,,,,
60938,0,18,18,0,0,0,0,0
60938,,1801020403,18,,,,,
60939,0,18,18,0,0,0,0,0
60939,,1803040403,18,,,,,
60940,0,18,18,0,0,0,0,0
60940,,1803040403,18,,,,,
60941,0,18,18,0,0,0,0,0
60941,,1803040403,18,,,,,
60942,0,18,18,0,0,0,0,0
60942,,1803040403,18,,,,,
60943,0,18,18,0,0,0,0,0
60943,,1803040403,18,,,,,
60944,0,18,18,0,0,0,0,0
60944,,1803040403,18,,,,,
60945,0,18,18,0,0,0,0,0
60945,,1803040403,18,,,,,
60946,0,18,18,0,0,0,0,0
60946,,18010206,18,,,,,
60947,0,18,18,0,0,0,0,0
60947,,18010206,18,,,,,
60948,0,18,18,0,0,0,0,0
60948,,18010206,18,,,,,
60949,0,18,18,0,0,0,0,0
60949,,18010206,18,,,,,
60950,0,18,18,0,0,0,0,0
60950,,18010206,18,,,,,
60951,0,18,18,0,0,0,0,0
60951,,18010206,18,,,,,
60952,0,18,18,0,0,0,0,0
60952,,18010206,18,,,,,
60953,0,18,18,0,0,0,0,0
60953,,18010206,18,,,,,
60954,0,18,18,0,0,0,0,0
60954,,180304060311,18,,,,,
60955,0,18,18,0,0,0,0,0
60955,,180304060311,18,,,,,
60956,0,18,18,0,0,0,0,0
60956,,1801020402,18,,,,,
60957,0,18,18,0,0,0,0,0
60957,,1801020402,18,,,,,
60958,0,18,18,0,0,0,0,0
60958,,1801020402,18,,,,,
60959,0,18,18,0,0,0,0,0
60959,,1801020402,18,,,,,
60960,0,18,18,0,0,0,0,0
60960,,18010205,18,,,,,
60961,0,18,18,0,0,0,0,0
60961,,18010205,18,,,,,
60962,0,18,18,0,0,0,0,0
60962,,18010205,18,,,,,
60963,0,18,18,0,0,0,0,0
60963,,18010205,18,,,,,
60964,0,18,18,0,0,0,0,0
60964,,18010205,18,,,,,
60965,0,18,18,0,0,0,0,0
60965,,18010205,18,,,,,
60966,0,18,18,0,0,0,0,0
60966,,1801010118,18,,,,,
60967,0,18,18,0,0,0,0,0
60967,,1801010118,18,,,,,
60968,0,18,18,0,0,0,0,0
60968,,1801010118,18,,,,,
60969,0,18,18,0,0,0,0,0
60969,,1801010118,18,,,,,
60970,0,18,18,0,0,0,0,0
60970,,1801010118,18,,,,,
60971,0,18,18,0,0,0,0,0
60971,,1801010118,18,,,,,
60972,0,18,18,0,0,0,0,0
60972,,1801010118,18,,,,,
60973,0,18,18,0,0,0,0,0
60973,,1801010118,18,,,,,
60974,0,18,18,0,0,0,0,0
60974,,1801010118,18,,,,,
60975,0,18,18,0,0,0,0,0
60975,,1899,18,,,,,
60976,0,18,18,0,0,0,0,0
60976,,1899,18,,,,,
60977,0,18,18,0,0,0,0,0
60977,,1899,18,,,,,
60978,0,18,18,0,0,0,0,0
60978,,1899,18,,,,,
60979,0,18,18,0,0,0,0,0
60979,,1899,18,,,,,
60980,0,18,18,0,0,0,0,0
60980,,1899,18,,,,,
60981,0,18,18,0,0,0,0,0
60981,,1899,18,,,,,
60982,0,18,18,0,0,0,0,0
60982,,1899,18,,,,,
60983,0,18,18,0,0,0,0,0
60983,,1899,18,,,,,
60984,0,18,18,0,0,0,0,0
60984,,1899,18,,,,,
60985,0,18,18,0,0,0,0,0
60985,,1899,18,,,,,
60986,0,18,18,0,0,0,0,0
60986,,1899,18,,,,,
60987,0,18,18,0,0,0,0,0
60987,,1899,18,,,,,
60988,0,18,18,0,0,0,0,0
60988,,1899,18,,,,,
60989,0,18,18,0,0,0,0,0
60989,,1899,18,,,,,
60990,0,18,18,0,0,0,0,0
60990,,180103021602,18,,,,,
60991,0,18,18,0,0,0,0,0
60991,,180103021602,18,,,,,
60992,0,18,18,0,0,0,0,0
60992,,180103021602,18,,,,,
60993,0,18,18,0,0,0,0,0
60993,,180103021602,18,,,,,
60994,0,18,18,0,0,0,0,0
60994,,180103021602,18,,,,,
60995,0,18,18,0,0,0,0,0
60995,,1899,18,,,,,
60996,0,18,18,0,0,0,0,0
60996,,1899,18,,,,,
60997,0,18,18,0,0,0,0,0
60997,,1899,18,,,,,
60998,0,18,18,0,0,0,0,0
60998,,1899,18,,,,,
60999,0,18,18,0,0,0,0,0
60999,,1899,18,,,,,
61000,0,18,18,0,0,0,0,0
61000,,1899,18,,,,,
61001,0,18,18,0,0,0,0,0
61001,,1899,18,,,,,
61002,0,18,18,0,0,0,0,0
61002,,1899,18,,,,,
61003,0,18,18,0,0,0,0,0
61003,,1803190207,18,,,,,
61004,0,18,18,0,0,0,0,0
61004,,1801060202,18,,,,,
61005,0,18,18,0,0,0,0,0
61005,,1801060202,18,,,,,
61006,0,18,18,0,0,0,0,0
61006,,1801060202,18,,,,,
61007,0,18,18,0,0,0,0,0
61007,,1801060202,18,,,,,
61008,0,18,18,0,0,0,0,0
61008,,1801060202,18,,,,,
61009,0,18,18,0,0,0,0,0
61009,,1801060202,18,,,,,
61010,0,18,18,0,0,0,0,0
61010,,1801060202,18,,,,,
61011,0,18,18,0,0,0,0,0
61011,,1801060202,18,,,,,
61012,0,18,18,0,0,0,0,0
61012,,1801060202,18,,,,,
61013,0,18,18,0,0,0,0,0
61013,,1801060202,18,,,,,
61014,0,18,18,0,0,0,0,0
61014,,1801060202,18,,,,,
61015,0,18,18,0,0,0,0,0
61015,,1899,18,,,,,
61016,0,18,18,0,0,0,0,0
61016,,1899,18,,,,,
61017,0,18,18,0,0,0,0,0
61017,,1803040619,18,,,,,
61018,0,18,18,0,0,0,0,0
61018,,180101011808,18,,,,,
61019,0,18,18,0,0,0,0,0
61019,,180101011808,18,,,,,
61020,0,18,18,0,0,0,0,0
61020,,1803250903,18,,,,,
61021,0,18,18,0,0,0,0,0
61021,,1803250903,18,,,,,
61022,0,18,18,0,0,0,0,0
61022,,1803250903,18,,,,,
61023,0,18,18,0,0,0,0,0
61023,,1803250903,18,,,,,
61024,0,18,18,0,0,0,0,0
61024,,180101042411,18,,,,,
61025,0,18,18,0,0,0,0,0
61025,,180101042411,18,,,,,
61026,0,18,18,0,0,0,0,0
61026,,1806020110,18,,,,,
61027,0,18,18,0,0,0,0,0
61027,,1806020110,18,,,,,
61028,0,18,18,0,0,0,0,0
61028,,1806020110,18,,,,,
61029,0,18,18,0,0,0,0,0
61029,,1806020110,18,,,,,
61030,0,18,18,0,0,0,0,0
61030,,1899,18,,,,,
61031,0,18,18,0,0,0,0,0
61031,,1899,18,,,,,
61032,0,18,18,0,0,0,0,0
61032,,1899,18,,,,,
61033,0,18,18,0,0,0,0,0
61033,,1899,18,,,,,
61034,0,18,18,0,0,0,0,0
61034,,1899,18,,,,,
61035,0,18,18,0,0,0,0,0
61035,,1899,18,,,,,
61036,0,18,18,0,0,0,0,0
61036,,1899,18,,,,,
61037,0,18,18,0,0,0,0,0
61037,,1899,18,,,,,
61038,0,18,18,0,0,0,0,0
61038,,1899,18,,,,,
61039,0,18,18,0,0,0,0,0
61039,,1899,18,,,,,
61040,0,18,18,0,0,0,0,0
61040,,1899,18,,,,,
61041,0,18,18,0,0,0,0,0
61041,,1899,18,,,,,
61042,0,18,18,0,0,0,0,0
61042,,1899,18,,,,,
61043,0,18,18,0,0,0,0,0
61043,,1803250103,18,,,,,
61044,0,18,18,0,0,0,0,0
61044,,1803250103,18,,,,,
61045,0,18,18,0,0,0,0,0
61045,,1803250103,18,,,,,
61046,0,18,18,0,0,0,0,0
61046,,1803250103,18,,,,,
61047,0,18,18,0,0,0,0,0
61047,,1801010117,18,,,,,
61048,0,18,18,0,0,0,0,0
61048,,1801010117,18,,,,,
61049,0,18,18,0,0,0,0,0
61049,,1801010117,18,,,,,
61050,0,18,18,0,0,0,0,0
61050,,1801010117,18,,,,,
61051,0,18,18,0,0,0,0,0
61051,,1801010117,18,,,,,
61052,0,18,18,0,0,0,0,0
61052,,1801010117,18,,,,,
61053,0,18,18,0,0,0,0,0
61053,,180103021824,18,,,,,
61054,0,18,18,0,0,0,0,0
61054,,1806010128,18,,,,,
61055,0,18,18,0,0,0,0,0
61055,,1806010128,18,,,,,
61056,0,18,18,0,0,0,0,0
61056,,1806010128,18,,,,,
61057,0,18,18,0,0,0,0,0
61057,,1806010128,18,,,,,
61058,0,18,18,0,0,0,0,0
61058,,1806010128,18,,,,,
61059,0,18,18,0,0,0,0,0
61059,,1806010128,18,,,,,
61060,0,18,18,0,0,0,0,0
61060,,1806010128,18,,,,,
61061,0,18,18,0,0,0,0,0
61061,,1803040203,18,,,,,
61062,0,18,18,0,0,0,0,0
61062,,1803040203,18,,,,,
61063,0,18,18,0,0,0,0,0
61063,,1803040203,18,,,,,
61064,0,18,18,0,0,0,0,0
61064,,1803040203,18,,,,,
61065,0,18,18,0,0,0,0,0
61065,,1803040203,18,,,,,
61066,0,18,18,0,0,0,0,0
61066,,1803040203,18,,,,,
61067,0,18,18,0,0,0,0,0
61067,,1803040203,18,,,,,
61068,0,18,18,0,0,0,0,0
61068,,1803040203,18,,,,,
61069,0,18,18,0,0,0,0,0
61069,,1803040203,18,,,,,
61070,0,18,18,0,0,0,0,0
61070,,180404010205,18,,,,,
61071,0,18,18,0,0,0,0,0
61071,,180404010205,18,,,,,
61072,0,18,18,0,0,0,0,0
61072,,180404010205,18,,,,,
