ID,TableName
70,TEXT_CODES
71,TEXT_DATA
73,STATUS_DATA
74,BIOG_INST_DATA
75,BIOG_MAIN
76,BIOG_SOURCE_DATA
77,ENTRY_DATA
78,KIN_DATA
79,OFFICE_CODE_Type_rel
80,OFFICE_CODES
81,OFFICE_TYPE_TREE
82,POSTED_TO_ADDR_DATA
83,POSTED_TO_OFFICE_DATA
84,POSTING_DATA
85,SOCIAL_INSTITUTION_CODES
87,TEXT_BIBLCAT_TYPES
