c_place_id,c_place_1990,c_name,c_name_chn,x_coord,y_coord
211.0,150425,"Keshiketeng Qi","克什克騰旗",117.44933,43.27404
212.0,150426,"Wengniute Qi","翁牛特旗",119.36993,42.93176
213.0,152301,"Tongliao Shi","通遼市",122.4085,43.6467
214.0,152322,"Ke`erqin-zuoyizhong Qi","科爾沁左翼中旗",122.37208,44.01347
215.0,152323,"Ke`erqin-zuoyihou Qi","科爾沁左翼後旗",122.6916,43.19096
216.0,152324,Kailu,"開魯",121.16239,43.71702
217.0,152325,"Kulun Qi","庫倫旗",121.81676,42.80707
218.0,152326,"Naiman Qi","奈曼旗",121.03667,42.86929
219.0,220324,Shuangliao,"雙遼",123.71585,43.71125
220.0,152502,"Xilinhaote Shi","錫林浩特市",116.24347,43.96828
221.0,152525,"Dongwuzhumuqin Qi","東烏珠穆沁旗",117.63378,45.7221
222.0,152526,"Xiwuzhumuqin Qi","西烏珠穆沁旗",117.9315,44.65096
223.0,152103,"Zalantu Shi","扎蘭屯市",121.94052,47.81851
224.0,152122,"Arong Qi","阿榮旗",123.09273,48.60006
225.0,152123,"Molidawa Dawo`er Qi","莫力達瓦達斡爾族旗",124.43777,48.90934
226.0,152201,"Wulanhaote Shi","烏蘭浩特市",122.14717,46.00466
227.0,152221,"Ke`erqin-youyiqian Qi","科爾沁右翼前旗",121.26446,46.64964
228.0,152222,"Ke`erqin-youyizhong Qi","科爾沁右翼中旗",121.08828,45.1032
229.0,152223,"Zhalaite Qi","札賚特旗",122.44938,46.68371
230.0,152224,Tuquan,"突泉",121.48854,45.63626
231.0,222301,"Baicheng Shi","白城市",122.72736,45.63618
232.0,222302,"Tao`nan Shi","洮南市",122.50768,45.50947
233.0,222323,Changling,"長嶺",123.94414,44.31472
234.0,222326,Zhenlai,"鎮賚",123.45209,45.84806
235.0,222327,Tongyu,"通榆",122.80431,44.7224
236.0,140201,"Datong Shixiaqu","大同市轄區",113.19984,40.14574
237.0,142132,Datong,"大同",113.62646,39.95959
238.0,142131,Youyu,"右玉",112.38342,39.98816
239.0,142224,Yuanping,"原平",112.68021,38.85946
240.0,152601,"Jining Shi","集寧市",113.09834,41.03596
241.0,152602,"Fengzhen Shi","豐鎮市",113.3032,40.55397
242.0,152624,Zhuozi,"卓資",112.40563,40.93941
243.0,152629,Liangcheng,"涼城",112.52459,40.48531
244.0,152631,"Chaha`er-youyizhong Qi","察蝦爾右翼中旗",112.40476,41.41915
245.0,152632,"Chaha`er-youyihou Qi","察蝦爾右翼後旗",113.10139,41.52943
246.0,132527,Huai`an,"懷安",114.46281,40.54629
247.0,142122,Tianzhen,"天鎮",114.2384,40.43558
248.0,142121,Yanggao,"陽高",113.78408,40.16596
249.0,142133,Huairen,"懷仁",113.12552,39.75919
250.0,150101,"Huhehaote Shixiaqu","呼和浩特市轄區",111.7988,40.86919
251.0,150102,"Xincheng Qu","新城區",0.0,0.0
252.0,150103,"Huimin Qu","回民區",0.0,0.0
253.0,150104,"Yuquan Qu","玉泉區",0.0,0.0
254.0,150105,"Huhehaote Jiaoqu","呼和浩特郊區",0.0,0.0
255.0,152621,Wuchuan,"武川",111.19716,41.07687
256.0,152622,Helinge`er,"和林格爾",111.88048,40.3127
257.0,132526,Yangyuan,"陽原",114.36985,40.12162
258.0,152634,"Siziwang Qi","四子王旗",111.66597,42.27513
259.0,152527,"Taipusi Qi","太僕寺旗",115.35008,41.86064
260.0,152530,"Zhenglan Qi","正藍旗",115.90509,42.50985
261.0,152531,Duolun,"多倫",116.45389,42.20312
262.0,152529,"Zhengxiangbai Qi","正鑲白旗",114.97297,42.5611
263.0,132521,Zhangbei,"張北",114.83102,41.24779
264.0,132522,Kangbao,"康保",114.58916,41.7877
265.0,132523,Guyuan,"沽源",115.47495,41.57182
266.0,132524,Shangyi,"商義",114.13638,41.12848
267.0,132533,Chongli,"崇禮",115.19703,41.01799
268.0,152528,"Xianghuang Qi","鑲黃旗",114.10482,42.33833
269.0,152625,Huade,"化德",114.15986,41.94985
270.0,152626,Shangdu,"商都",113.70886,41.7236
271.0,152630,"Chaha`er-youyiqian Qi","察蝦爾右翼前旗",113.22722,40.95455
272.0,152627,Xinghe,"興和",113.74973,40.94185
273.0,132530,Zhuolu,"涿鹿",115.23717,40.05915
274.0,132529,Huailai,"懷來",115.63316,40.32021
275.0,110229,Yanqing,"延慶",116.17898,40.52289
276.0,132532,Chicheng,"赤城",115.95625,40.93283
277.0,130721,Xuanhua,"宣化",115.11148,40.48838
278.0,130701,"Zhangjiakou Shixiaqu","張家口市轄區",114.88896,40.75053
279.0,132528,Wanquan,"萬全",114.59456,40.83994
280.0,140601,"Shuozhou Shixiaqu","朔州市轄區",112.41625,39.26553
281.0,140602,"Shuocheng Qu","朔城區",0.0,0.0
282.0,140603,"Pinglu Qu","朔州區",0.0,0.0
283.0,142234,Pianguan,"偏關",111.67925,39.41545
284.0,142230,Wuzhai,"五寨",111.74155,38.98575
285.0,142126,"Ying Xian","應縣",113.28922,39.50096
286.0,140621,Shanyin,"山陰",112.75849,39.4836
287.0,142125,Hunyuan,"渾源",113.68737,39.60031
288.0,132525,"Yu Xian","蔚縣",114.62601,39.88151
289.0,142123,Guangling,"廣靈",114.16589,39.75216
290.0,142124,Lingqiu,"靈丘",114.22406,39.33913
291.0,132424,Laiyuan,"淶源",114.71628,39.34172
292.0,150221,"Tumote-you Qi","土默特右旗",110.71695,40.54885
293.0,142130,Zuoyun,"左雲",112.78196,39.97412
294.0,150121,"Tumote-zuo Qi","土默特左旗",111.29934,40.65889
295.0,150222,Guyang,"固陽",110.17993,41.10609
296.0,152633,"Da`erhanmaoming`an Qi","達爾罕茂明安旗",110.35576,41.97746
297.0,152623,Qingshuihe,"清水河",111.72802,39.88542
298.0,152701,"Dongsheng Shi","東勝市",109.77021,39.794
299.0,152501,"Erlianhaote Shi","二連浩特市",112.02676,43.57908
300.0,152522,"Abaga Qi","阿巴嘎旗",114.83303,44.24834
301.0,152523,"Sunite-zuo Qi","蘇尼特左旗",113.30574,43.91612
302.0,152524,"Sunite-you Qi","蘇尼特右旗",112.73093,42.82217
303.0,110105,"Chaoyang Qu","朝陽區",116.35878,39.94664
304.0,110109,"Mentougou Qu","門頭溝區",115.79676,39.98708
305.0,110111,"Fangshan Qu","房山區",115.84486,39.70774
306.0,110224,Daxing,"大興",116.47809,39.62466
307.0,131001,"Langfang Shixiaqu","廊坊市轄區",116.75873,39.37992
308.0,110106,"Fengtai Qu","豐台區",0.0,0.0
309.0,131002,"Anci Qu","安次區",0.0,0.0
310.0,110223,"Tong Xian","通縣",116.74764,39.80878
311.0,131023,Yongqing,"永清",116.5562,39.287
312.0,120221,Ninghe,"寧河",117.68169,39.37892
313.0,120224,Baodi,"寶坻",117.43469,39.58212
314.0,131024,Xianghe,"香河",117.05234,39.72806
315.0,110221,Changping,"昌平",116.18039,40.20385
316.0,120222,Wuqing,"武清",117.06911,39.4237
317.0,131021,Sanhe,"三河",117.00747,39.93987
318.0,120225,"Ji Xian","薊縣",117.46821,39.99356
319.0,130228,Zunhua,"遵化",117.89774,40.13036
320.0,132623,Xinglong,"興隆",117.73086,40.4502
321.0,130221,Fengrun,"豐潤",118.07323,39.81155
322.0,130222,Fengnan,"豐南",118.15628,39.41167
323.0,130229,Yutian,"玉田",117.73025,39.75576
324.0,110226,Pinggu,"平谷",117.15976,40.19804
325.0,132421,"Yi Xian","易縣",115.24082,39.30285
326.0,130601,"Baoding Shixiaqu","保定市轄區",115.46042,38.86465
327.0,132429,Laishui,"淶水",115.41801,39.62053
328.0,132402,"Zhuozhou Shi","涿州市",116.00905,39.46593
329.0,131022,Gu`an,"固安",116.29433,39.31593
330.0,132436,Xincheng,"新城",116.00249,39.23178
331.0,132425,Dingxing,"定興",115.74892,39.19808
332.0,110222,Shunyi,"順義",116.74566,40.13951
333.0,110227,Huairou,"懷柔",116.59508,40.64108
334.0,110228,Miyun,"密雲",117.10972,40.50081
335.0,130324,Lulong,"盧龍",118.96579,39.91134
336.0,130321,"Qinglong Manzu Zizhixian","青龍滿族自治縣",119.0913,40.3372
337.0,130323,Funing,"撫寧",119.41964,39.99629
338.0,130226,Qian`an,"遷安",118.69635,40.04835
339.0,130227,Qianxi,"遷西",118.35441,40.18334
340.0,130322,Changli,"昌黎",119.06113,39.59085
341.0,130201,"Tangshan Shixiaqu","唐山市轄區",118.31292,39.70397
342.0,130223,"Luan Xian","灤縣",118.54563,39.76838
343.0,130224,Luannan,"灤南",118.52929,39.33634
344.0,130225,Leting,"樂亭",119.00597,39.28359
345.0,130230,"Tanghai Shi","唐海市",118.41089,39.29335
346.0,132434,"Xiong Xian","雄縣",116.19102,39.03098
347.0,132435,Rongcheng,"容城",115.92631,39.03345
348.0,131026,Wen`an,"文安",116.45904,38.88433
349.0,132426,"Wan Xian","完縣",115.06253,38.91264
350.0,131028,"Dachang Hui Zizhixian","大廠回族自治縣",116.94406,39.88864
351.0,131081,"Bazhou Shi","霸州市",116.59914,39.08965
352.0,131025,Dacheng,"大城",116.56899,38.66244
353.0,130622,Qingyuan,"清苑",115.49791,38.7261
354.0,130621,Mancheng,"滿城",115.24066,38.91786
355.0,132433,Anxin,"安新",115.89364,38.8721
356.0,132432,Gaoyang,"高陽",115.82196,38.63149
357.0,132423,Xushui,"徐水",115.5582,39.01358
358.0,410201,"Kaifeng Shixiaqu","開封市轄區",114.33566,34.81834
359.0,410224,Kaifeng,"開封",114.43108,34.71676
360.0,410725,Yuanyang,"原陽",113.92408,35.03443
361.0,410222,Tongxu,"通許",114.47541,34.42542
362.0,412724,Taikang,"太康",114.83521,34.08768
363.0,410122,Zhongmou,"中牟",114.01264,34.70192
364.0,410221,"Qi Xian","杞縣",114.76574,34.49348
365.0,412323,Minquan,"民權",115.15167,34.68837
366.0,411024,Yanling,"鄢陵",114.17815,34.01306
367.0,410223,Weishi,"尉氏",114.16429,34.4022
368.0,412721,Fugou,"扶溝",114.42878,34.09839
369.0,410726,Yanjin,"延津",114.19623,35.29633
370.0,411022,Changge,"長葛",113.85745,34.2473
371.0,410728,Changyuan,"長垣",114.75555,35.18609
372.0,410727,Fengqiu,"封邱",114.51105,35.06645
373.0,412325,"Sui Xian","睢縣",115.02536,34.38092
374.0,410225,Lankao,"蘭考",114.98839,34.86999
375.0,412327,Zhecheng,"柘城",115.2959,34.09504
376.0,412301,"Shangqiu Shi","商邱市",115.69177,34.42788
377.0,412322,Shangqiu,"商邱",115.57285,34.34321
378.0,412324,Ningling,"寧陵",115.30003,34.43134
379.0,412326,Xiayi,"夏邑",116.18844,34.21455
380.0,412321,Yucheng,"虞城",115.94263,34.31111
381.0,410526,"Hua Xian","滑縣",114.67945,35.45364
382.0,372925,"Shan Xian","單縣",116.1065,34.73907
383.0,372924,Chengwu,"成武",115.95297,34.98281
384.0,370827,Yutai,"魚臺",116.60065,35.02765
385.0,342221,Dangshan,"碭山",116.40851,34.45005
386.0,340421,Fengtai,"鳳台",116.57852,32.77174
387.0,342422,"Shou Xian","壽縣",116.76125,32.27439
388.0,340401,"Huainan Shixiaqu","淮南市轄區",116.92164,32.73816
389.0,342124,Guoyang,"渦陽",116.21235,33.5671
390.0,342125,Mengcheng,"蒙城",116.53527,33.20223
391.0,342130,Lixin,"利辛",116.13391,33.11526
392.0,342401,"Lu`an Shi","六安市",116.51258,31.74446
393.0,342421,Lu`an,"六安",116.42,31.67205
394.0,342426,Jinzhai,"金寨",115.7832,31.45292
395.0,342427,Huoshan,"霍山",116.20899,31.2753
396.0,411201,"Sanmenxia Shixiaqu","三門峽市轄區",111.2499,34.75799
397.0,411222,"Shan Xian","陜縣",111.3817,34.63537
398.0,411223,Lingbao,"靈寶",110.73956,34.43054
399.0,412902,"Dengzhou Shi","鄧州市",111.93372,32.69198
400.0,412925,Zhenping,"鎮平",112.18875,33.10153
401.0,412901,"Nanyang Shi","南陽市",112.53333,33.01227
402.0,412921,Nanzhao,"南召",112.38739,33.46632
403.0,412924,Nanyang,"南陽",112.57008,32.95994
404.0,412923,Xixia,"西峽",111.39409,33.44882
405.0,412926,Neixiang,"內鄉",111.86153,33.2222
406.0,412927,Xichuan,"淅川",111.41096,33.01682
407.0,412822,Biyang,"泌陽",113.45206,32.86115
408.0,412929,Tanghe,"唐河",112.86786,32.6321
409.0,412932,Tongbai,"桐柏",113.40636,32.48292
410.0,412922,Fangcheng,"方城",113.02626,33.33547
411.0,412928,Sheqi,"社旗",112.99369,32.97181
412.0,410422,"Ye Xian","葉縣",113.3295,33.53099
413.0,411121,Wuyang,"舞陽",113.65891,33.4874
414.0,410301,"Luoyang Shixiaqu","洛陽市轄區",112.43411,34.65082
415.0,410329,Yichuan,"伊川",112.48601,34.38446
416.0,411221,Mianchi,"澠池",111.79169,34.84205
417.0,411281,"Yima Shi","義馬市",111.91371,34.73871
418.0,410125,Dengfeng,"登封",113.01254,34.43662
419.0,410322,Mengjin,"孟津",112.4982,34.83899
420.0,410124,"Gong Xian","鞏縣",113.02478,34.69338
421.0,410323,Xin`an,"新安",112.10508,34.83464
422.0,410321,Yanshi,"偃師",112.73942,34.6462
423.0,410327,Yiyang,"宜陽",112.09223,34.47659
424.0,410325,"Song Xian","嵩縣",112.04549,33.95783
425.0,410326,Ruyang,"汝陽",112.42086,34.08018
426.0,410328,Luoning,"洛寧",111.47834,34.36277
427.0,410482,"Ruzhou Shi","汝州市",112.84095,34.14539
428.0,410425,"Jia Xian","郟縣",113.21472,33.9844
429.0,410401,"Pingdingshan Shixiaqu","平頂山市轄區",113.28553,33.73918
430.0,410423,Lushan,"魯山",112.7557,33.77411
431.0,410481,"Wugang Shi","無鋼市",113.50745,33.26802
432.0,410421,Baofeng,"寶豐",113.03046,33.89581
433.0,411001,"Xuchang Shixiaqu","許昌市轄區",113.81658,34.04573
434.0,411023,Xuchang,"許昌",113.95523,34.02081
435.0,411101,"Luohe Shixiaqu","漯河市轄區",114.04134,33.56254
436.0,411123,Yancheng,"郾城",114.01279,33.59709
437.0,411122,Linying,"臨穎",113.93808,33.8502
438.0,410426,Xiangcheng,"襄城",113.54859,33.85607
