tts_sysno,c_textid,c_personid,c_role_id,c_year,c_nh_code,c_nh_year,c_range_code,c_source,c_pages,c_notes,c_created_by,c_created_date,c_modified_by,c_modified_date
4761,6681,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4762,6682,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4763,6683,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4764,6684,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4765,6685,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4766,6686,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4767,6687,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4768,6688,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4769,6689,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4770,6690,30337,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4771,6691,30357,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4772,6692,30358,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4773,6693,30360,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4774,6694,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4775,6695,30374,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4776,6696,30602,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4777,6697,30603,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4778,6698,30606,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4779,6699,26941,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4780,6700,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4781,6701,30632,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4782,6702,30661,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4783,6703,29602,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4784,6704,11585,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4785,6705,30779,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4786,6706,30791,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4787,6707,30792,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4788,6708,30793,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4789,6709,30810,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4790,6710,31723,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4791,6711,3915,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4792,6712,15496,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4793,6713,2120,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4794,6714,26970,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4795,6715,24985,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4796,6716,33221,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4797,6717,33229,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4798,6718,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4799,6719,33232,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4800,6720,33232,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4801,6721,33232,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4802,6722,33232,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4803,6723,33233,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4804,6724,33234,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4805,6725,33234,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4806,6726,33253,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4807,6727,33262,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4808,6728,33254,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4809,6729,33263,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4810,6730,33263,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4811,6731,33263,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4812,6732,33275,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4813,6733,30727,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4814,6734,33284,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4815,6735,33285,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4816,6736,33286,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4817,6737,33308,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4818,6738,1187,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4819,6739,33308,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4820,6740,33308,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4821,6741,33308,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4822,6742,14299,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4823,6743,14299,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4824,6744,24294,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4825,6745,3484,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4826,6746,33310,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4827,6747,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4828,6748,33313,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4829,6749,33311,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4830,6750,33314,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4831,6751,24849,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4832,6752,33315,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4833,6753,33316,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4834,6754,24942,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4835,6755,33317,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4836,6756,33317,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4837,6757,33318,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4838,6758,33320,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4839,6759,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4840,6760,33331,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4841,6761,33334,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4842,6762,33333,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4843,6763,33332,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4844,6764,33340,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4845,6765,25860,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4846,6766,33342,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4847,6767,33343,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4848,6768,25229,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4849,6769,25229,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4850,6770,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4851,6771,29944,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4852,6772,29944,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4853,6773,33345,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4854,6774,33346,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4855,6775,33348,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4856,6776,33350,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4857,6777,12352,0,-1,-1,-1,-1,,0000000,,BDZWZ,20080620,,
4858,6777,33351,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4859,6778,33352,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4860,6779,33353,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4861,6780,33357,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4862,6781,33361,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4863,6783,33381,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4864,6784,33382,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4865,6785,33392,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4866,6786,33395,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4867,6787,33425,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4868,6788,27751,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4869,6789,33465,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4870,6790,33468,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4871,6791,32848,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4872,6792,33497,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4873,6793,33544,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4874,6794,33861,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4875,6795,1205,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4876,6796,13221,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4877,6797,33882,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4878,6798,33881,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4879,6798,33882,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4880,6799,24787,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4881,6800,24788,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4882,6801,24788,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4883,6802,33907,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4884,6803,27663,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4885,6804,11541,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4886,6805,14756,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4887,6805,21053,0,-1,-1,-1,-1,,0006805,,PBOL,20160220,,
4888,6805,49284,0,-1,-1,-1,-1,,0006805,,PBOL,20160220,,
4889,6806,33929,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4890,6807,33933,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4891,6808,33934,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4892,6809,34129,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4893,6810,30239,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4894,6811,30239,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4895,6812,34252,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4896,6813,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4897,6814,34131,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4898,6815,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4899,6816,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4900,6816,74329,0,-1,-1,-1,-1,,0000000,,load,20140114,,
4901,6817,35118,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4902,6818,35186,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4903,6819,35190,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4904,6820,35063,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4905,6821,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4906,6822,34134,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4907,6823,34136,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4908,6824,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4909,6824,89449,0,-1,-1,-1,-1,,0000000,,load,20140114,,
4910,6825,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4911,6826,34138,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4912,6827,34138,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4913,6828,30399,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4914,6829,33770,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4915,6830,34139,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4916,6831,33879,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4917,6832,30144,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4918,6833,33903,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4919,6834,35188,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4920,6835,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4921,6836,34178,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4922,6837,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4923,6838,34183,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4924,6839,33182,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4925,6840,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4926,6841,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4927,6842,33892,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4928,6843,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4929,6844,34184,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4930,6845,33481,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4931,6846,35054,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4932,6847,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4933,6848,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4934,6849,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4935,6849,29757,0,-1,-1,-1,-1,,0000000,,load,20100825,,
4936,6850,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4937,6851,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4938,6852,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4939,6853,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4940,6854,34186,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4941,6855,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4942,6856,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4943,6856,74476,0,-1,-1,-1,-1,,0000000,,load,20140114,,
4944,6857,30648,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4945,6858,30726,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4946,6859,30192,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4947,6860,30192,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4948,6861,30301,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4949,6862,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4950,6863,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4951,6864,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4952,6865,33556,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4953,6866,29876,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4954,6867,33560,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4955,6868,33169,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4956,6869,33169,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4957,6870,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4958,6871,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4959,6872,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4960,6873,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4961,6874,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4962,6875,33851,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4963,6876,33848,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4964,6877,33848,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4965,6878,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4966,6879,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4967,6880,30080,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4968,6881,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4969,6882,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4970,6882,55833,0,-1,-1,-1,-1,,0000000,,load,20100825,,
4971,6883,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4972,6883,89808,0,-1,-1,-1,-1,,0000000,,load,20140114,,
4973,6884,34187,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4974,6885,34189,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4975,6886,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4976,6887,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4977,6888,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4978,6888,136064,0,-1,-1,-1,-1,,0000000,,HUCW,20140706,,
4979,6889,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4980,6889,78961,0,-1,-1,-1,-1,,0000000,,PBOL,20130219,,
4981,6890,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4982,6890,51816,0,-1,-1,-1,-1,,0000000,,load,20100825,,
4983,6891,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4984,6892,35102,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4985,6893,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4986,6894,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4987,6895,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4988,6896,29703,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4989,6897,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4990,6898,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4991,6899,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4992,6900,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4993,6901,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4994,6902,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4995,6903,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4996,6904,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4997,6905,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4998,6906,34190,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
4999,6907,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5000,6908,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5001,6909,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5002,6910,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5003,6911,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5004,6912,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5005,6913,35085,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5006,6914,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5007,6915,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5008,6916,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5009,6917,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5010,6918,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5011,6919,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5012,6920,34196,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5013,6921,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5014,6922,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5015,6923,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5016,6924,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5017,6925,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5018,6926,33562,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5019,6927,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5020,6928,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5021,6929,30731,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5022,6930,30731,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5023,6931,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5024,6933,34241,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5025,6934,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5026,6935,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5027,6936,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5028,6937,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5029,6938,33143,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5030,6939,35117,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5031,6940,35117,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5032,6941,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5033,6942,34226,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5034,6943,34227,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5035,6944,35106,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5036,6945,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5037,6946,34232,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5038,6947,34245,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5039,6948,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5040,6949,30309,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5041,6950,34233,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5042,6951,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5043,6952,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5044,6953,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5045,6953,80148,0,-1,-1,-1,-1,,0000000,,load,20140114,,
5046,6954,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5047,6955,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5048,6955,29717,0,-1,-1,-1,-1,,0000000,,load,20100825,,
5049,6956,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5050,6957,34234,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5051,6958,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5052,6959,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5053,6960,30728,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5054,6961,29794,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5055,6962,29829,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5056,6963,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5057,6964,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5058,6965,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5059,6966,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5060,6967,29904,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5061,6968,33900,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5062,6969,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5063,6970,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5064,6971,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5065,6972,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5066,6973,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5067,6974,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5068,6975,35105,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5069,6976,30603,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5070,6977,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5071,6978,35103,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5072,6979,29766,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5073,6980,29767,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5074,6981,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5075,6982,33908,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5076,6983,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5077,6984,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5078,6985,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5079,6986,34242,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5080,6987,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5081,6988,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5082,6989,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5083,6990,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5084,6991,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5085,6992,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5086,6993,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5087,6994,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5088,6995,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5089,6996,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5090,6997,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5091,6998,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5092,6999,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5093,6999,79765,0,-1,-1,-1,-1,,0000000,,load,20140114,,
5094,7000,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5095,7001,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5096,7002,35218,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5097,7003,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5098,7004,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5099,7005,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5100,7006,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5101,7007,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5102,7008,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5103,7009,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5104,7009,85479,0,-1,-1,-1,-1,,0000000,,load,20140114,,
5105,7010,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5106,7011,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5107,7012,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5108,7013,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5109,7014,34244,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5110,7015,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5111,7016,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5112,7017,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5113,7018,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5114,7019,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5115,7020,34246,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5116,7021,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5117,7022,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5118,7023,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5119,7024,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5120,7025,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
5121,7026,0,0,-1,-1,-1,-1,,0000000,,TTS,20070312,,
