tts_sysno,c_textid,c_personid,c_role_id,c_year,c_nh_code,c_nh_year,c_range_code,c_source,c_pages,c_notes,c_created_by,c_created_date,c_modified_by,c_modified_date
12364,13848,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12365,13849,66723,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12366,13850,54819,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12367,13851,61226,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12368,13852,65804,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12369,13853,68266,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12370,13854,65931,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12371,13855,68069,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12372,13856,57157,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12373,13857,56490,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12374,13858,58012,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12375,13859,65741,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12376,13860,56833,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12377,13861,62774,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12378,13862,65637,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12379,13863,65721,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12380,13864,62862,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12381,13865,54819,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12382,13866,65634,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12383,13867,68912,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12384,13868,68455,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12385,13869,56909,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12386,13870,65634,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12387,13871,68200,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12388,13872,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12389,13873,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12390,13874,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12391,13875,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12392,13876,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12393,13877,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12394,13878,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12395,13879,69006,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12396,13880,68455,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12397,13881,66407,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12398,13882,58665,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12399,13883,57288,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12400,13884,62166,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12401,13885,64942,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12402,13886,65867,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12403,13887,65845,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12404,13888,57484,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12405,13889,57434,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12406,13890,67160,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12407,13891,59750,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12408,13892,65875,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12409,13893,65875,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12410,13894,65803,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12411,13895,65846,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12412,13896,69379,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12413,13897,55432,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12414,13898,55432,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12415,13899,65931,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12416,13900,65640,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12417,13901,57819,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12418,13902,66668,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12419,13903,56858,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12420,13904,68014,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12421,13905,66056,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12422,13906,58437,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12423,13907,69099,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12424,13908,66407,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12425,13909,69099,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12426,13910,69099,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12427,13911,61225,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12428,13912,65767,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12429,13913,54562,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12430,13914,69047,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12431,13915,61360,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12432,13916,57181,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12433,13917,69389,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12434,13918,65741,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12435,13919,65933,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12436,13920,65767,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12437,13921,58642,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12438,13922,65859,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12439,13923,57600,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12440,13924,69079,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12441,13925,57270,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12442,13926,65933,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12443,13927,58829,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12444,13928,59385,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12445,13929,65756,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12446,13930,68294,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12447,13931,65894,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12448,13932,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12449,13933,65577,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12450,13934,65639,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12451,13935,63307,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12452,13936,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12453,13937,65474,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12454,13938,67838,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12455,13939,65748,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12456,13940,69482,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12457,13941,65942,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12458,13942,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12459,13943,65434,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12460,13944,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12461,13945,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12462,13946,58830,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12463,13947,69172,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12464,13948,65955,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12465,13949,67166,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12466,13950,67086,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12467,13951,66401,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12468,13952,64994,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12469,13953,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12470,13954,54562,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12471,13955,68201,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12472,13956,68201,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12473,13957,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12474,13958,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12475,13959,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12476,13960,58830,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12477,13961,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12478,13962,68450,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12479,13963,65906,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12480,13964,65906,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12481,13965,57212,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12482,13966,57729,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12483,13967,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12484,13968,65846,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12485,13969,65846,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12486,13970,62166,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12487,13971,65915,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12488,13972,66589,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12489,13973,66948,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12490,13974,69140,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12491,13975,68248,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12492,13976,63627,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12493,13977,60424,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12494,13978,68891,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12495,13979,68891,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12496,13980,66589,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12497,13981,68219,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12498,13982,68343,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12499,13983,63076,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12500,13984,65797,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12501,13985,59084,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12502,13986,68286,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12503,13987,65963,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12504,13988,65741,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12505,13989,68295,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12506,13990,68246,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12507,13991,67286,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12508,13992,56856,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12509,13993,66033,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12510,13994,66033,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12511,13995,69184,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12512,13996,65803,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12513,13997,58698,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12514,13998,67448,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12515,13999,68463,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12516,14000,66795,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12517,14001,68322,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12518,14002,64839,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12519,14003,69142,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12520,14004,68316,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12521,14005,66590,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12522,14006,65534,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12523,14007,67928,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12524,14008,56885,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12525,14009,56493,0,-1,-1,-1,-1,,0021608,,load,20100825,BDYF,20150709
12526,14010,56398,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12527,14011,58996,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12528,14012,65864,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12529,14013,65955,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12530,14014,65930,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12531,14015,65826,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12532,14016,65936,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12533,14017,65936,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12534,14018,65936,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12535,14019,65936,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12536,14020,65936,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12537,14021,65936,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12538,14022,65936,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12539,14023,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12540,14024,67762,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12541,14025,56094,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12542,14026,65850,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12543,14027,65497,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12544,14028,55824,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12545,14029,57942,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12546,14030,58985,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12547,14031,57270,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12548,14032,65735,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12549,14033,64735,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12550,14034,67703,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12551,14035,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12552,14036,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12553,14037,64694,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12554,14038,65955,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12555,14039,61360,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12556,14040,65955,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12557,14041,65739,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12558,14042,56833,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12559,14043,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12560,14044,67650,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12561,14045,66460,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12562,14046,65425,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12563,14047,67357,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12564,14048,56859,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12565,14049,66037,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12566,14050,67357,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12567,14051,65933,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12568,14052,67357,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12569,14053,58642,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12570,14054,65635,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12571,14055,65766,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12572,14056,64265,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12573,14057,65739,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12574,14058,63883,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12575,14059,63883,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12576,14060,63883,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12577,14061,66714,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12578,14062,65930,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12579,14063,61416,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12580,14064,65577,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12581,14065,65918,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12582,14066,61773,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12583,14067,66906,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12584,14068,58029,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12585,14069,69444,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12586,14070,68429,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12587,14071,62793,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12588,14072,58759,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12589,14073,69006,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12590,14074,60645,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12591,14075,68375,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12592,14076,69047,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12593,14077,68284,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12594,14078,57244,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12595,14079,66057,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12596,14080,67603,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12597,14081,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12598,14082,66057,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12599,14083,65836,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12600,14084,66722,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12601,14085,65761,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12602,14086,58483,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12603,14087,65887,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12604,14088,68310,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12605,14089,67060,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12606,14090,54304,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12607,14091,54304,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12608,14092,54304,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12609,14093,54304,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12610,14094,57153,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12611,14095,57181,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12612,14096,65672,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12613,14097,57932,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12614,14098,67447,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12615,14099,58022,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12616,14100,65579,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12617,14101,55630,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12618,14102,55630,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12619,14103,55630,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12620,14104,55630,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12621,14105,55630,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12622,14106,60727,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12623,14107,56833,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12624,14108,59107,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12625,14109,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12626,14110,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12627,14111,67072,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12628,14112,56858,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12629,14113,56858,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12630,14114,56858,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12631,14115,54955,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12632,14116,64942,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12633,14117,66041,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12634,14118,64942,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12635,14119,60404,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12636,14120,64942,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12637,14121,63265,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12638,14122,68375,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12639,14123,59056,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12640,14124,59008,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12641,14125,65839,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12642,14126,65839,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12643,14127,68004,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12644,14128,28113,0,-1,-1,-1,-1,,0000000,,HURX,20130719,HURX,20130719
12645,14128,66729,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12646,14129,68272,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12647,14130,68055,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12648,14131,69420,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12649,14132,55432,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12650,14133,69299,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12651,14134,64942,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12652,14135,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12653,14136,65933,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12654,14137,64906,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12655,14138,65871,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12656,14139,57219,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12657,14140,69037,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12658,14141,65735,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12659,14142,64942,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12660,14143,56094,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12661,14144,68347,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12662,14145,65614,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12663,14146,67089,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12664,14147,60727,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12665,14148,69085,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12666,14149,58079,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12667,14150,63158,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12668,14151,57235,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12669,14152,58139,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12670,14153,57092,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12671,14154,57049,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12672,14155,65901,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12673,14156,57049,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12674,14157,57049,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12675,14158,56852,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12676,14159,57088,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12677,14160,57088,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12678,14161,65739,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12679,14162,54019,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12680,14163,68255,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12681,14164,58138,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12682,14165,68522,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12683,14166,65980,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12684,14167,66902,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12685,14168,65635,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12686,14169,65833,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12687,14170,65833,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12688,14171,65833,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12689,14172,68237,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12690,14173,63310,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12691,14174,65749,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12692,14175,65899,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12693,14176,64948,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12694,14177,54729,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12695,14178,64737,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12696,14179,63627,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12697,14180,67286,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12698,14181,58518,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12699,14182,58012,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12700,14183,65779,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12701,14184,65978,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12702,14185,68417,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12703,14186,62577,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12704,14187,65731,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12705,14188,65577,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12706,14189,67325,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12707,14190,65887,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12708,14191,56927,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12709,14192,34486,0,-1,-1,-1,-1,,0000000,,HUMZY,20141017,,
12710,14192,66728,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12711,14193,66041,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12712,14194,68891,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12713,14195,60857,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12714,14196,61136,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12715,14197,56833,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12716,14198,67168,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12717,14199,63176,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12718,14200,58339,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12719,14201,65862,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12720,14202,66896,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12721,14203,58788,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12722,14204,67815,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12723,14205,67327,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12724,14206,68239,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12725,14207,57842,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12726,14208,64948,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12727,14209,67082,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12728,14210,68264,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12729,14211,69323,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12730,14212,66041,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12731,14213,65937,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12732,14214,57181,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12733,14215,69029,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12734,14216,58665,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12735,14217,58665,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12736,14218,65864,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12737,14219,69178,0,-1,-1,-1,-1,,0000000,,load,20100825,,
12738,14220,62334,0,-1,-1,-1,-1,,0000000,,load,20100825,,
