tts_sysno,c_personid,c_sequence,c_status_code,c_firstyear,c_fy_nh_code,c_fy_nh_year,c_fy_range,c_lastyear,c_ly_nh_code,c_ly_nh_year,c_ly_range,c_supplement,c_source,c_pages,c_notes,c_created_by,c_created_date,c_modified_by,c_modified_date
1,0,0,71,,0,,,,0,,,,7596,,,load,20101201,,
2,0,0,136,,0,,,,0,,,,0,,,BDGSX,20080623,,
3,1,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
4,1,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
5,2,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
6,3,0,14,,0,,,,0,,,,7596,3024,,load,20101201,,
7,3,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
8,3,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
9,4,0,9,,0,,,,0,,,,0,,,BDLYH,20080122,,
10,4,0,40,,0,,,,0,,,,0,,,BDLYH,20080122,,
11,4,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
12,5,0,40,,0,,,,0,,,,0,,,BDLYH,20080122,,
13,5,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
14,6,0,40,,0,,,,0,,,,0,,,BDGSX,20080114,,
15,6,0,52,,0,,,,0,,,,0,,,BDGSX,20080114,,
16,6,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
17,7,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
18,8,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
19,9,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
20,10,0,40,,0,,,,0,,,,0,,,BDZWZ,20080618,,
21,10,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
22,11,0,144,,0,,,,0,,,,0,,,BDZWZ,20080531,,
23,11,0,205,,0,,,,0,,,,7596,10701,,load,20101201,,
24,11,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
25,12,0,40,,0,,,,0,,,,0,,,BDLJ,20080621,,
26,12,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
27,13,0,9,,0,,,,0,,,,7596,10729,,BDZWZ,20080617,,
28,13,0,40,,0,,,,0,,,,0,,,BDZWZ,20080617,,
29,13,0,71,,0,,,,0,,,,7596,10729,,BDZWZ,20080617,,
30,13,0,114,,0,,,,0,,,,0,,,BDZWZ,20080617,,
31,13,0,263,,0,,,,0,,,,7596,10729,,load,20101201,,
32,13,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
33,14,0,165,,0,,,,0,,,,0,,,BDZWZ,20080618,,
34,14,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
35,15,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
36,16,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
37,17,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
38,18,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
39,19,0,186,,0,,,,0,,,,7596,13861,,load,20101201,,
40,19,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
41,20,0,114,,0,,,,0,,,,7596,14480,,load,20101201,,
42,20,0,192,,0,,,,0,,,,7596,14480,,load,20101201,,
43,20,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
44,21,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
45,22,1,50,1130,0,,,1130,0,,,,0,,"From Hartwell's STATUS code.",TTS,20070312,,
46,22,2,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
47,23,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
48,24,0,157,,0,,,,0,,,,7596,14200,,load,20101201,,
49,24,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
50,25,0,142,,0,,,,0,,,,7596,13580,,load,20101201,,
51,25,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
52,26,0,114,,0,,,,0,,,,7596,13956,,load,20101201,,
53,26,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
54,27,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
55,28,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
56,29,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
57,30,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
58,31,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
59,32,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
60,33,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
61,34,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
62,34,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
63,35,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
64,36,0,197,,0,,,,0,,,,7596,14100,,load,20101201,,
65,36,0,238,,0,,,,0,,,,7596,14100,,load,20101201,,
66,36,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
67,37,0,264,,0,,,,0,,,,7596,13807,,load,20101201,,
68,37,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
69,38,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
70,39,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
71,40,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
72,41,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
73,42,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
74,43,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
75,44,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
76,45,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
77,46,0,148,,0,,,,0,,,,7596,14002,,load,20101201,,
78,46,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
79,47,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
80,48,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
81,49,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
82,50,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
83,51,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
84,52,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
85,53,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
86,54,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
87,55,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
88,56,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
89,57,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
90,58,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
91,59,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
92,60,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
93,61,0,50,1081,0,,,1081,0,,,,0,,"From Hartwell's STATUS code.",TTS,20070312,,
94,61,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
95,62,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
96,62,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
97,63,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
98,64,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
99,65,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
100,66,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
101,67,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
102,68,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
103,69,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
104,70,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
105,71,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
106,72,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
107,73,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
108,74,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
109,75,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
110,76,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
111,77,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
112,77,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
113,78,0,252,,0,,,,0,,,,7596,14213,,load,20101201,,
114,78,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
115,79,0,142,,0,,,,0,,,,7596,14493,,load,20101201,,
116,79,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
117,80,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
118,81,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
119,82,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
120,83,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
121,83,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
122,84,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
123,86,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
124,87,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
125,88,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
126,89,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
127,90,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
128,91,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
129,92,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
130,93,0,263,,0,,,,0,,,,7596,14525,,load,20101201,,
131,93,0,264,,0,,,,0,,,,7596,14525,,load,20101201,,
132,93,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
133,94,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
134,95,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
135,96,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
136,97,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
137,97,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
138,98,0,114,,0,,,,0,,,,7596,14539,,load,20101201,,
139,98,0,142,,0,,,,0,,,,7596,14539,,load,20101201,,
140,98,0,222,,0,,,,0,,,,7596,14539,,load,20101201,,
141,98,0,264,,0,,,,0,,,,7596,14539,,load,20101201,,
142,98,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
143,98,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
144,99,0,9,,0,,,,0,,,,7596,14541,,load,20101201,,
145,99,0,252,,0,,,,0,,,,7596,14541,,load,20101201,,
146,99,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
147,100,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
148,101,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
149,102,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
150,103,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
151,104,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
152,105,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
153,106,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
154,107,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
155,108,0,142,,0,,,,0,,,,7596,13764,,load,20101201,,
156,108,0,189,,0,,,,0,,,,7596,13764,,load,20101201,,
157,108,0,264,,0,,,,0,,,,7596,13764,,load,20101201,,
158,108,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
159,109,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
160,110,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
161,111,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
162,112,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
163,113,0,22,,0,,,,0,,,,7596,16653,,load,20101201,,
164,113,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
165,114,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
166,115,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
167,116,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
168,116,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
169,117,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
170,117,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
171,118,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
172,118,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
173,119,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
174,120,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
175,121,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
176,122,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
177,123,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
178,124,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
179,125,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
180,126,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
181,127,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
182,128,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
183,129,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
184,130,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
185,131,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
186,132,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
187,133,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
188,134,0,40,,0,,,,0,,,,0,,,BDZWZ,20080705,,
189,134,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
190,135,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
191,136,0,22,,0,,,,0,,,,7596,12250,,load,20101201,,
192,136,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
193,137,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
194,138,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
195,139,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
196,140,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
197,141,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
198,142,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
199,143,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
200,144,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
201,145,0,9,,0,,,,0,,,,7596,22318,,load,20101201,,
202,145,0,144,,0,,,,0,,,,7596,22318,,load,20101201,,
203,145,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
204,146,0,9,,0,,,,0,,,,7596,22279,,load,20101201,,
205,146,0,71,,0,,,,0,,,,7596,22279,,load,20101201,,
206,146,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
207,147,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
208,148,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
209,149,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
210,150,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
211,150,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
212,151,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
213,152,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
214,153,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
215,154,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
216,155,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
217,156,0,114,,0,,,,0,,,,7596,10276,,load,20101201,,
218,156,0,186,,0,,,,0,,,,7596,10276,,load,20101201,,
219,156,1,61,0,0,,,0,0,,,,0,,,TTS,20070312,,
220,157,0,186,,0,,,,0,,,,7596,10297,,load,20101201,,
221,157,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
222,158,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
223,159,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
224,160,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
225,161,0,204,,0,,,,0,,,,7596,2838,,load,20101201,,
226,161,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
227,162,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
228,163,1,61,0,0,,,0,0,,,,0,,,TTS,20070312,,
229,164,0,157,,0,,,,0,,,,7596,16997,,load,20101201,,
230,164,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
231,165,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
232,165,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
233,166,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
234,167,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
235,168,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
236,168,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
237,169,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
238,170,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
239,171,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
240,172,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
241,173,0,230,,0,,,,0,,,,7596,13055,,load,20101201,,
242,173,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
243,174,0,146,,0,,,,0,,,,7596,12858,,load,20101201,,
244,174,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
245,175,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
246,176,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
247,177,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
248,178,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
249,179,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
250,180,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
251,181,1,61,0,0,,,0,0,,,,0,,,TTS,20070312,,
252,182,0,114,,0,,,,0,,,,7596,12357,,load,20101201,,
253,182,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
254,183,0,14,,0,,,,0,,,,7596,13388,,load,20101201,,
255,183,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
256,183,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
257,184,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
258,185,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
259,186,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
260,187,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
261,187,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
262,188,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
263,189,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
264,190,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
265,191,0,192,,0,,,,0,,,,7596,12737,,load,20101201,,
266,191,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
267,192,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
268,193,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
269,194,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
270,195,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
271,196,1,29,960,0,0,,0,0,0,,,0,,,TTS,20070312,,
272,196,2,29,1016,0,,,1016,0,,,,0,,"From Hartwell's STATUS code.",TTS,20070312,,
273,196,3,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
274,197,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
275,198,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
276,199,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
277,200,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
278,200,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
279,201,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
280,202,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
281,203,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
282,204,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
283,205,0,147,,0,,,,0,,,,7596,13351,,load,20101201,,
284,205,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
285,206,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
286,207,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
287,208,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
288,209,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
289,210,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
290,211,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
291,211,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
292,212,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
293,213,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
294,214,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
295,215,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
296,216,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
297,217,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
298,217,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
299,218,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
300,219,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
301,220,0,192,,0,,,,0,,,,7596,13385,,load,20101201,,
302,220,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
303,221,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
304,222,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
305,223,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
306,224,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
307,225,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
308,226,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
309,227,0,36,,0,,,,0,,,,7596,13122,,load,20101201,,
310,227,0,39,,0,,,,0,,,,7596,13122,,load,20101201,,
311,227,0,114,,0,,,,0,,,,7596,13122,,load,20101201,,
312,227,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
313,228,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
314,228,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
315,229,0,147,,0,,,,0,,,,7596,12642,,load,20101201,,
316,229,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
317,230,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
318,231,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
319,232,0,2,,0,,,,0,,,,7596,12704,,load,20101201,,
320,232,1,61,0,0,,,0,0,,,,0,,,TTS,20070312,,
321,233,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
322,234,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
323,235,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
324,236,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
325,237,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
326,238,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
327,239,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
328,240,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
329,241,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
330,242,0,142,,0,,,,0,,,,7596,12764,,load,20101201,,
331,242,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
332,243,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
333,244,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
334,245,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
335,246,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
336,247,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
337,248,0,157,,0,,,,0,,,,7596,13288,,load,20101201,,
338,248,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
339,248,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
340,249,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
341,250,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
342,251,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
343,252,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
344,252,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
345,253,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
346,254,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
347,255,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
348,256,0,114,,0,,,,0,,,,24309,pers01801,"《全唐詩・卷762》(據唐代人物知識ベース)。",load,20100820,,
349,256,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
350,257,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
351,258,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
352,259,1,61,0,0,,,0,0,,,,0,,,TTS,20070312,,
353,260,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
354,261,0,2,,0,,,,0,,,,7596,12420,,load,20101201,,
355,261,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
356,262,0,142,,0,,,,0,,,,7596,12319,,load,20101201,,
357,262,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,BDGSX,20080705
358,263,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
359,264,0,114,,0,,,,0,,,,7596,12674,,load,20101201,,
360,264,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
361,265,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
362,266,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
363,267,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
364,268,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
365,269,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
366,270,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
367,271,0,147,,0,,,,0,,,,7596,12535,,load,20101201,,
368,271,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
369,272,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
370,272,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
371,273,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
372,274,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
373,275,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
374,276,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
375,277,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
376,278,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
377,279,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
378,279,2,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
379,280,0,147,,0,,,,0,,,,7596,13277,,load,20101201,,
380,280,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
381,281,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
382,282,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
383,283,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
384,284,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
385,285,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
386,286,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
387,287,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
388,288,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
389,289,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
390,290,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
391,291,0,114,,0,,,,0,,,,7596,13355,,load,20101201,,
392,291,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
393,292,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
394,293,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
