tts_sysno,c_personid,c_sequence,c_status_code,c_firstyear,c_fy_nh_code,c_fy_nh_year,c_fy_range,c_lastyear,c_ly_nh_code,c_ly_nh_year,c_ly_range,c_supplement,c_source,c_pages,c_notes,c_created_by,c_created_date,c_modified_by,c_modified_date
7046,11031,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7047,11032,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7048,11033,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7049,11034,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7050,11035,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7051,11037,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7052,11038,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7053,11039,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7054,11040,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7055,11041,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7056,11042,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7057,11043,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7058,11044,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7059,11047,0,94,,0,,,,0,,,,7596,20381,,load,20101201,,
7060,11051,0,30,,0,,,,0,,,,7596,20337,,load,20101201,,
7061,11051,1,94,0,0,,,0,0,,,,0,,,TTS,20070312,,
7062,11052,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7063,11053,0,9,,0,,,,0,,,,7596,20289,,load,20101201,,
7064,11053,0,197,,0,,,,0,,,,7596,20289,,load,20101201,,
7065,11053,1,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
7066,11054,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7067,11055,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7068,11056,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7069,11057,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7070,11058,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7071,11059,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7072,11061,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7073,11062,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7074,11063,1,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
7075,11064,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7076,11066,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7077,11067,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7078,11068,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7079,11069,0,142,,0,,,,0,,,,7596,7559,,load,20101201,,
7080,11069,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7081,11070,0,157,,0,,,,0,,,,7596,7595,,BDDWJ,20080307,,
7082,11070,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7083,11071,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7084,11072,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7085,11073,0,94,,0,,,,0,,,,7596,7593,,load,20101201,,
7086,11073,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7087,11074,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7088,11075,0,147,,0,,,,0,,,,7596,7565,,load,20101201,,
7089,11075,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7090,11076,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7091,11077,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7092,11079,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7093,11080,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7094,11081,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7095,11083,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7096,11084,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7097,11085,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7098,11086,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7099,11087,0,40,0,0,,,0,0,,,,0,,,TTS,20070312,BDGLW,20071214
7100,11087,0,71,,0,,,,0,,,,7596,7627,,load,20101201,,
7101,11087,0,114,,0,,,,0,,,,7596,7627,,load,20101201,,
7102,11089,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7103,11089,2,61,0,0,,,0,0,,,,0,,,TTS,20070312,,
7104,11093,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7105,11094,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7106,11095,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7107,11096,1,100,1196,0,,,0,0,,,,0,,"From Hartwell Entry data",TTS,20070312,,
7108,11096,1,130,1196,546,2,,1229,551,2,,,0,,,TTS,20070312,,
7109,11097,0,85,0,0,0,,0,0,0,,,7596,80,"文公、元公兩書院山長。",TTS,20070312,,
7110,11097,1,25,0,0,,,0,0,,,,0,,,TTS,20070312,,
7111,11102,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7112,11103,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7113,11104,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7114,11105,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7115,11106,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7116,11107,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7117,11108,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7118,11109,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7119,11110,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7120,11111,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7121,11112,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7122,11113,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7123,11114,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7124,11115,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7125,11116,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7126,11117,1,12,0,0,,,0,0,,,,0,,,TTS,20070312,,
7127,11118,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7128,11119,0,22,,0,,,,0,,,,7596,15854,,load,20101201,,
7129,11119,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7130,11120,0,85,,0,,,,0,,,,7596,15865,,load,20101201,,
7131,11120,0,94,,0,,,,0,,,,7596,15865,,load,20101201,,
7132,11120,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7133,11121,0,36,,0,,,,0,,,,7596,15961,,load,20101201,,
7134,11121,1,94,0,0,,,0,0,,,,7596,15961,,TTS,20070312,,
7135,11122,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7136,11123,1,25,0,0,,,0,0,,,,0,,,TTS,20070312,,
7137,11124,1,25,0,0,,,0,0,,,,0,,,TTS,20070312,,
7138,11125,0,142,,0,,,,0,,,,7596,20041,,load,20101201,,
7139,11125,0,146,,0,,,,0,,,,7596,20041,,load,20101201,,
7140,11125,0,233,,0,,,,0,,,,7596,20041,,load,20101201,,
7141,11125,1,12,0,0,,,0,0,,,,0,,,TTS,20070312,,
7142,11126,1,12,0,0,,,0,0,,,,0,,,TTS,20070312,,
7143,11127,0,146,,0,,,,0,,,,7596,20030,,load,20101201,,
7144,11127,1,12,0,0,,,0,0,,,,0,,,TTS,20070312,,
7145,11131,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7146,11132,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7147,11133,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7148,11134,0,146,,0,,,,0,,,,7596,15806,,load,20101201,,
7149,11134,0,157,,0,,,,0,,,,7596,15806,,load,20101201,,
7150,11134,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7151,11135,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7152,11136,0,146,,0,,,,0,,,,7596,6776,,load,20101201,,
7153,11136,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7154,11137,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7155,11138,0,147,,0,,,,0,,,,7596,17739,,load,20101201,,
7156,11138,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7157,11139,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7158,11140,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7159,11141,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7160,11142,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7161,11143,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7162,11144,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7163,11145,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7164,11146,0,147,,0,,,,0,,,,7596,17779,,load,20101201,,
7165,11146,0,230,,0,,,,0,,,,7596,17779,,load,20101201,,
7166,11146,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7167,11147,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7168,11148,1,70,0,0,,,0,0,,,,0,,,TTS,20070312,,
7169,11150,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7170,11151,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7171,11152,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7172,11153,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7173,11154,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7174,11155,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7175,11156,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7176,11157,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7177,11158,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7178,11159,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7179,11160,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7180,11161,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7181,11162,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7182,11163,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7183,11164,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7184,11165,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7185,11167,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7186,11168,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7187,11170,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7188,11172,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7189,11173,1,69,0,0,,,0,0,,,,0,,,TTS,20070312,,
7190,11178,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7191,11178,1,121,0,0,,,0,0,,,,0,,"From Hartwell Entry data",TTS,20070312,,
7192,11179,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7193,11179,1,121,0,0,,,0,0,,,,0,,"From Hartwell Entry data",TTS,20070312,,
7194,11180,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7195,11181,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7196,11182,1,40,0,0,,,0,0,,,,7596,16435,,TTS,20070312,BDZWZ,20110110
7197,11183,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7198,11184,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7199,11185,0,114,,0,,,,0,,,,7596,16524,,load,20101201,,
7200,11185,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7201,11186,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7202,11187,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7203,11188,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7204,11189,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7205,11190,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7206,11191,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7207,11192,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7208,11193,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7209,11194,0,146,,0,,,,0,,,,7596,16458,,load,20101201,,
7210,11194,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7211,11195,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7212,11196,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7213,11197,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7214,11198,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7215,11199,0,114,,0,,,,0,,,,24309,pers02129,"《全唐詩・卷887》(據唐代人物知識ベース)。",load,20100820,,
7216,11199,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7217,11200,0,233,,0,,,,0,,,,24309,pers02145,"《全唐文・卷482》《唐文拾遺・卷25》(據唐代人物知識ベース)。",load,20100820,,
7218,11200,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7219,11201,0,9,,0,,,,0,,,,38297,0,,load,20151219,,
7220,11201,0,114,,0,,,,0,,,,38297,0,,load,20151219,,
7221,11201,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7222,11202,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7223,11203,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7224,11204,0,186,,0,,,,0,,,,7596,7474,,load,20101201,,
7225,11204,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7226,11205,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7227,11206,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7228,11207,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7229,11208,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7230,11209,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7231,11210,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7232,11211,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7233,11212,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7234,11213,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7235,11214,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7236,11215,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7237,11216,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7238,11217,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7239,11218,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7240,11219,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7241,11220,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7242,11221,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7243,11222,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7244,11223,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7245,11224,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7246,11225,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7247,11226,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7248,11227,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7249,11228,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7250,11229,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7251,11230,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7252,11231,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7253,11232,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7254,11233,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7255,11234,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7256,11235,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7257,11236,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7258,11237,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7259,11238,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7260,11239,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7261,11240,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7262,11241,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7263,11242,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7264,11243,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7265,11244,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7266,11245,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7267,11246,0,186,,0,,,,0,,,,7596,278,,load,20101201,,
7268,11246,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7269,11247,0,30,,0,,,,0,,,,7596,441,,load,20101201,,
7270,11247,0,33,,0,,,,0,,,,7596,441,,load,20101201,,
7271,11247,0,114,0,0,0,,0,0,0,,,7596,,,TTS,20070312,,
7272,11247,0,147,,0,,,,0,,,,7596,441,,load,20101201,,
7273,11247,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7274,11248,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7275,11249,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7276,11250,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7277,11251,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7278,11253,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7279,11254,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7280,11255,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7281,11256,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7282,11257,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7283,11258,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7284,11259,0,14,,0,,,,0,,,,7596,349,,load,20101201,,
7285,11259,0,157,,0,,,,0,,,,7596,349,,load,20101201,,
7286,11259,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7287,11260,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7288,11261,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7289,11262,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7290,11263,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7291,11264,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7292,11265,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7293,11266,0,146,,0,,,,0,,,,7596,302,,load,20101201,,
7294,11266,1,67,0,0,,,0,0,,,,0,,,TTS,20070312,,
7295,11267,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7296,11268,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7297,11269,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7298,11270,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7299,11270,1,122,1109,0,,,0,0,,,,0,,"From Hartwell Entry data",TTS,20070312,,
7300,11271,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7301,11272,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7302,11273,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7303,11274,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7304,11275,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7305,11276,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7306,11277,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7307,11278,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7308,11279,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7309,11280,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7310,11281,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7311,11282,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7312,11283,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7313,11284,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7314,11285,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7315,11286,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7316,11287,0,4,,0,,,,0,,,,7596,20306,,load,20101201,,
7317,11287,0,180,,0,,,,0,,,,7596,20306,,load,20101201,,
7318,11287,0,184,,0,,,,0,,,,7596,20306,,load,20101201,,
7319,11287,0,213,,0,,,,0,,,,7596,20306,,load,20101201,,
7320,11287,0,228,,0,,,,0,,,,7596,20306,,load,20101201,,
7321,11287,0,229,,0,,,,0,,,,7596,20306,,load,20101201,,
7322,11287,0,263,,0,,,,0,,,,7596,20306,,load,20101201,,
7323,11287,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7324,11289,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7325,11290,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7326,11291,1,90,0,0,,,0,0,,,,0,,,TTS,20070312,,
7327,11291,1,136,0,0,,,0,0,,,,0,,"From Hartwell Entry data",TTS,20070312,,
7328,11297,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7329,11298,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7330,11299,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7331,11300,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7332,11301,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7333,11302,0,30,,0,,,,0,,,,7596,378,,load,20101201,,
7334,11302,0,47,0,0,0,,0,0,0,,,7596,,"舉進士不第。",TTS,20070312,,
7335,11303,0,146,0,0,0,,0,0,0,,,7596,359,,TTS,20070312,,
7336,11303,0,264,,0,,,,0,,,,7596,359,,load,20101201,,
7337,11304,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7338,11305,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7339,11306,0,130,0,0,0,,0,0,0,,,7596,,"年十七與父兄同拔冑解，入太學。",TTS,20070312,,
7340,11306,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7341,11307,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7342,11308,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7343,11309,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7344,11310,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7345,11311,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7346,11312,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7347,11313,0,29,0,0,0,,0,0,0,,,0,,,TTS,20070312,,
7348,11313,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7349,11314,1,49,0,0,,,0,0,,,,0,,,TTS,20070312,,
7350,11315,1,104,0,0,,,0,0,,,,0,,,TTS,20070312,,
7351,11315,2,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7352,11316,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7353,11317,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7354,11318,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7355,11319,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7356,11320,0,141,0,0,0,,0,0,0,,,7596,,,TTS,20070312,,
7357,11320,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7358,11321,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7359,11322,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7360,11323,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7361,11324,0,36,,0,,,,0,,,,7596,24723,,load,20101201,,
7362,11324,0,39,,0,,,,0,,,,7596,24723,,load,20101201,,
7363,11324,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7364,11325,1,109,0,0,,,0,0,,,,0,,,TTS,20070312,,
7365,11326,1,109,0,0,,,0,0,,,,0,,,TTS,20070312,,
7366,11327,1,109,0,0,,,0,0,,,,0,,,TTS,20070312,,
7367,11328,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7368,11329,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7369,11330,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7370,11331,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7371,11332,0,157,,0,,,,0,,,,7596,365,,load,20101201,,
7372,11332,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7373,11333,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7374,11334,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7375,11335,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7376,11336,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7377,11337,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7378,11338,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7379,11339,1,61,0,0,,,0,0,,,,0,,,TTS,20070312,,
7380,11340,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7381,11341,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7382,11342,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7383,11343,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7384,11344,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7385,11345,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7386,11348,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7387,11349,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7388,11350,1,36,0,0,,,0,0,,,,0,,,TTS,20070312,,
7389,11355,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7390,11356,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7391,11357,1,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
7392,11358,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7393,11359,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7394,11361,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7395,11362,1,40,0,0,,,0,0,,,,7596,,,BDJY,20090418,,
7396,11363,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7397,11364,1,34,0,0,,,0,0,,,,0,,,TTS,20070312,,
7398,11365,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7399,11366,0,233,,0,,,,0,,,,24309,pers02817,"《尊前集》《全唐詩・卷898》(據唐代人物知識ベース)。",load,20100820,,
7400,11366,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7401,11367,0,142,,0,,,,0,,,,7596,11159,,load,20101201,,
7402,11367,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7403,11368,0,114,,0,,,,0,,,,7596,11207,,load,20101201,,
7404,11368,1,52,0,0,,,0,0,,,,0,,,TTS,20070312,,
7405,11369,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7406,11370,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7407,11371,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7408,11372,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7409,11373,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7410,11374,1,13,0,0,,,0,0,,,,0,,,TTS,20070312,,
7411,11375,1,40,0,0,,,0,0,,,,0,,,TTS,20070312,,
7412,11376,0,157,,0,,,,0,,,,7596,23104,,load,20101201,,
7413,11376,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
7414,11377,1,68,0,0,,,0,0,,,,0,,,TTS,20070312,,
